Date,M&M.NS_open,M&M.NS_high,M&M.NS_low,M&M.NS_close
2011-03-21,287.91099343746674,290.3875502148256,282.64267625082954,288.67645263671875
2011-03-22,289.9823633492691,295.81353593497846,288.1812306576587,294.53021240234375
2011-03-23,295.1605589076662,295.1605589076662,288.60894559100353,290.9278869628906
2011-03-24,292.6839735344959,300.99170104913264,292.00854898018554,299.6633605957031
2011-03-25,308.2412645389667,308.2412645389667,298.5151613947887,303.2431335449219
2011-03-28,305.69724470841436,308.1963107202917,301.73473096071035,305.26947021484375
2011-03-29,305.8997462822941,310.69527124474376,303.60331396633114,309.0517272949219
2011-03-30,310.33509321848175,320.6015415814944,310.33509321848175,319.678466796875
2011-03-31,319.2507030350862,322.67284344250515,308.466417795603,315.3557434082031
2011-04-01,315.42322613274706,322.40261229271505,313.9147891494746,320.1737060546875
2011-04-04,321.05175654093426,336.8116604384556,319.7234162872392,335.0105285644531
2011-04-05,337.21697978579573,337.21697978579573,327.4007875233441,330.2601013183594
2011-04-06,328.75166631226676,333.65976288642645,323.5959470233748,327.1982116699219
2011-04-07,327.58089936257255,332.7141368200487,324.6540597119104,330.1925354003906
2011-04-08,330.0574712162701,331.6334618700995,324.654074688855,328.39141845703125
2011-04-11,326.5678057818345,326.5678057818345,318.6428345182517,319.70098876953125
2011-04-13,318.8004034850823,329.9224004592179,316.5264795500637,328.25634765625
2011-04-15,325.68977450385,330.9130751745557,323.3933415899944,326.2076110839844
2011-04-18,326.45523181525976,332.9393191369676,323.86610411465597,325.17193603515625
2011-04-19,321.547077873614,331.27320712012016,321.547077873614,326.90545654296875
2011-04-20,330.9130441162368,346.71796911785026,330.0574952771224,343.6785583496094
2011-04-21,343.6785222089258,348.87928570217,339.3332799817328,344.3089294433594
2011-04-25,345.23197742306894,350.7479441063858,342.21507586292194,345.7497863769531
2011-04-26,344.46651733966263,345.8173664272692,336.8342144980668,340.7066650390625
2011-04-27,342.1476233439142,348.96942371691097,341.31461055150777,346.89813232421875
2011-04-28,345.41207243439266,348.8117310130695,342.48523298415205,346.8304748535156
2011-04-29,344.96183988893875,347.16823786732647,335.1231660606456,340.5941162109375
2011-05-02,343.11573455250567,344.82680489748606,332.03878088696416,333.9524841308594
2011-05-03,331.52093951563205,332.9168061624579,315.46833566163514,318.845458984375
2011-05-04,319.7009524501503,321.0067842350862,308.12867304089906,316.97674560546875
2011-05-05,317.89980451122517,321.6371479911548,308.4438613175485,311.82098388671875
2011-05-06,311.6859312975561,324.6540775823107,311.6859312975561,321.6822204589844
2011-05-09,324.20376641697464,326.0048984526245,317.22437977883146,319.8135070800781
2011-05-10,319.72346865931854,322.6953532280848,313.03677647501206,315.01800537109375
2011-05-11,313.8922768022662,317.24689073967755,311.7309238403878,314.3425598144531
2011-05-12,312.94670185231627,317.60712016004453,308.4438716098369,310.3575744628906
2011-05-13,309.34442435412814,314.77032906634093,304.3012492028278,311.0780029296875
2011-05-16,310.2450209142833,310.2450209142833,301.19434261815013,302.8829040527344
2011-05-17,302.36510854972823,307.8810766505982,299.4607769918338,301.9148254394531
2011-05-18,304.301324348678,304.301324348678,295.3407068285924,301.86981201171875
2011-05-19,305.2468881534803,307.4307499353225,302.5902071864324,304.4588928222656
2011-05-20,307.0930093297167,312.36132598345813,303.26560378821733,311.0780029296875
2011-05-23,306.41756952374186,310.6051957634508,305.8096984907376,309.27685546875
2011-05-24,307.1831414608972,310.69534420309486,303.71595603621375,309.41204833984375
2011-05-25,311.5958525659404,311.5958525659404,305.4720144336049,306.75531005859375
2011-05-26,307.3406972316348,315.64842518864,297.8172269986118,308.3763427734375
2011-05-27,306.7553061251968,318.75535955254315,306.7553061251968,317.4045104980469
2011-05-30,318.35012686162753,320.8041750617772,296.8491105141838,298.5601806640625
2011-05-31,300.3388211396511,306.1925013117882,292.21121685880354,302.63525390625
2011-06-01,303.04046540245275,307.7459283484855,302.63519970065323,304.3237609863281
2011-06-02,301.23936659624786,301.5320615779583,295.8359698860013,297.86224365234375
2011-06-03,298.5376643618266,303.243127765808,298.5376643618266,301.2618713378906
2011-06-06,298.53771051143116,299.43827675731785,294.14745006273364,296.1061706542969
2011-06-07,294.93537647274593,300.2036932742978,294.5301107637441,299.1004943847656
2011-06-08,295.3406252000497,300.316246760887,293.5620018865126,299.12298583984375
2011-06-09,297.27688306484015,301.39695659277834,297.27688306484015,299.640869140625
2011-06-10,299.5732956047696,300.90163604539754,296.196172865764,298.17742919921875
2011-06-13,298.7177210299353,301.91471899247335,296.263673447547,299.07794189453125
2011-06-14,299.48327148579557,304.34635083323315,299.48327148579557,302.4326477050781
2011-06-15,300.87910049811586,306.1248808606509,298.5826407509905,299.3706359863281
2011-06-16,292.95411140180784,299.75340125189325,292.95411140180784,295.8809509277344
2011-06-17,294.1699539099298,297.18685628091674,289.0142067399514,290.02734375
2011-06-20,291.3331151842553,291.3331151842553,277.6895451166039,285.1417236328125
2011-06-21,287.5507259164314,289.3068406897314,284.5788689741794,285.68206787109375
2011-06-22,287.82097372098633,292.931676102819,285.59206679647104,292.0986633300781
2011-06-23,290.3200194514822,295.38570416467206,289.35189982416654,294.23748779296875
2011-06-24,295.8359465010269,304.50389470520463,295.408172131994,303.40069580078125
2011-06-27,301.4194951180675,315.918587844496,299.88852170172675,312.1812438964844
2011-06-28,311.8210134482186,315.6034020775078,309.38947397466177,312.6090087890625
2011-06-29,313.3970185679455,317.3595041106908,310.24503705935984,311.3482360839844
2011-06-30,312.09119777063995,317.4495775191675,311.2356763920078,316.0537109375
2011-07-01,320.5114590463041,320.5114590463041,309.95231637136027,311.50579833984375
2011-07-04,316.09869294326154,318.32759947986517,314.54521096422894,316.6390380859375
2011-07-05,317.832324375875,325.4646286392394,316.2788696222213,322.94305419921875
2011-07-06,323.07806487664914,324.2037724197734,319.2506592300268,322.04241943359375
2011-07-07,322.85292187886904,327.8060350457694,321.59213493300416,326.9730224609375
2011-07-08,326.18502385093666,332.51149465284175,320.19623782386606,323.1230773925781
2011-07-11,322.852965111826,330.86799835856834,320.73662916049847,327.24322509765625
2011-07-12,322.5377134242196,326.3651189956661,315.24312319143223,316.70654296875
2011-07-13,317.2469018231559,325.73475338927113,317.2469018231559,323.43829345703125
2011-07-14,320.55252591300496,325.9634559718786,316.99031928234774,322.51397705078125
2011-07-15,321.56706038521327,326.36924407689696,318.8615954812521,325.1743469238281
2011-07-18,323.64121392088623,324.70084325048185,317.66664605679466,318.7037353515625
2011-07-19,320.12413605042155,323.3030517664368,316.7648450012857,323.00994873046875
2011-07-20,323.57360415987927,324.56561350107745,317.4412278129668,318.18524169921875
2011-07-21,316.53941647039693,320.39469873081765,314.32994229843393,316.83251953125
2011-07-22,319.6506982323439,327.36126241284154,318.1175904025616,326.61724853515625
2011-07-25,325.1066755153915,339.5358206145489,325.1066755153915,337.4165344238281
2011-07-26,337.1459878858494,339.7387248106776,321.7022940292643,323.6412048339844
2011-07-27,323.75395345608285,324.8812304527962,319.53794849693924,323.88922119140625
2011-07-28,319.69576108651955,327.5641601464574,316.53938544814775,322.897216796875
2011-07-29,322.40115988391,326.6622716272163,319.4251601858516,324.993896484375
2011-08-01,326.68488149310053,331.6899804701444,326.68488149310053,329.59326171875
2011-08-02,327.60922575271985,331.3066996986885,324.7234132379081,326.1888732910156
2011-08-03,322.5365085765077,324.65579496458685,316.2914046402679,319.65069580078125
2011-08-04,318.4332330894598,320.0114209916803,305.0862560321187,306.3713684082031
2011-08-05,297.60107584801364,301.65927233685017,287.79376766665865,294.6025085449219
2011-08-08,288.9887666019705,306.57428925471316,285.24618463566634,301.3211669921875
2011-08-09,286.86949472340103,315.6376020958545,286.86949472340103,312.52630615234375
2011-08-10,320.14665442286764,330.7430577734837,317.50883736329956,329.3452453613281
2011-08-11,324.20477680952155,333.4033656302029,322.1080311526092,328.53350830078125
2011-08-12,330.8332359231903,334.981620492286,329.1648605776246,333.65142822265625
2011-08-16,335.07181038555836,336.1990874054552,328.533603670157,330.06671142578125
2011-08-17,327.6994023006387,329.1648623040472,321.837562287005,324.2724914550781
2011-08-18,324.61074487716263,331.32930029741823,317.9823496133736,323.3932800292969
2011-08-19,317.2834462264375,328.06019955897597,317.2834462264375,323.9794616699219
2011-08-22,324.2048797086661,326.2339783994714,315.02885552658944,321.8601379394531
2011-08-23,322.4011471425306,324.13714231089,312.2781965286695,319.80841064453125
2011-08-24,316.62961960930664,321.27399608349367,313.20268047156674,314.48779296875
2011-08-25,317.7569150443038,318.9743799721122,311.1510593858699,314.46527099609375
2011-08-26,313.4732119926314,324.5656073126241,313.45067195559574,317.5990295410156
2011-08-29,319.01937017261054,334.5757917569993,319.01937017261054,330.6528625488281
2011-08-30,333.6740177858995,335.7481966176249,331.01363285174386,332.83984375
2011-09-02,337.28125808211274,347.1562150158079,334.0346950134041,344.9918212890625
2011-09-05,343.9097068800242,349.32063701836023,340.4376878703091,346.7729797363281
2011-09-06,343.59399479275874,360.72860345696455,343.3008917938866,359.5111389160156
2011-09-07,360.976668474583,365.5308844842603,351.5526484048838,354.1453857421875
2011-09-08,357.52720855206127,359.35339191150825,352.11627858545523,356.5577392578125
2011-09-09,357.07626741158737,361.58537533434304,355.3177043131484,356.87335205078125
2011-09-12,351.462396752788,355.7685889987445,348.8921999211389,353.2434997558594
2011-09-13,354.30313673319506,358.6544366625037,345.1721936611656,352.52203369140625
2011-09-14,354.1453808022212,362.71268666685,353.2209915733806,357.77520751953125
2011-09-15,360.7286145444333,365.6886329944192,357.59477920129666,363.1635437011719
2011-09-16,365.463215523335,367.6726895251933,357.5722762615727,359.1730041503906
2011-09-19,358.4740892836187,362.2391834895424,355.498088984923,360.6835632324219
2011-09-20,361.94604914996273,369.52134392380196,359.4885801626005,367.2217102050781
2011-09-21,368.34907323654863,368.34907323654863,363.0283033502905,367.2668762207031
2011-09-22,362.28429329203965,364.44865966078146,351.07914322822404,353.3111572265625
2011-09-23,350.58313896600754,355.3177022575099,347.60713876277026,349.703857421875
2011-09-26,351.71041314731025,351.91332850533115,342.3314743009974,347.6972961425781
2011-09-27,351.75544689856184,361.4274874907906,351.10164836195645,359.736572265625
2011-09-28,362.44208071814774,362.53226837874286,350.4929450066593,356.64788818359375
2011-09-29,354.9795531857741,371.5054462194376,351.6879096100235,366.996337890625
2011-09-30,365.6886760312306,369.74687342245267,361.7432063453203,362.8704833984375
2011-10-03,360.7286681608129,369.0028709781862,358.99267245385425,365.41815185546875
2011-10-04,362.64502451895726,366.5904941671274,348.9147846390425,350.26751708984375
2011-10-05,351.0790828724965,358.4289497782185,350.19982896736656,353.6267395019531
2011-10-07,359.4661335061138,362.8930449421216,356.67048074441584,359.060302734375
2011-10-10,357.12133821201064,365.6886430428544,357.12133821201064,363.8173522949219
2011-10-11,367.4923091882458,367.4923091882458,358.04572223918586,360.1650085449219
2011-10-12,360.3228216143228,365.7563189575766,353.15335616157887,364.1781311035156
2011-10-13,367.49231922738005,367.49231922738005,357.70754890440537,360.232666015625
2011-10-14,357.8427787976222,364.8093557516339,357.8427787976222,363.2762756347656
2011-10-17,365.9141141855691,369.49886054970995,364.42611404991,366.4777526855469
2011-10-18,361.6755442866415,365.079942868387,359.35337016269705,364.1104736328125
2011-10-19,365.46315282556736,368.61952798877394,364.2682283623619,365.44061279296875
2011-10-20,363.43409169923376,367.4922887529473,354.64133141618777,361.4500732421875
2011-10-21,362.3969984126976,365.4631862041444,358.4740691329979,361.6529846191406
2011-10-24,366.7708603578018,367.4923066383431,364.3359309985046,365.17010498046875
2011-10-25,367.26680488006775,387.12941785947794,364.7867957617861,385.0101318359375
2011-10-28,391.50327304092923,395.584009973757,387.1294331012924,392.517822265625
2011-10-31,394.54694840432575,394.54694840432575,383.7927368763837,390.1956481933594
2011-11-01,387.4225711323524,389.136026695792,375.0676040038982,376.0821533203125
2011-11-02,374.93235454037887,383.2291248075646,374.1207205519703,379.0130920410156
2011-11-03,378.1788804752527,381.31271593189945,372.9257588271133,378.6297912597656
2011-11-04,382.73307707661144,383.13890780044767,374.84213816854634,377.1192321777344
2011-11-08,378.76510102408173,381.69602144867287,374.3461803497501,376.80364990234375
2011-11-09,377.9759824501779,378.7650763592597,365.23775220357186,366.5904846191406
2011-11-11,366.59045494765587,382.124336433422,363.34389190878227,379.3963317871094
2011-11-14,381.4705804832707,383.58986699023836,352.7024736532359,356.6930236816406
2011-11-15,356.5802014838802,358.40638444482653,339.33286597895204,342.3539733886719
2011-11-16,344.15761373520513,352.02601145655734,340.5052478407149,349.56854248046875
2011-11-17,348.50901459728334,351.12429208021035,340.2573238446443,341.99334716796875
2011-11-18,339.53583589462636,341.70020225262056,325.80559638902747,332.7496337890625
2011-11-21,329.61581675297896,335.65803288396535,321.0485109823817,324.2950744628906
2011-11-22,326.9554421274622,329.6158271168615,316.99032347900635,319.9888916015625
2011-11-23,318.7939720415987,318.7939720415987,307.1604775760467,314.3074035644531
2011-11-24,313.87902029397674,324.3852647351113,309.55028729951886,321.6121520996094
2011-11-25,319.24484340431417,326.88778689687757,314.14955691640887,318.45574951171875
2011-11-28,322.8972204551449,326.16632383192456,316.7648444396816,321.7925109863281
2011-11-29,324.61070804672784,329.02962854740997,319.2899383909673,327.1808776855469
2011-11-30,325.01650026338,330.0667067451842,317.2608289721891,327.0005187988281
2011-12-01,337.9576215631455,340.43763079409587,327.09068303245397,329.1197814941406
2011-12-02,330.8107151496596,339.1299972849241,325.21941029341644,338.1154479980469
2011-12-05,336.8303617577798,341.33946967957075,334.7561831223203,337.6871032714844
2011-12-07,339.08496641475585,344.0224458315941,338.4086001253647,341.6777038574219
2011-12-08,341.7001754437524,342.5569169139171,325.8506784169788,329.1197814941406
2011-12-09,322.4914480672717,324.5881670241069,314.3750527007535,317.1030578613281
2011-12-12,319.0870488402645,320.9583122073036,307.0702646271285,308.03973388671875
2011-12-13,306.16840330986423,318.34299372130215,304.4098403529821,316.08843994140625
2011-12-14,314.8485141453412,317.6667070753926,302.876836082766,304.8382873535156
2011-12-15,299.96836968927107,304.13929403294,297.15017756517045,299.7879943847656
2011-12-16,299.1793049343464,310.4520745249397,292.19018778817855,297.6236572265625
2011-12-19,296.789504696921,299.5851572613589,289.8229270830575,294.1291198730469
2011-12-20,295.7974652728404,296.87966212996326,285.0657944455771,293.02435302734375
2011-12-21,298.8411573043175,314.2848534758345,296.13569228157,311.2862854003906
2011-12-22,303.1473671205662,313.83396005785363,303.1473671205662,312.3684997558594
2011-12-23,318.3430273875157,318.906665892097,312.0302761362052,314.0368347167969
2011-12-26,312.72926467595437,318.3431111632155,312.54891681987453,316.44927978515625
2011-12-27,316.08846423815186,320.82302753986454,312.45863787778757,317.23828125
2011-12-28,317.80194765616454,319.2448678172483,308.12990484301196,309.95611572265625
2011-12-29,308.783686342789,314.2397231116939,305.42439563952837,309.4600524902344
2011-12-30,309.64047384124285,313.15757282658933,304.5226193851527,307.4309997558594
2012-01-02,310.136442934232,312.03027379972644,302.0200485290368,303.91387939453125
2012-01-03,305.94300642688046,306.61937269016755,295.59459709430456,299.5851745605469
2012-01-04,300.7575033702811,301.00549880580945,286.82434865235876,288.154541015625
2012-01-05,288.58291233487466,293.8585742052788,283.21706280008357,293.15966796875
2012-01-06,291.28833340315697,297.1501729298459,287.9515829717097,295.6170654296875
2012-01-09,294.8280082830504,295.72982986075664,288.3349094364117,294.46728515625
2012-01-10,297.10513889590067,313.202632534528,296.09058958986554,310.7677307128906
2012-01-11,311.80485823623417,312.25576909413184,301.70444401076065,306.7771911621094
2012-01-12,305.71751230312157,310.65499090433457,303.01204759247446,309.3247985839844
2012-01-13,311.1284808817625,315.05141071020665,307.5211941469015,312.1881103515625
2012-01-16,309.64048368696496,311.5343147458819,307.43100953132625,310.136474609375
2012-01-17,313.1576197499254,319.6958277936603,311.1285207018697,318.1627197265625
2012-01-18,319.2448452483722,319.98885907425273,303.4629673053029,308.4455261230469
2012-01-19,312.481217189466,314.14959282881523,302.29064304870707,303.4404602050781
2012-01-20,305.62735277524325,306.1233711973672,291.31093403022265,296.2484130859375
2012-01-23,295.59452341418637,300.6221890599864,294.9858049375231,298.29998779296875
2012-01-24,299.85568139836,310.7902682764205,296.24839500559773,309.0768127441406
2012-01-25,312.2106779445633,312.2106779445633,307.22809112436653,309.55029296875
2012-01-27,312.9095627308678,317.84704161454505,299.85568925092485,315.6826477050781
2012-01-30,313.8339432566657,315.5248588992124,297.82660850722374,299.9007873535156
2012-01-31,303.82366943359375,306.19095096138216,299.4498294874933,303.82366943359375
2012-02-01,304.1393499503585,315.63757593069084,303.6884391276004,310.6324768066406
2012-02-02,315.5924655262198,320.5975641692432,311.4891609206311,315.9080810546875
2012-02-03,316.9902865827327,323.6412207606777,314.104446507128,320.50738525390625
2012-02-06,325.8732628246983,326.4369013630276,316.3590277848535,320.23687744140625
2012-02-07,325.10671646889796,325.10671646889796,309.0091939355727,310.9706726074219
2012-02-08,306.6193383218766,314.60046483836055,303.0120519886781,309.753173828125
2012-02-09,310.67750980731216,318.7939033871839,307.52113452625093,316.5618896484375
2012-02-10,316.0884746770953,321.0484935379342,308.5582587204485,311.8273620605469
2012-02-13,313.29284657106405,319.6507059369093,312.09794935622125,317.9823303222656
2012-02-14,317.8920964278904,324.65575805401573,317.4411856528154,323.43829345703125
2012-02-15,326.91026934489594,338.4986802590583,326.91026934489594,331.2164611816406
2012-02-16,330.87833614629386,332.1859884614631,321.31902177993453,326.5721435546875
2012-02-17,331.3743328546334,339.40053898303637,329.16485909325206,337.5517883300781
2012-02-21,337.88999492447556,346.8856708342614,332.88489608336124,343.86456298828125
2012-02-22,344.2929849061801,345.5780973821878,331.87039609992905,334.93658447265625
2012-02-23,332.772154032319,336.0412571715254,323.7539384758876,326.23394775390625
2012-02-24,329.16493505874536,333.3809406841508,324.7009064377387,329.14239501953125
2012-02-27,330.5176104358242,330.5176104358242,311.669544840219,314.12701416015625
2012-02-28,316.42669860386303,320.59762409311946,314.51032743312356,317.486328125
2012-02-29,320.146718684196,323.7089255767131,310.677590385086,320.0790710449219
2012-03-01,317.08052120233714,319.65071860007697,301.54663662268734,307.4084777832031
2012-03-02,308.3553680449269,310.70010992572224,304.00409493597766,306.5968322753906
2012-03-05,304.36476279395146,308.3327719749834,301.50149047845326,304.5000305175781
2012-03-06,304.3648266902701,311.98523113745154,302.5611832728463,307.137939453125
2012-03-07,306.6193669092699,307.6339162850726,300.87025377972105,304.3197326660156
2012-03-09,308.78368758288167,308.82879517240457,298.05201683793086,305.2440490722656
2012-03-12,308.8738893932243,309.00915712517286,298.27748588849323,299.3145751953125
2012-03-13,300.5545693274604,301.3436631778175,294.24181852460333,296.29345703125
2012-03-14,299.021532949059,307.56627130404974,297.7364205491109,301.6368103027344
2012-03-15,302.02005637277125,302.02005637277125,295.68476496846506,296.49639892578125
2012-03-16,295.2564399188364,314.5554201569318,293.0920731903295,305.6950378417969
2012-03-19,308.42303069317563,314.66813514528286,308.06230750658943,311.57940673828125
2012-03-20,310.2266509867261,315.09648244560725,306.7997396878798,309.6404724121094
2012-03-21,308.82881711253395,316.4943006922791,308.3327987209979,315.4571838378906
2012-03-22,314.4651925427779,318.1626389635341,306.1684230882294,309.3247985839844
2012-03-23,309.3247977298028,313.38299478456696,304.2971314811698,310.1138916015625
2012-03-26,308.4455198852945,310.2266230071321,303.9589520279296,307.2731628417969
2012-03-27,312.4812243603785,312.4812243603785,305.514646105204,308.828857421875
2012-03-28,307.1153052588176,312.75168971534714,305.2891221991838,307.1829528808594
2012-03-29,304.36480971395446,308.1975517622042,303.23753264093983,306.3713684082031
2012-03-30,307.07023000281464,317.89208832890506,305.2665869484663,315.72772216796875
2012-04-02,319.08705634326,321.90524899971706,314.7582959100943,320.4397888183594
2012-04-03,322.0404327624826,322.5364235321114,317.01276736589335,318.6134948730469
2012-04-04,316.08845833746983,317.86956143152787,312.93208286191737,314.6455383300781
2012-04-09,312.0302765099818,314.10445520076104,307.1153377355808,308.24261474609375
2012-04-10,310.00113424473193,313.69860782291425,307.52112517077404,313.06732177734375
2012-04-11,311.12848152848306,316.08850079922695,309.6404812515426,313.1350402832031
2012-04-12,312.30082774538545,316.40413278358824,311.1284706038491,313.54083251953125
2012-04-13,314.73572830642763,320.4848408220536,311.1509820571082,311.9626159667969
2012-04-16,310.6775434481265,311.94008819298034,306.7095338836954,309.34735107421875
2012-04-17,307.97204645235394,312.03024325772907,305.9880281167183,308.60333251953125
2012-04-18,309.77574156787693,313.15757280770094,309.43755844389455,312.1204833984375
2012-04-19,315.14158268006264,319.9212263570291,312.25574242740333,318.5910339355469
2012-04-20,317.8920467945432,328.87171144477134,317.77931911837493,327.5640869140625
2012-04-23,326.9104010964805,330.87841149516123,319.2674558700104,322.2209167480469
2012-04-24,321.99544382873916,324.45291359413886,315.02889284876153,323.19036865234375
2012-04-25,320.3721124699261,322.739394089162,315.7277368926596,317.12554931640625
2012-04-26,319.6055797091581,321.8601337809234,315.6826501200042,317.3735656738281
2012-04-27,318.11759032885925,325.5576190183365,318.11759032885925,321.34161376953125
2012-04-30,324.06954776595956,325.39973992624755,316.6746007714617,320.1691589355469
2012-05-02,322.4011925697993,325.08411708917237,320.6877371904933,322.62664794921875
2012-05-03,320.9583268213846,322.4012469975444,316.2688706506319,318.18524169921875
2012-05-04,315.0739409993775,316.7423165669126,307.3859168878613,309.79827880859375
2012-05-07,306.6193104619565,315.1866147248641,301.68183223773605,311.12841796875
2012-05-08,313.1575730315633,315.1866717769082,303.9815486028466,305.10882568359375
2012-05-09,301.29860237559006,303.2825933847933,292.19019870189686,295.4818420410156
2012-05-10,294.7153377975371,305.26666331354346,294.46734231980776,297.9393615722656
2012-05-11,294.8956592780008,298.5029456300253,289.4847297499641,295.3691101074219
2012-05-14,295.79750786284046,302.06517948008485,295.1662216850557,296.2033386230469
2012-05-15,293.20473700223357,297.5109294808371,292.39310309612875,295.3014831542969
2012-05-16,288.58287889749374,297.15018311476314,288.515231276689,296.0003662109375
2012-05-17,298.4127467061273,299.6302113082758,285.4941694582777,287.0723571777344
2012-05-18,283.1719693683354,292.84401108750717,280.06067398295374,289.2367248535156
2012-05-21,286.89204361746033,294.85063155309643,286.89204361746033,291.8746032714844
2012-05-22,293.61057528858703,295.79748163663504,286.5087302645367,287.8840026855469
2012-05-23,287.88400453012457,292.2803848112773,285.8549059388233,290.6796569824219
2012-05-24,292.41564793347794,296.1582019941116,285.92252153518035,294.3094787597656
2012-05-25,293.092068996215,293.7233552303116,286.7793167409119,287.81640625
2012-05-28,288.7406627517726,295.79742638678795,288.7406627517726,294.85052490234375
2012-05-29,296.04546244543786,297.91675316155073,294.1290916605985,295.5043640136719
2012-05-30,295.3465998544439,298.86369889804615,291.96476855840064,296.473876953125
2012-05-31,295.1661647581033,296.4738169364241,292.21270486172546,294.26434326171875
2012-06-01,293.09199652833297,295.2563626907219,288.1319781255458,290.90509033203125
2012-06-04,288.537812880653,293.31745603655895,286.89197756073884,293.02435302734375
2012-06-05,293.99382107018425,296.65420561297196,293.09199953315914,295.23382568359375
2012-06-06,297.62365883646453,304.8156913784481,296.0680111202658,304.161865234375
2012-06-07,304.65790682206995,311.9626400956657,300.3066063964987,310.4746398925781
2012-06-08,312.9320885304867,312.9320885304867,305.1764174315009,310.5422668457031
2012-06-11,312.4812173401283,313.94667759460947,304.7706528558856,306.3939208984375
2012-06-12,304.36482983208595,315.4346859165107,304.04918672649563,313.63104248046875
2012-06-13,311.17348466780123,311.6920430173694,304.56765896696805,308.15240478515625
2012-06-14,308.78370410186534,312.93208888239826,305.53714090312604,306.7997131347656
