Date,UNH UN Equity,GS UN Equity,MSFT UQ Equity,HD UN Equity,CAT UN Equity,AMGN UQ Equity,MCD UN Equity,CRM UN Equity,BA UN Equity,AAPL UQ Equity,CVX UN Equity,TRV UN Equity,WMT UN Equity,JNJ UN Equity,AXP UN Equity,PG UN Equity,JPM UN Equity,IBM UN Equity,MRK UN Equity,NKE UN Equity,MMM UN Equity,DIS UN Equity,KO UN Equity,CSCO UQ Equity,INTC UQ Equity,VZ UN Equity
2017-07-04,186.65,227.28,68.17,154.01,106.97,172.8,152.5,86.1,198.59,35.875,106.3,127.34,75.36,132.9,85.1,87.74,92.75,148.6044,61.2831,58.65,209.83,107.46,44.76,31.33,33.46,45.0
2017-07-05,188.25,228.04,69.08,152.69,107.49,174.26,153.07,87.5,201.81,36.023,104.62,126.37,75.32,133.64,84.89,87.67,93.68,146.7801,61.1782,57.56,209.76,105.63,44.82,31.11,34.34,44.65
2017-07-06,186.94,226.69,68.57,152.05,106.51,171.72,153.09,86.85,201.48,35.683,103.82,126.18,75.47,132.52,83.74,87.37,93.38,145.5288,60.1675,57.16,208.02,103.35,44.4,30.72,33.63,43.52
2017-07-07,187.96,225.28,69.46,152.23,106.92,171.43,156.27,87.92,202.37,36.045,103.49,127.17,75.33,132.54,84.33,87.65,93.85,146.0828,60.2247,57.98,209.59,103.32,44.39,30.9,33.88,43.48
2017-07-10,186.95,225.84,69.98,151.18,107.84,172.2,155.52,88.5,203.96,36.265,103.04,125.77,73.23,131.55,84.3,87.09,93.19,146.5413,59.91,58.73,210.49,103.59,44.38,30.98,33.65,43.2
2017-07-11,185.95,226.95,69.99,150.6,108.24,173.32,154.91,88.35,206.27,36.383,103.12,125.05,73.47,131.23,84.16,86.77,92.83,146.3216,59.4428,58.18,209.66,103.84,44.33,31.09,33.92,42.89
2017-07-12,186.69,227.39,71.15,152.59,108.96,173.27,156.58,90.4,206.44,36.435,103.89,125.25,73.94,132.23,84.82,86.96,92.51,146.8087,59.8624,58.22,211.3,104.38,44.51,31.16,34.25,43.22
2017-07-13,185.48,230.4,71.77,153.29,108.47,175.04,155.04,89.57,206.23,36.943,104.13,125.43,75.05,131.86,85.37,86.7,93.1,146.7418,59.9673,57.94,211.09,104.29,44.43,31.27,34.24,43.49
2017-07-14,186.9,228.6,72.78,152.88,108.77,177.13,155.28,90.0,208.51,37.26,104.44,125.72,76.34,132.6,85.28,87.1,92.25,147.3245,60.1293,58.0,211.77,105.09,44.68,31.42,34.68,43.56
2017-07-17,186.35,229.26,73.35,153.89,108.84,177.4,155.26,89.29,209.0,37.39,104.21,126.23,76.37,132.15,85.22,87.55,91.39,146.1496,59.7003,57.79,211.68,104.79,44.73,31.5,34.47,43.66
2017-07-18,186.85,223.31,73.3,152.17,107.07,177.48,153.96,89.27,208.24,37.52,103.72,125.53,76.2,134.46,85.52,88.64,91.07,147.0953,59.5096,57.65,211.31,105.75,44.67,31.51,34.53,43.36
2017-07-19,189.19,222.87,73.86,153.3,107.85,179.18,153.89,89.56,210.88,37.755,104.46,126.46,75.87,135.21,85.93,88.35,91.2,140.9153,59.7098,57.77,212.1,106.82,44.83,31.9,34.56,43.45
2017-07-20,191.5,222.3,74.22,147.03,107.32,179.32,154.21,90.54,210.28,37.585,104.63,124.57,76.02,136.57,85.35,88.6,91.2,141.0395,60.0149,59.1,212.45,107.36,44.82,31.86,34.75,44.22
2017-07-21,191.78,220.18,73.79,146.65,106.59,180.21,153.92,89.69,212.14,37.568,103.25,125.15,76.15,135.31,85.59,88.61,90.89,140.4855,59.7193,59.95,211.16,107.09,45.03,31.84,34.73,44.23
2017-07-24,190.89,218.18,73.6,144.58,108.18,181.06,151.85,89.67,212.18,38.023,103.2,126.38,76.89,133.01,85.0,88.18,91.28,139.4444,59.6621,58.95,210.0,107.0,44.84,31.86,34.5,43.71
2017-07-25,190.4,221.58,74.19,146.97,114.54,180.89,159.07,90.63,212.46,38.185,104.39,127.46,78.52,131.88,85.41,89.14,92.8,139.6354,59.4619,59.39,199.39,106.42,45.24,32.12,34.67,43.98
2017-07-26,190.75,222.25,74.05,146.69,113.52,175.89,156.51,91.07,233.45,38.365,105.12,126.0,78.9,130.95,85.3,89.3,91.93,138.8426,58.9279,58.36,199.03,106.94,45.74,31.66,34.75,44.4
2017-07-27,188.93,221.48,73.16,147.73,114.37,172.15,156.95,90.51,241.0,37.64,106.11,125.88,79.78,130.83,83.85,90.68,91.55,138.5656,60.7301,58.15,200.05,110.0,46.12,31.57,34.97,47.81
2017-07-28,191.15,223.61,73.04,148.08,114.1,174.54,155.85,90.62,241.27,37.375,108.12,127.21,79.81,131.85,84.8,90.21,91.28,137.8206,61.1306,58.67,199.72,109.96,46.01,31.52,35.31,47.94
2017-07-31,191.81,225.33,72.7,149.6,113.95,174.51,155.14,90.8,242.46,37.183,109.19,128.09,79.99,132.72,85.23,90.82,91.8,138.1836,60.9112,59.05,201.17,109.93,45.84,31.45,35.47,48.4
2017-08-01,192.23,227.0,72.58,149.85,113.1,174.13,154.04,91.22,239.44,37.513,110.78,129.21,80.5,132.51,85.24,91.1,93.03,138.7853,60.9494,59.84,203.18,110.61,45.7,31.65,36.35,48.89
2017-08-02,193.0,226.27,72.26,150.5,113.09,174.46,156.59,89.89,237.95,39.285,110.46,128.73,80.53,132.16,85.3,91.04,93.11,137.9734,60.4917,59.79,205.41,108.67,45.59,31.52,36.64,48.21
2017-08-03,194.77,223.99,72.15,150.79,113.56,174.18,154.72,90.35,238.25,38.893,109.43,129.56,80.87,133.35,85.54,90.86,92.5,138.4415,60.568,60.14,207.62,109.12,45.67,31.56,36.49,48.61
2017-08-04,194.88,229.79,72.68,152.75,114.35,173.85,153.82,90.45,237.71,39.098,110.11,129.69,80.48,133.18,85.97,90.67,93.66,138.6516,60.1675,59.76,207.65,107.69,45.5,31.8,36.3,48.91
2017-08-07,194.78,232.92,72.4,153.35,114.71,174.58,154.97,90.5,240.23,39.703,109.78,128.8,81.28,132.86,85.85,91.44,94.02,137.0374,59.9196,59.79,207.44,106.35,45.64,31.84,36.43,48.86
2017-08-08,194.9,232.05,72.79,153.35,114.41,173.69,154.92,90.26,239.5,40.02,110.35,128.55,81.59,132.27,85.94,91.58,93.68,135.7384,59.4237,59.46,206.43,106.98,45.6,31.67,36.41,48.6
2017-08-09,194.83,231.01,72.47,155.26,114.34,173.55,154.92,90.12,234.31,40.265,110.89,130.15,81.61,133.23,85.69,91.92,93.53,135.4136,59.5858,59.9,206.48,102.83,45.59,31.62,36.59,48.22
