Date,KMB IB Equity,HCLT IB Equity,NTPC IB Equity,NEST IB Equity,BHARTI IB Equity,RELIANCE IB Equity,TCS IB Equity,ITC IB Equity,MM IB Equity,UTCEM IB Equity,TATA IB Equity,SUNP IB Equity,WPRO IB Equity,HUVR IB Equity,INFO IB Equity,MSIL IB Equity,BAF IB Equity,HDFCB IB Equity,ICICIBC IB Equity,APNT IB Equity,SBIN IB Equity,TTAN IB Equity,TTMT IB Equity,IIB IB Equity,JSTL IB Equity,LT IB Equity,AXSB IB Equity
2013-07-23,363.73,224.94,119.33,5661.4,297.51,410.22,874.9,250.43,460.3,1905.2,22.0,553.55,144.08,718.9,362.61,1450.15,135.37,341.68,179.96,493.94,186.11,275.25,295.88,462.6,58.05,601.7,240.29
2013-07-24,344.3,224.85,117.67,5614.45,303.99,409.99,891.3,250.67,446.78,1917.7,21.56,563.8,146.98,709.25,363.45,1415.85,131.05,330.08,173.25,498.9,180.29,262.4,294.34,423.45,55.65,578.03,224.54
2013-07-25,342.73,225.56,116.71,5561.25,303.45,401.98,896.68,239.2,440.05,1853.55,20.92,546.92,141.09,686.5,364.49,1414.2,129.32,327.1,170.06,507.94,179.94,260.15,296.67,423.05,56.65,569.27,225.61
2013-07-26,339.93,225.99,117.71,5447.35,304.04,401.55,886.22,245.67,446.78,1865.0,20.54,558.85,143.55,663.3,364.44,1375.05,125.35,322.35,169.52,507.9,176.48,260.85,286.77,419.55,55.17,563.77,221.45
2013-07-29,331.0,224.31,118.25,5383.5,301.02,399.61,889.85,238.6,448.83,1880.0,20.23,569.5,153.19,638.7,365.09,1350.2,121.18,316.75,169.07,511.53,174.41,259.95,292.91,413.55,55.32,560.9,219.97
2013-07-30,325.5,226.46,114.96,5328.25,289.71,387.54,895.43,233.67,448.48,1866.4,19.66,574.75,157.41,625.75,369.46,1342.45,118.26,312.8,168.46,510.25,172.37,258.55,281.38,399.7,53.36,566.37,218.6
2013-07-31,325.5,234.44,108.83,5294.65,310.84,393.3,907.55,227.77,456.08,1832.7,20.23,564.05,163.99,613.45,370.89,1327.1,114.51,304.85,165.33,507.1,170.99,263.35,287.47,388.15,56.55,564.3,206.89
2013-08-01,333.23,232.36,109.25,5235.5,309.76,383.69,907.6,225.63,435.9,1818.45,19.71,566.75,163.58,634.15,371.96,1340.1,113.38,316.05,166.0,496.55,168.34,259.5,286.08,393.35,55.29,562.87,216.96
2013-08-02,326.23,234.0,108.29,5414.9,310.66,386.91,922.68,222.03,427.55,1777.4,18.98,555.05,164.53,615.45,375.84,1337.3,111.07,315.5,161.27,497.65,168.14,281.7,287.37,390.35,53.16,553.47,220.81
2013-08-05,330.38,237.39,112.42,5318.5,303.36,388.47,933.33,223.93,432.4,1774.05,19.5,549.35,168.62,618.4,375.93,1345.0,108.19,316.23,164.12,474.4,168.24,280.6,281.58,390.95,52.71,542.53,224.29
2013-08-06,319.43,235.85,112.42,5101.5,291.47,379.22,935.25,220.2,427.43,1670.15,18.63,537.85,169.24,608.05,373.26,1334.05,102.58,303.88,157.5,437.65,164.08,259.9,284.3,360.9,51.01,530.2,218.0
2013-08-07,318.65,226.56,113.75,4965.2,294.53,393.03,909.85,215.13,421.65,1642.95,19.48,524.1,168.77,603.2,369.43,1334.25,102.01,300.63,157.84,423.65,171.36,263.1,275.89,371.85,52.11,520.63,213.72
2013-08-08,326.38,226.15,114.5,5014.55,304.08,390.52,923.03,216.97,431.88,1671.9,20.49,507.1,167.44,599.55,370.14,1386.1,105.04,305.55,159.12,431.1,166.14,264.4,275.74,374.6,50.39,520.1,217.15
2013-08-09,326.38,226.15,114.5,5014.55,304.08,390.52,923.03,216.97,431.88,1671.9,20.49,507.1,167.44,599.55,370.14,1386.1,105.04,305.55,159.12,431.1,166.14,264.4,275.74,374.6,50.39,520.1,217.15
2013-08-12,325.3,232.9,115.25,5103.15,308.14,381.43,907.3,223.83,430.08,1689.1,22.19,540.55,170.57,614.75,375.66,1378.85,113.14,300.8,157.5,436.35,160.48,265.8,278.02,372.6,51.85,531.63,213.97
2013-08-13,329.8,235.08,119.88,5086.6,312.2,384.61,909.43,222.8,435.45,1698.65,22.62,547.4,175.05,621.3,385.61,1397.5,124.33,310.0,162.38,440.25,162.07,262.9,288.06,384.65,51.87,535.93,228.81
2013-08-14,330.68,230.2,120.25,5117.8,308.86,390.39,915.28,223.03,436.7,1727.25,23.43,550.2,172.54,615.75,383.73,1392.1,122.56,310.43,164.36,434.3,162.51,273.35,315.91,381.2,53.42,532.03,230.01
2013-08-15,330.68,230.2,120.25,5117.8,308.86,390.39,915.28,223.03,436.7,1727.25,23.43,550.2,172.54,615.75,383.73,1392.1,122.56,310.43,164.36,434.3,162.51,273.35,315.91,381.2,53.42,532.03,230.01
2013-08-16,316.08,229.95,116.33,5010.0,302.69,372.34,890.1,213.37,420.03,1682.55,22.05,542.0,171.09,598.5,371.83,1324.7,115.05,294.75,156.11,417.65,157.12,240.6,310.07,356.0,48.72,504.43,211.08
2013-08-19,310.08,232.15,113.83,4934.6,286.01,369.67,888.95,209.53,405.3,1651.1,23.16,520.05,170.93,588.75,375.68,1309.05,111.54,292.0,148.2,426.8,153.04,233.9,298.4,341.9,49.91,492.2,197.44
2013-08-20,315.95,224.59,113.42,4830.2,287.23,371.21,867.68,210.23,395.65,1646.75,24.1,507.45,167.89,591.25,375.89,1298.45,116.69,292.13,150.83,418.0,155.35,219.85,284.5,338.05,52.25,488.83,196.09
2013-08-21,311.18,221.09,108.58,4855.0,269.12,353.7,858.5,200.13,391.93,1622.95,23.26,482.5,165.66,587.8,369.17,1285.1,110.68,296.83,150.66,414.7,154.96,222.6,280.49,359.0,49.7,472.4,195.52
2013-08-22,315.35,225.73,109.25,4891.8,282.5,363.63,889.7,205.3,397.63,1635.9,25.64,502.1,166.84,592.35,377.91,1289.45,109.17,296.05,151.04,420.6,157.11,225.75,289.45,366.3,54.55,483.6,193.97
2013-08-23,321.38,236.66,107.5,4880.55,278.13,369.58,914.05,205.5,407.23,1581.3,26.48,507.25,168.15,601.55,374.81,1295.35,113.67,303.77,154.96,420.5,155.94,228.45,297.71,370.0,54.47,492.5,196.32
2013-08-26,316.1,236.28,110.21,4865.4,276.69,370.44,919.35,205.4,404.3,1592.5,26.03,516.95,172.39,608.65,378.82,1308.45,112.01,304.98,150.97,430.35,155.73,227.95,294.94,373.75,54.01,496.4,187.29
2013-08-27,306.4,237.06,103.75,4717.25,265.2,362.7,918.53,198.23,394.9,1557.7,25.54,497.1,170.59,594.05,382.26,1258.75,104.3,280.45,146.05,410.55,151.99,221.45,287.17,346.4,51.65,470.07,175.77
2013-08-28,303.0,244.46,105.38,4636.25,259.34,366.02,952.3,198.63,388.45,1477.35,26.21,505.1,176.78,593.0,390.04,1235.8,98.53,280.85,144.85,391.9,149.82,212.3,294.99,344.55,53.41,469.83,167.74
2013-08-29,324.08,254.3,108.71,4682.75,269.43,381.45,973.08,203.9,396.9,1446.55,26.11,510.55,177.9,606.15,388.63,1253.7,101.07,285.88,146.67,403.0,148.93,216.65,302.65,351.95,56.95,481.43,170.15
2013-08-30,329.53,259.56,108.96,4901.35,269.07,384.25,1011.58,205.23,390.5,1471.65,25.73,519.8,181.46,628.55,387.54,1244.05,102.55,296.9,146.24,418.75,151.44,223.85,295.53,357.0,54.11,481.5,167.15
2013-09-02,313.68,259.48,108.88,4957.15,270.87,398.78,1024.07,212.93,383.25,1497.5,27.15,526.75,181.58,638.65,384.67,1299.45,101.23,294.58,150.35,423.3,151.67,229.95,296.42,380.65,55.64,484.93,172.53
2013-09-03,300.08,255.73,106.67,4934.4,256.86,374.57,1000.43,201.5,384.58,1441.5,26.38,510.45,179.7,614.4,379.23,1273.2,100.07,282.6,142.52,398.8,147.53,213.7,294.1,348.5,52.39,463.03,156.53
2013-09-04,304.33,260.09,108.38,4978.05,268.08,383.26,1032.97,199.87,389.9,1484.8,27.19,519.85,180.58,615.7,388.24,1277.75,98.55,283.05,148.71,403.95,149.11,215.9,307.95,367.65,54.1,466.03,160.41
2013-09-05,331.35,254.24,108.63,4992.65,267.94,388.65,998.2,207.67,388.35,1533.25,27.08,518.0,175.63,627.35,375.34,1298.8,106.04,304.38,162.39,406.5,163.63,231.3,313.29,397.85,56.28,485.07,185.49
2013-09-06,338.58,254.1,111.83,5005.2,282.59,391.47,993.78,210.8,385.55,1601.55,27.41,528.5,175.65,617.2,377.61,1290.25,110.24,308.15,174.36,424.55,163.32,228.45,314.43,411.85,57.96,502.43,190.68
2013-09-09,338.58,254.1,111.83,5005.2,282.59,391.47,993.78,210.8,385.55,1601.55,27.41,528.5,175.65,617.2,377.61,1290.25,110.24,308.15,174.36,424.55,163.32,228.45,314.43,411.85,57.96,502.43,190.68
2013-09-10,352.03,264.96,115.5,5016.1,305.62,400.99,993.03,223.6,406.45,1705.0,28.21,548.7,177.96,654.5,393.84,1338.15,113.86,318.98,176.28,445.4,163.14,242.55,345.49,410.45,59.35,538.13,199.62
2013-09-11,357.25,266.31,114.79,5052.1,302.33,400.38,996.47,219.8,412.95,1732.3,29.64,562.2,178.22,642.95,390.07,1360.8,116.36,322.93,176.22,444.6,168.89,238.0,336.89,419.9,64.5,544.33,206.06
2013-09-12,349.15,268.39,115.88,4973.35,296.51,394.36,983.75,224.0,406.6,1751.4,28.42,556.05,177.15,626.75,383.01,1319.55,112.15,317.85,172.91,437.7,165.81,232.05,329.32,396.8,62.46,542.47,204.12
2013-09-13,357.18,261.42,117.46,4950.4,293.63,394.04,975.08,221.03,414.95,1721.6,27.98,563.5,170.76,621.55,378.53,1320.6,115.1,314.6,171.01,442.1,166.29,226.1,329.81,400.0,63.23,555.77,211.51
2013-09-16,354.88,249.13,119.08,4865.2,302.28,388.81,950.9,223.17,418.38,1655.2,27.37,562.45,169.11,621.05,374.04,1359.4,114.14,321.55,176.33,442.2,164.97,224.0,327.44,414.55,65.46,552.4,216.86
2013-09-17,355.18,259.42,117.0,4972.0,303.99,387.21,973.53,225.83,422.48,1697.65,27.05,544.35,178.26,628.25,377.92,1375.85,118.09,321.4,175.06,442.25,163.49,221.9,331.49,401.65,66.14,547.97,210.55
2013-09-18,356.4,257.76,120.83,5003.0,304.04,392.78,977.0,229.0,421.05,1719.5,27.22,548.85,180.15,642.15,376.96,1397.95,122.1,325.25,176.94,445.6,167.38,222.9,333.28,412.6,66.63,557.2,216.04
2013-09-19,386.08,255.79,122.5,5000.35,319.18,402.07,981.63,236.93,433.83,1770.65,29.12,558.0,176.78,677.0,377.43,1482.8,124.77,341.93,188.53,478.85,180.88,228.85,344.9,434.3,72.3,592.1,228.05
2013-09-20,374.28,265.29,123.13,4989.2,310.35,398.26,976.43,236.93,436.3,1850.4,28.18,566.6,178.24,651.25,374.44,1466.05,128.52,329.53,179.51,487.55,174.66,232.35,335.11,410.95,74.12,564.67,220.63
2013-09-23,359.93,273.17,119.0,4948.35,301.97,394.65,977.72,233.23,430.33,1790.5,27.55,558.8,181.35,644.25,377.33,1402.05,125.15,321.13,171.64,486.15,165.24,241.5,330.31,386.45,72.94,540.97,206.01
2013-09-24,359.8,268.5,121.04,4933.55,297.42,394.54,970.08,233.2,436.28,1816.05,27.45,556.55,179.29,643.3,376.85,1410.7,118.36,319.65,171.9,485.85,164.71,243.65,332.83,388.15,74.27,550.8,205.27
2013-09-25,354.63,264.21,124.17,4927.6,303.05,382.96,979.03,230.03,424.85,1793.85,27.31,568.6,178.37,633.5,375.98,1392.7,119.03,310.77,170.4,478.5,168.64,244.35,339.16,383.05,75.66,554.4,206.58
2013-09-26,351.55,263.2,124.67,5017.8,301.56,378.38,970.55,232.83,426.03,1805.65,28.1,581.3,179.06,628.9,376.67,1385.8,117.23,310.4,171.85,478.5,167.52,240.95,339.61,383.45,74.47,553.43,206.11
2013-09-27,341.15,267.71,123.17,5097.35,293.0,379.13,973.58,232.6,422.08,1826.05,27.0,589.75,178.18,620.85,375.8,1367.8,117.68,304.88,167.87,471.05,164.17,234.85,336.24,376.65,73.22,544.97,206.21
2013-09-30,338.7,272.08,123.5,5198.55,286.83,371.07,963.35,226.87,413.9,1809.55,25.48,592.55,177.77,627.4,376.93,1357.95,116.93,296.85,160.9,459.35,161.53,232.1,328.82,368.9,72.97,525.73,201.46
2013-10-01,342.33,267.91,119.96,5167.4,290.16,371.05,972.78,228.6,416.7,1813.0,25.86,589.5,176.49,619.3,376.84,1380.0,115.42,305.85,165.64,454.65,164.35,234.85,331.94,383.25,74.96,533.33,208.75
2013-10-02,342.33,267.91,119.96,5167.4,290.16,371.05,972.78,228.6,416.7,1813.0,25.86,589.5,176.49,619.3,376.84,1380.0,115.42,305.85,165.64,454.65,164.35,234.85,331.94,383.25,74.96,533.33,208.75
2013-10-03,349.98,275.99,119.96,5138.2,292.23,381.79,1011.9,225.63,425.63,1889.05,26.81,600.55,181.69,609.3,379.85,1412.15,120.19,318.08,170.53,470.8,165.94,239.6,341.14,398.65,76.21,552.07,221.25
2013-10-04,347.45,273.91,118.83,5081.45,295.75,385.08,1016.4,226.73,429.58,1907.45,27.06,600.6,181.09,608.05,376.93,1427.65,124.53,320.18,169.17,466.95,165.24,240.45,346.04,395.85,77.41,546.7,218.8
2013-10-07,343.13,279.23,118.5,5052.95,290.7,380.78,1042.03,226.6,431.33,1904.85,28.18,603.45,180.71,610.35,377.44,1406.85,126.01,316.95,166.63,463.25,163.28,239.0,344.26,395.95,78.74,539.23,213.83
2013-10-08,346.68,276.63,120.0,5009.15,298.77,380.78,1031.68,231.67,430.03,1946.0,27.83,613.35,181.09,607.3,379.05,1407.35,128.77,316.52,170.4,459.45,161.17,240.85,346.93,401.4,77.77,552.07,213.44
2013-10-09,359.48,277.95,120.92,5066.75,300.93,388.51,1045.03,232.37,425.78,1970.4,28.42,644.6,178.93,610.3,388.44,1398.35,128.09,324.68,172.68,469.6,161.23,240.35,350.29,411.55,79.16,563.3,215.51
2013-10-10,352.98,279.13,123.0,5119.4,299.67,387.97,1040.75,231.3,433.58,1971.1,28.89,639.35,180.13,602.7,390.52,1421.3,126.33,320.8,172.35,479.0,163.3,239.05,367.8,415.3,78.47,563.97,213.25
2013-10-11,352.3,288.73,119.96,5044.7,301.52,389.42,1062.03,228.0,436.1,1965.05,28.87,625.65,183.11,603.7,409.24,1464.05,126.18,330.05,180.99,483.65,165.16,237.85,381.06,427.95,77.95,587.97,219.78
2013-10-14,349.4,290.0,119.67,5095.3,299.8,392.69,1107.32,226.33,432.5,1976.0,28.33,626.3,187.84,598.05,415.44,1445.15,129.3,333.6,180.95,470.8,165.62,237.2,386.7,427.35,77.66,584.2,222.23
2013-10-15,341.3,290.1,120.54,5285.0,305.57,391.09,1109.07,226.53,433.7,1969.25,29.12,622.9,191.4,603.0,418.54,1438.5,126.99,325.7,177.35,479.35,162.16,234.05,384.97,407.4,78.8,579.8,216.27
2013-10-16,341.3,290.1,120.54,5285.0,305.57,391.09,1109.07,226.53,433.7,1969.25,29.12,622.9,191.4,603.0,418.54,1438.5,126.99,325.7,177.35,479.35,162.16,234.05,384.97,407.4,78.8,579.8,216.27
2013-10-17,338.05,270.79,119.63,5468.95,314.27,396.77,1053.85,230.23,432.6,1960.85,29.09,620.5,185.66,605.55,408.76,1429.55,127.39,326.88,175.66,485.9,162.16,241.45,369.44,389.1,78.55,558.17,218.99
2013-10-18,350.15,275.79,121.29,5524.45,321.39,408.53,1060.2,236.0,439.18,1963.5,30.81,631.35,190.11,606.4,414.52,1469.6,128.39,338.2,183.45,486.95,166.48,242.15,374.68,413.55,81.03,581.57,231.46
2013-10-21,357.2,271.01,123.13,5498.35,317.74,412.14,1036.75,229.8,443.8,1955.4,31.53,630.65,189.92,608.55,416.99,1516.6,128.44,335.3,183.68,516.5,167.13,240.8,375.92,426.05,83.88,616.77,235.52
2013-10-22,354.4,276.66,123.67,5602.4,317.33,407.74,1043.68,227.87,438.35,1959.9,31.9,638.05,193.09,608.85,416.84,1511.65,129.17,334.38,183.88,523.3,167.69,238.2,375.92,425.6,84.02,623.13,240.07
2013-10-23,354.4,276.31,121.17,5592.15,313.55,404.24,1030.22,227.67,433.65,1934.75,31.43,622.8,184.58,614.3,415.52,1527.95,128.45,330.03,186.27,521.6,171.64,239.6,370.62,428.0,84.08,631.53,242.07
2013-10-24,353.23,263.46,119.38,5547.05,315.31,399.16,1004.3,228.37,444.9,1943.55,31.15,620.75,176.74,608.4,413.73,1515.45,127.39,334.45,185.75,521.1,171.83,241.05,375.37,427.45,84.57,643.07,241.43
2013-10-25,352.43,269.74,121.0,5531.35,309.72,399.73,1033.65,226.67,433.85,1944.05,30.19,610.3,180.39,594.2,416.38,1506.75,128.5,336.3,185.75,513.35,171.77,243.9,372.06,425.25,85.12,631.63,237.97
2013-10-28,354.35,265.86,120.13,5549.2,306.25,401.69,1031.63,218.43,433.8,1937.6,29.31,603.85,181.14,589.35,415.48,1513.0,127.64,333.8,184.46,502.2,167.62,249.95,373.59,412.35,85.94,643.6,238.05
2013-10-29,366.28,270.02,121.58,5593.75,307.51,404.67,1035.15,218.6,450.15,1986.25,30.55,616.75,182.4,604.8,416.86,1636.9,128.79,343.2,195.54,518.65,173.73,255.05,377.75,433.95,86.1,651.6,250.24
2013-10-30,368.33,271.3,122.5,5596.9,323.6,405.03,1045.07,222.03,448.53,1969.95,30.62,618.6,178.44,613.35,415.5,1634.25,131.98,339.93,199.9,527.9,172.1,255.7,375.47,447.0,84.82,646.27,244.39
2013-10-31,375.33,273.31,123.92,5592.45,328.64,411.68,1054.13,222.83,444.18,1966.05,31.37,607.95,178.86,609.25,413.58,1633.7,135.07,339.73,203.83,538.4,179.55,266.3,376.17,446.05,86.08,648.37,244.58
2013-11-01,375.43,274.92,121.79,5718.95,330.09,409.65,1048.57,219.13,462.48,1961.0,31.53,605.1,180.94,607.85,409.84,1635.8,137.11,341.75,206.07,540.85,187.94,261.55,380.37,448.8,86.5,654.53,244.04
2013-11-04,372.5,275.17,122.25,5755.85,329.27,409.95,1049.75,220.4,460.08,1957.85,31.79,610.85,181.86,608.35,409.94,1649.8,136.41,340.28,205.56,538.95,188.6,262.2,387.0,447.6,86.37,652.83,243.9
2013-11-05,372.33,275.04,122.75,5735.95,324.14,410.2,1021.03,212.63,453.6,1942.75,31.77,592.75,179.66,596.85,408.12,1624.6,134.47,338.2,199.25,546.05,187.32,258.4,390.96,454.15,86.63,645.73,245.51
2013-11-06,366.18,271.21,127.04,5617.8,320.35,405.53,1045.88,212.67,449.25,1944.3,31.29,603.05,180.56,589.3,413.24,1616.0,136.51,334.03,196.41,551.0,180.96,249.0,386.75,443.2,86.29,641.67,242.4
2013-11-07,366.53,275.77,126.88,5733.3,313.86,399.77,1060.57,213.67,447.85,1934.25,32.43,605.9,180.56,589.85,419.89,1612.9,140.82,332.68,191.11,551.4,175.23,242.05,376.07,428.25,86.9,637.33,234.27
2013-11-08,363.65,277.99,127.17,5752.45,310.03,395.06,1046.4,213.03,439.53,1921.95,33.36,602.1,180.47,584.75,419.69,1577.9,139.19,326.45,190.86,556.5,174.43,234.4,380.91,427.75,86.6,649.03,223.68
2013-11-11,356.18,276.08,125.25,5608.8,306.61,389.73,1048.97,211.33,435.4,1901.55,33.78,596.9,180.36,576.15,420.39,1585.7,140.84,326.95,188.66,547.6,170.5,231.85,373.15,413.75,85.48,629.07,215.5
2013-11-12,358.15,273.84,124.04,5658.15,304.17,384.57,1043.4,213.17,439.63,1882.85,33.05,598.15,180.75,574.55,417.42,1585.2,141.28,322.98,184.08,531.05,167.54,232.1,356.23,414.5,83.58,619.2,209.8
2013-11-13,358.88,273.3,124.71,5595.9,299.4,381.45,1026.1,209.63,447.65,1862.55,33.66,607.8,180.69,582.9,416.74,1579.45,140.02,317.08,184.26,522.7,169.79,233.25,361.87,403.35,83.23,612.83,205.89
2013-11-14,362.58,271.45,127.29,5655.65,305.62,384.34,1012.88,209.6,462.68,1883.35,35.21,599.65,181.84,580.3,419.23,1608.5,142.39,320.95,190.86,513.75,172.24,233.55,381.85,411.5,86.5,626.3,219.54
2013-11-15,362.58,271.45,127.29,5655.65,305.62,384.34,1012.88,209.6,462.68,1883.35,35.21,599.65,181.84,580.3,419.23,1608.5,142.39,320.95,190.86,513.75,172.24,233.55,381.85,411.5,86.5,626.3,219.54
2013-11-18,371.45,274.08,129.67,5657.95,310.98,394.54,1023.22,217.17,472.28,1932.1,36.22,610.0,184.43,595.15,425.04,1629.55,142.57,334.28,195.24,526.2,176.72,236.25,388.14,419.6,87.24,650.73,227.67
2013-11-19,367.78,275.74,129.17,5604.1,317.02,395.6,1015.13,215.6,472.8,1920.4,35.95,605.95,183.0,591.7,430.45,1682.95,143.54,329.98,196.84,530.65,182.33,234.2,386.6,429.6,88.75,662.57,227.39
2013-11-20,366.63,271.54,128.46,5548.55,309.27,389.64,1011.85,213.97,470.73,1894.0,36.12,597.35,181.26,581.7,425.3,1650.75,143.23,324.85,191.25,524.55,179.56,227.85,381.66,419.6,89.58,650.83,226.28
2013-11-21,356.0,265.77,125.08,5491.65,304.22,382.69,994.78,208.43,466.58,1851.5,35.9,581.8,179.46,575.55,418.42,1647.6,139.99,318.83,187.22,510.5,176.01,223.65,378.49,402.2,88.65,632.23,217.11
2013-11-22,358.0,262.54,125.5,5467.5,303.14,380.8,1000.35,205.53,467.65,1818.4,36.77,575.25,179.23,571.95,418.66,1639.85,137.64,321.18,185.73,508.2,174.03,226.85,369.29,407.5,87.5,642.67,216.83
2013-11-25,372.83,263.24,124.92,5436.45,303.45,384.16,1006.33,210.8,471.35,1887.45,37.29,580.55,179.59,581.4,415.95,1679.75,138.87,329.73,195.15,516.45,180.46,228.4,381.41,420.15,88.76,668.17,223.26
2013-11-26,371.98,264.55,123.96,5238.9,295.21,379.96,997.65,207.23,471.58,1856.7,36.76,573.3,178.11,587.55,414.87,1663.0,138.44,326.08,190.05,506.8,178.58,225.1,386.11,412.75,89.05,667.9,222.98
2013-11-27,373.4,264.46,122.21,5449.85,290.02,378.11,992.45,209.37,470.63,1869.6,37.03,570.05,176.21,584.25,411.96,1657.8,138.59,326.95,189.49,504.4,176.39,227.8,395.01,410.05,92.01,671.07,224.01
2013-11-28,376.38,265.5,123.17,5218.65,291.69,382.76,992.25,209.07,479.0,1904.4,37.59,571.05,177.32,590.4,415.49,1663.0,138.78,326.73,189.04,504.55,176.36,227.3,393.78,417.6,91.54,682.27,224.19
2013-11-29,378.3,271.64,122.79,5137.3,294.89,384.95,1002.3,213.43,472.8,1905.3,37.6,572.15,176.61,594.45,419.19,1677.4,140.74,330.6,194.16,503.35,182.15,229.0,394.37,422.45,91.89,695.57,231.06
2013-12-02,384.85,282.9,122.75,5187.95,299.49,385.76,1007.1,214.23,479.13,1896.3,38.32,595.55,180.56,583.25,417.31,1661.35,140.47,330.53,197.98,504.95,182.27,228.3,395.61,432.6,93.53,711.03,238.2
2013-12-03,379.33,279.66,121.42,5110.35,298.0,388.92,1010.1,212.8,475.1,1894.65,38.39,592.6,180.83,579.45,418.56,1663.7,146.9,328.58,197.47,504.25,181.44,225.35,395.06,426.05,93.27,703.2,238.46
2013-12-04,374.8,279.2,121.21,5042.4,299.44,386.39,1001.3,208.83,471.58,1874.85,38.87,591.5,184.35,571.55,420.63,1641.25,145.92,329.0,193.66,502.25,181.97,225.05,388.83,425.8,93.12,693.33,237.94
2013-12-05,380.63,277.04,120.04,5077.5,302.33,392.51,995.08,205.93,472.33,1873.25,39.54,578.25,184.69,566.4,418.89,1701.45,145.22,343.88,206.56,504.05,185.37,226.55,386.16,439.15,93.28,724.43,248.24
2013-12-06,378.9,281.77,124.17,5071.55,299.35,391.33,999.97,207.77,472.88,1883.55,39.64,582.1,185.01,560.85,415.83,1698.1,148.51,341.15,207.77,503.95,186.18,231.0,386.85,446.35,92.74,731.03,256.13
2013-12-09,381.4,285.59,127.71,5042.1,303.45,396.41,1001.53,208.67,483.38,1930.05,39.47,586.35,190.18,560.1,417.18,1763.45,149.02,348.05,218.5,504.35,188.92,229.65,388.58,466.95,93.04,764.07,260.54
2013-12-10,385.73,288.65,113.33,5028.15,302.24,398.69,1041.13,211.83,476.73,1928.6,39.71,587.25,193.69,564.35,421.29,1750.2,149.54,348.23,210.86,504.3,184.46,226.75,386.36,453.05,94.96,733.5,253.12
2013-12-11,384.35,294.02,116.08,5002.55,295.75,397.54,1028.28,213.93,475.28,1902.35,39.27,583.95,194.34,565.65,421.42,1751.9,149.19,349.1,210.81,501.8,179.67,224.95,373.79,445.9,94.03,720.53,254.62
2013-12-12,382.48,295.06,116.5,5009.2,291.56,392.76,1013.43,211.17,471.18,1870.0,38.69,575.35,191.49,563.05,420.42,1718.0,149.89,347.6,205.83,498.25,177.84,222.4,356.77,433.75,93.07,710.63,249.5
2013-12-13,378.63,295.51,114.71,4928.6,289.35,389.57,1001.45,210.03,474.05,1806.65,38.97,571.1,194.61,561.0,421.73,1691.6,147.78,345.18,197.35,493.75,174.36,220.1,366.32,416.55,92.07,699.67,247.98
2013-12-16,375.18,296.79,115.0,5043.2,282.99,381.02,1008.65,208.67,463.93,1770.6,38.37,557.0,196.58,557.85,431.23,1699.0,148.12,341.33,199.53,486.4,173.29,225.05,363.9,416.3,91.38,705.47,252.13
2013-12-17,371.03,293.34,112.54,5178.85,295.07,378.56,1023.05,210.3,465.85,1753.65,38.35,569.0,194.25,557.15,432.06,1701.85,147.22,329.23,199.68,491.25,171.89,229.7,362.81,414.9,92.51,708.93,251.12
2013-12-18,374.2,299.39,113.04,5219.55,295.57,387.45,1027.15,210.5,473.15,1757.1,38.92,573.15,195.9,558.45,432.23,1729.4,149.43,333.73,199.42,497.1,176.49,235.45,364.79,430.05,94.52,729.0,256.65
2013-12-19,360.98,308.49,112.5,5350.9,291.42,385.6,1040.68,209.2,468.93,1730.1,38.54,582.85,198.71,554.55,439.31,1780.7,148.91,326.5,193.4,486.05,173.04,232.6,365.08,422.15,95.87,707.43,251.61
2013-12-20,365.88,309.08,113.29,5469.8,295.52,403.25,1059.78,210.13,484.63,1744.45,39.2,578.8,205.86,567.95,444.04,1809.95,149.06,332.58,197.68,489.4,175.19,228.7,369.09,424.85,96.39,707.7,255.35
2013-12-23,366.33,310.61,114.0,5490.15,295.84,404.04,1054.8,212.8,482.5,1766.65,39.7,577.15,206.96,565.45,433.58,1804.05,154.81,332.7,199.39,488.1,175.76,229.05,370.97,430.5,98.89,712.43,258.08
2013-12-24,364.45,309.55,114.63,5393.2,293.36,404.37,1055.57,212.6,481.73,1795.15,39.26,567.15,202.61,565.7,435.79,1790.85,153.19,328.78,199.69,487.65,175.92,228.15,368.65,424.0,98.88,717.1,256.53
2013-12-25,364.45,309.55,114.63,5393.2,293.36,404.37,1055.57,212.6,481.73,1795.15,39.26,567.15,202.61,565.7,435.79,1790.85,153.19,328.78,199.69,487.65,175.92,228.15,368.65,424.0,98.88,717.1,256.53
2013-12-26,363.3,311.55,114.67,5364.1,296.78,400.56,1049.72,213.3,479.55,1779.85,39.86,570.45,205.37,563.75,439.44,1791.6,151.81,334.8,199.68,489.5,175.42,229.95,366.27,419.55,99.88,714.93,259.64
2013-12-27,368.73,312.33,114.46,5338.05,296.33,396.5,1079.47,214.73,482.28,1770.6,39.78,575.5,208.28,568.85,445.28,1775.4,153.04,334.65,201.44,485.15,176.99,229.3,367.21,422.05,100.69,718.43,258.65
2013-12-30,365.73,312.01,113.54,5337.7,297.05,399.52,1078.85,214.93,474.75,1740.55,39.86,569.4,207.04,573.15,437.71,1776.85,155.1,334.83,199.16,487.65,176.34,228.8,370.58,416.75,102.28,709.5,257.36
