Date,OR FP Equity,DG FP Equity,TTE FP Equity,AI FP Equity,DSY FP Equity,CS FP Equity,ERF FP Equity,BNP FP Equity,BN FP Equity,CAP FP Equity,CA FP Equity,SGO FP Equity,EL FP Equity,MC FP Equity,ML FP Equity,KER FP Equity,PUB FP Equity,RNO FP Equity,SAF FP Equity,HO FP Equity,TEP FP Equity,RMS FP Equity,ORA FP Equity,MT NA Equity,EN FP Equity,ALO FP Equity,VIE FP Equity,SAN FP Equity,GLE FP Equity,SU FP Equity,AIR FP Equity,ACA FP Equity,RI FP Equity,STMPA FP Equity
2012-10-11,96.8,33.815,38.75,62.6479,8.127,11.665,12.02,38.795,47.475,32.04,16.58,26.89,70.52,110.81,16.4275,118.54,43.455,35.25,30.06,28.395,22.5,217.25,9.382,26.8225,19.415,25.2074,7.7847,66.3783,23.845,48.0,27.175,5.977,87.46,4.391
2012-10-12,96.49,33.57,38.135,62.1689,8.084,11.745,12.15,38.45,47.805,31.66,16.23,26.57,69.53,110.72,16.275,119.59,42.865,34.355,29.535,28.355,23.03,217.0,9.278,26.6131,19.315,25.1472,7.9216,65.9804,23.975,47.49,26.34,5.97,86.87,4.673
2012-10-15,98.3,33.7,38.5,62.5348,8.12,11.83,12.2,39.005,48.16,31.875,16.225,26.495,69.79,111.57,16.3275,120.78,42.99,35.835,29.685,28.265,23.05,220.4,9.318,26.1595,19.335,25.6201,7.8329,66.7662,24.345,47.54,26.635,6.076,88.69,4.608
2012-10-16,100.6,34.635,39.55,64.0716,8.314,12.245,12.255,40.695,48.77,32.69,16.51,26.825,71.42,115.58,15.745,122.06,43.07,35.48,30.235,28.26,23.58,218.8,9.517,27.3692,19.57,25.5134,8.1472,69.0139,25.285,48.84,26.65,6.397,88.83,4.701
2012-10-17,101.6,35.505,40.0,64.0516,8.189,12.63,12.245,41.755,47.325,31.395,17.095,27.395,71.03,116.17,15.6475,123.34,42.7,36.4,30.2,27.925,23.42,217.05,9.666,28.7417,20.0,26.195,8.3401,68.4172,26.115,49.75,27.0,6.214,87.59,4.888
2012-10-18,100.8,35.435,39.84,64.2312,8.176,12.76,12.015,41.775,47.14,31.51,17.34,28.115,70.13,114.28,15.665,121.83,42.665,37.305,30.165,28.02,23.31,216.15,9.724,29.1023,20.025,26.3155,8.3835,69.2725,26.775,50.35,26.995,6.315,85.49,4.949
2012-10-19,101.05,34.9,39.6,62.6213,8.256,12.47,11.855,40.79,46.97,31.53,18.355,27.615,70.0,113.37,15.7025,122.84,42.555,37.25,29.75,27.9,23.39,214.85,9.64,29.2186,19.785,25.3743,8.207,68.268,26.1,49.72,26.795,6.176,85.36,4.775
2012-10-22,99.39,34.585,39.34,61.4371,8.211,12.445,11.7,40.9,46.385,31.075,18.32,27.32,69.53,112.74,15.465,122.52,42.0,36.715,30.0,27.9,23.42,212.15,9.553,28.8464,19.425,25.0962,7.7992,67.8801,26.01,49.61,26.555,6.24,85.38,4.778
2012-10-23,96.74,33.985,38.455,59.8072,8.102,12.1,11.45,40.045,45.965,31.215,17.83,26.74,68.31,110.31,15.9925,119.87,41.125,35.78,30.0,27.73,23.1,210.45,9.364,27.9391,19.22,24.2199,7.6314,65.7119,25.43,47.865,25.87,6.101,83.93,4.651
2012-10-24,97.0,34.275,38.675,60.2729,8.151,12.06,11.49,40.29,46.265,31.88,17.86,26.85,69.49,110.72,16.1675,121.06,41.41,35.76,30.35,27.83,23.06,209.35,9.314,28.3579,19.23,24.7763,7.749,65.7417,25.175,48.51,26.6,6.126,84.58,4.821
2012-10-25,96.8,33.845,38.43,60.6189,8.337,12.185,11.45,39.625,46.625,31.49,17.845,26.8,69.3,110.31,16.09,119.78,40.895,35.375,30.405,27.68,23.39,209.55,8.833,27.6832,18.89,24.4888,7.6613,66.6766,24.885,47.94,26.745,6.001,83.77,4.702
2012-10-26,97.85,34.33,38.71,60.9116,8.338,12.215,11.595,39.125,47.1,31.21,18.485,27.295,69.71,112.65,16.015,125.59,41.215,34.74,30.16,27.5,23.06,211.65,8.825,27.9624,18.885,24.4424,7.6227,67.9795,24.64,48.145,27.12,5.885,83.4,4.634
2012-10-29,97.32,34.0,38.39,60.7652,8.329,12.085,11.72,38.99,47.0,31.435,18.365,26.815,69.76,112.47,16.23,123.12,40.77,34.14,30.195,27.375,22.5,212.1,8.652,27.532,18.56,23.798,7.2564,67.2833,24.4,47.615,27.125,5.832,82.94,4.59
2012-10-30,98.38,34.465,38.99,61.5037,8.21,12.215,12.0,39.395,47.5,32.04,18.825,27.505,70.08,114.23,16.76,123.94,41.06,34.43,30.41,27.395,22.94,211.7,8.708,28.416,18.755,24.3544,7.3238,68.9741,25.05,48.055,27.405,5.945,83.5,4.6
2012-10-31,98.27,34.145,38.82,60.539,8.129,12.265,11.93,38.81,47.425,32.43,18.64,27.19,69.55,113.01,16.565,124.12,41.565,34.51,30.695,27.135,23.33,210.6,8.602,26.5899,18.555,24.4332,7.3634,67.4524,24.525,48.235,27.41,5.808,83.03,4.537
2012-11-01,99.23,34.7,39.115,61.2309,8.2,12.39,11.985,38.97,47.81,32.4,18.91,27.79,71.99,115.9,16.84,125.59,41.77,34.935,30.99,27.3,23.56,213.8,8.621,27.3576,18.69,24.8319,7.4116,68.994,25.005,49.525,27.5,5.98,83.49,4.67
2012-11-02,100.45,34.47,39.44,61.4837,8.256,12.545,12.02,38.965,48.2,32.68,19.025,27.83,72.41,117.16,17.0,126.04,41.32,35.29,31.145,27.195,23.53,219.0,8.655,27.7065,18.48,25.1425,7.4916,69.0636,25.39,50.22,27.45,5.982,83.1,4.663
2012-11-05,98.56,33.76,38.84,60.7519,8.188,12.47,11.835,38.64,48.525,32.5,18.77,27.665,71.62,116.26,16.7375,123.57,41.09,34.69,30.81,27.15,23.34,222.7,8.513,27.6018,18.25,25.1101,7.346,67.721,24.77,49.72,27.22,5.83,83.07,4.587
2012-11-06,98.16,34.14,39.015,61.3839,8.234,12.5,11.77,39.12,48.13,32.995,18.875,28.2,72.14,116.3,16.7525,125.08,41.4,35.07,30.93,27.415,23.73,222.75,8.562,28.4742,18.145,25.5922,7.3431,69.0636,25.33,50.86,27.435,6.08,83.6,4.716
2012-11-07,96.0,33.365,37.875,60.06,8.189,12.075,11.7,39.54,48.055,32.695,18.405,28.2,70.05,113.46,16.57,122.8,41.035,34.935,30.38,27.27,24.05,219.3,8.333,27.9973,17.6,25.9446,7.7037,66.8358,24.59,49.635,27.23,5.952,83.06,4.385
2012-11-08,96.2,32.935,37.695,60.1532,8.15,11.955,11.67,40.05,49.11,31.195,18.31,28.175,70.41,113.15,16.4125,123.21,40.775,34.355,30.3,26.625,23.73,223.6,8.291,27.7065,17.755,26.6029,7.7847,67.3032,24.995,49.465,26.1,5.919,83.2,4.381
2012-11-09,98.6,32.78,38.0,60.8717,8.15,11.765,11.665,39.455,49.78,31.36,18.675,28.455,71.15,114.01,16.4175,123.76,41.085,34.245,30.3,26.73,25.68,228.3,8.302,28.0089,18.075,26.1996,7.617,68.2282,24.62,50.09,26.32,5.573,83.36,4.375
2012-11-12,99.0,32.59,37.825,60.5922,8.11,11.805,11.83,39.535,49.38,30.74,18.34,28.12,70.88,113.69,16.3875,125.63,41.8,34.0,29.94,26.765,26.66,227.45,8.23,28.2997,17.9,25.6293,7.4251,68.2381,24.905,49.515,26.115,5.479,83.0,4.314
2012-11-13,99.8,32.83,37.98,60.8118,8.233,11.895,11.755,40.5,49.37,31.475,18.115,28.4,71.3,115.22,16.29,125.49,41.88,33.695,30.0,26.52,26.3,225.8,8.214,28.2532,17.91,25.7221,7.4212,68.3674,25.345,49.57,26.185,5.65,84.12,4.388
2012-11-14,99.27,32.32,37.515,60.3461,8.183,11.81,11.855,40.075,48.95,30.95,18.045,27.865,71.07,113.24,16.205,123.98,42.025,33.415,29.675,26.265,25.71,224.3,8.184,27.7414,17.805,25.2677,7.4598,67.4823,24.995,48.89,25.85,5.538,83.24,4.431
2012-11-15,98.97,32.29,37.43,60.1133,8.153,11.71,11.5,40.3,48.3,30.675,17.875,27.685,70.29,113.42,16.275,122.15,41.85,33.61,29.205,26.335,25.5,223.25,8.22,27.1482,17.75,24.7948,7.2824,66.6866,25.14,48.8,25.09,5.622,82.86,4.332
2012-11-16,98.62,31.845,36.975,60.0135,8.135,11.5,11.41,39.255,48.335,30.565,17.575,27.175,69.93,111.48,16.3025,121.29,41.61,33.995,29.05,25.975,25.71,222.45,8.0,26.7062,17.665,24.2384,7.1127,66.0998,24.435,48.335,25.17,5.461,82.31,4.234
2012-11-19,101.55,32.92,38.215,61.5236,8.23,11.93,11.435,41.08,48.855,31.1,18.13,28.475,70.6,115.09,16.7375,124.67,42.205,35.96,29.81,26.44,26.26,229.3,8.141,27.2296,17.985,24.9432,7.2313,67.353,25.785,50.76,25.58,5.745,83.34,4.602
2012-11-20,102.5,33.095,38.22,62.1623,8.267,12.03,11.605,41.08,48.795,31.115,18.65,28.975,72.37,116.26,16.9775,126.04,42.33,35.905,30.525,26.635,26.3,231.9,8.1,26.7992,17.72,24.6974,7.5205,68.1188,26.255,51.25,25.485,5.778,85.01,4.554
2012-11-21,102.95,33.235,38.22,62.0159,8.35,12.225,11.565,41.525,48.935,30.9,18.955,29.7,73.29,116.26,17.1125,126.18,42.805,37.15,30.66,26.43,26.3,232.0,8.234,26.8574,17.94,24.8365,7.617,67.711,26.635,51.64,25.405,5.788,84.94,4.625
2012-11-22,103.3,33.395,38.305,62.4284,8.455,12.305,11.87,41.915,48.79,31.38,18.9,29.915,74.01,116.12,17.245,126.55,43.21,37.87,30.805,26.84,26.49,234.3,8.233,26.9621,18.005,25.328,7.8387,67.9795,26.84,52.1,25.24,5.78,86.38,4.615
2012-11-23,104.4,33.69,38.6,62.8342,8.503,12.35,11.88,42.6,48.835,31.425,18.85,30.0,74.23,117.66,17.35,127.97,43.605,38.19,31.0,26.91,26.7,236.45,8.251,27.2412,18.37,25.5459,7.8214,68.9244,27.135,52.9,24.895,5.8,86.74,4.678
2012-11-26,104.15,33.405,38.42,62.7078,8.546,12.355,11.82,41.82,48.535,31.415,18.59,29.79,73.78,117.93,16.9275,127.0,43.26,37.805,30.655,26.81,26.17,234.0,8.17,26.8225,18.325,25.2862,7.6719,68.6757,26.44,51.73,24.565,5.645,86.1,4.567
2012-11-27,104.45,33.15,37.97,62.7876,8.6,12.38,12.1,42.11,48.595,31.935,18.83,30.005,74.4,118.6,17.085,128.29,43.13,38.0,30.65,27.125,26.5,233.05,8.007,26.7062,18.305,25.4161,7.6391,68.3973,27.025,51.84,24.385,5.7,87.2,4.691
2012-11-28,104.75,33.195,38.25,62.934,8.62,12.445,11.87,41.985,48.77,32.305,18.8,30.0,74.87,120.54,17.2575,128.56,43.21,37.24,30.965,27.265,26.56,236.35,7.938,26.6131,18.13,25.7221,7.9062,68.4768,27.15,51.98,24.805,5.716,87.47,4.621
2012-11-29,105.5,34.0,38.565,62.9938,8.608,12.645,11.92,42.83,49.0,32.72,19.255,30.945,75.16,120.04,17.545,130.3,43.525,37.93,31.315,27.59,26.89,235.25,8.294,27.4041,19.01,26.5473,8.1877,69.0935,27.815,53.35,25.295,5.849,87.97,4.806
2012-11-30,104.35,33.925,38.475,62.4749,8.7,12.635,11.83,42.945,48.775,32.55,18.985,30.68,74.25,121.58,17.8775,131.21,43.495,38.455,31.49,27.655,26.76,237.6,8.139,27.1831,18.985,25.9492,8.0605,68.2879,27.805,54.04,25.89,5.829,87.06,4.9
2012-12-03,104.55,34.095,38.575,62.7011,8.708,12.665,11.935,42.57,49.07,32.46,18.87,30.68,75.13,122.66,17.725,131.17,44.135,37.945,31.69,27.94,26.95,236.7,8.12,27.439,19.08,26.0327,8.0894,68.7255,27.94,53.98,26.445,5.91,87.89,4.82
2012-12-04,105.0,34.335,38.525,62.6013,8.622,12.77,11.88,43.13,49.335,32.35,18.855,30.395,75.96,122.93,17.7975,130.3,44.04,37.51,31.555,27.75,26.4,236.75,8.191,27.8344,19.085,26.3433,8.2244,69.0736,28.51,54.09,26.575,6.03,88.11,4.84
2012-12-05,104.6,34.445,38.57,62.2288,8.503,12.8,11.9,43.38,49.32,32.495,19.135,30.615,76.0,123.24,17.5875,128.65,44.3,37.92,31.735,27.725,26.89,236.35,8.424,28.3928,20.25,27.3401,8.2668,69.6206,28.195,53.75,27.23,6.048,88.1,4.995
2012-12-06,105.0,34.51,38.615,62.9406,8.499,12.92,11.9,43.935,49.06,32.59,19.29,31.045,76.92,124.64,17.8175,129.7,44.95,38.4,31.655,27.885,27.54,237.05,8.273,28.6603,20.2,27.5673,8.2726,70.4461,28.625,54.06,29.4,6.135,87.93,5.068
2012-12-07,105.05,34.5,38.275,62.9539,8.56,12.91,12.02,44.03,49.38,32.65,19.18,31.165,76.95,124.5,17.725,129.93,45.365,38.415,32.245,27.9,27.83,236.0,8.17,28.2997,19.94,27.609,8.2147,70.9136,29.275,53.98,29.795,6.109,88.31,5.0
2012-12-10,105.5,34.715,38.635,63.6192,8.57,12.89,12.23,43.195,49.985,33.015,19.31,31.055,77.59,124.82,17.645,129.93,45.115,38.95,32.385,27.795,28.1,235.5,8.215,28.5323,20.275,27.5395,8.3102,71.1125,28.815,54.0,29.66,5.951,88.49,5.22
2012-12-11,106.4,35.115,39.305,63.9252,8.625,12.965,12.345,43.175,50.4,33.145,19.575,31.79,78.0,126.17,17.825,129.75,45.11,39.5,32.31,27.56,28.1,234.6,8.399,29.1256,21.045,28.068,8.7797,71.6098,29.255,54.59,29.365,5.88,89.26,5.22
2012-12-12,105.0,35.41,39.66,63.4795,8.577,13.07,12.3,43.16,50.36,33.97,19.41,31.705,77.6,124.87,18.045,129.2,44.82,39.63,32.475,27.42,27.57,230.9,8.53,29.4163,21.285,28.0031,8.5088,71.381,29.525,54.25,29.41,5.914,88.2,5.248
2012-12-13,104.0,35.35,39.72,63.5593,8.556,13.085,12.195,43.215,50.74,33.5,19.21,31.685,77.3,124.14,18.065,129.93,44.955,40.22,32.7,27.36,27.11,228.65,8.551,29.4512,21.425,27.8037,8.7325,71.3611,29.13,54.15,29.24,5.999,88.48,5.24
2012-12-14,103.9,35.405,39.46,63.22,8.519,12.99,12.3,43.92,50.1,33.945,19.2,31.695,77.1,124.28,17.8925,129.61,45.345,40.8,32.62,27.35,27.92,230.1,8.5,29.6839,21.295,28.0031,8.5811,71.4108,29.245,54.94,28.92,5.954,88.69,5.28
2012-12-17,103.6,35.79,39.14,62.7078,8.421,13.015,12.135,43.845,49.225,33.625,19.305,32.115,76.52,123.56,17.8675,129.57,45.355,41.8,32.47,27.225,27.89,230.7,8.438,30.1142,22.115,28.1097,8.7547,71.0428,29.59,55.0,29.11,5.909,88.74,5.295
2012-12-18,103.25,36.09,39.055,62.3419,8.438,13.05,12.135,43.86,49.44,33.925,19.575,32.14,76.7,124.41,17.78,129.93,45.5,40.995,32.42,27.97,27.53,226.85,8.35,30.5446,21.93,28.2998,8.9263,71.4904,29.75,55.43,29.865,6.04,88.26,5.28
2012-12-19,104.95,36.12,39.2,62.6878,8.542,13.13,12.315,44.56,49.57,34.48,19.41,32.285,76.34,125.54,17.79,130.57,45.79,41.625,32.64,27.295,27.9,228.2,8.286,30.4283,22.12,28.7032,8.8897,70.7544,29.75,56.02,30.0,6.179,87.75,5.36
2012-12-20,105.0,36.04,38.965,62.9539,8.524,13.275,12.155,44.54,49.76,33.555,19.2,32.5,75.66,125.99,17.83,130.62,45.91,40.96,32.515,27.0,27.8,225.75,8.243,30.7191,22.155,28.7264,8.9263,71.6098,29.485,56.0,29.87,6.262,87.75,5.392
2012-12-21,105.65,36.02,39.205,62.8342,8.444,13.365,12.055,43.655,49.645,33.11,19.32,32.225,75.57,126.17,17.9975,129.02,45.42,40.97,32.335,26.535,27.48,230.8,8.346,29.963,22.31,28.0216,8.8713,71.8982,28.875,55.52,29.995,6.105,87.6,5.376
2012-12-24,105.5,35.97,39.2,62.7743,8.429,13.35,12.1,43.41,49.445,33.395,19.58,32.22,76.07,125.09,17.8075,128.1,45.645,40.79,32.335,26.305,27.16,226.7,8.334,30.0561,22.515,28.0958,8.7865,71.5302,28.65,54.6,29.76,6.1,87.84,5.384
2012-12-25,105.5,35.97,39.2,62.7743,8.429,13.35,12.1,43.41,49.445,33.395,19.58,32.22,76.07,125.09,17.8075,128.1,45.645,40.79,32.335,26.305,27.16,226.7,8.334,30.0561,22.515,28.0958,8.7865,71.5302,28.65,54.6,29.76,6.1,87.84,5.384
2012-12-26,105.5,35.97,39.2,62.7743,8.429,13.35,12.1,43.41,49.445,33.395,19.58,32.22,76.07,125.09,17.8075,128.1,45.645,40.79,32.335,26.305,27.16,226.7,8.334,30.0561,22.515,28.0958,8.7865,71.5302,28.65,54.6,29.76,6.1,87.84,5.384
2012-12-27,105.65,36.54,39.515,63.2267,8.451,13.45,12.09,43.435,49.76,33.41,19.63,32.575,76.17,125.86,17.8775,129.02,45.375,40.825,32.455,26.25,27.56,228.8,8.405,30.2887,22.465,28.3323,8.8173,71.7589,28.9,55.87,29.635,6.164,87.45,5.324
2012-12-28,104.8,35.695,38.91,62.5282,8.447,13.225,12.14,42.335,49.36,33.18,19.265,32.08,75.39,124.19,17.805,128.19,44.915,40.32,32.48,26.035,27.01,223.8,8.277,29.9281,22.16,27.7481,8.7257,70.3466,28.15,54.58,29.395,6.054,86.64,5.347
2012-12-31,104.9,35.96,39.01,63.2333,8.423,13.35,12.25,42.585,49.905,32.86,19.345,32.22,76.02,125.09,17.8975,128.88,45.25,40.685,32.595,26.245,27.43,226.3,8.339,30.091,22.4,27.9428,8.827,71.0031,28.34,54.83,29.5,6.084,87.44,5.368
2013-01-01,104.9,35.96,39.01,63.2333,8.423,13.35,12.25,42.585,49.905,32.86,19.345,32.22,76.02,125.09,17.8975,128.88,45.25,40.685,32.595,26.245,27.43,226.3,8.339,30.091,22.4,27.9428,8.827,71.0031,28.34,54.83,29.5,6.084,87.44,5.368
2013-01-02,107.5,36.84,39.975,63.872,8.593,13.81,12.83,44.46,50.65,33.71,19.995,33.5,77.3,128.11,18.4,130.57,46.11,40.565,33.26,26.24,28.06,228.3,8.506,31.4286,23.045,28.9582,8.9706,72.6043,29.85,56.69,30.065,6.35,88.14,5.588
2013-01-03,105.4,37.0,39.855,63.4329,8.571,13.825,12.95,44.46,50.12,33.28,20.15,33.305,76.9,127.21,18.405,132.68,46.365,41.16,33.225,26.3,28.02,228.15,8.467,31.6845,22.86,28.9396,8.8019,72.4154,29.575,56.45,30.2,6.348,87.91,5.66
2013-01-04,105.65,37.12,39.82,63.4994,8.5,13.865,12.96,44.385,50.0,32.945,20.53,33.405,76.72,127.84,18.4725,132.91,46.625,40.77,33.18,26.525,28.06,230.95,8.507,31.417,23.4,29.4172,8.7923,73.2707,29.33,56.43,30.8,6.353,88.13,5.579
2013-01-07,104.2,36.765,39.155,62.9739,8.486,13.905,13.1,45.21,49.59,33.475,20.145,33.075,75.17,126.31,18.225,131.44,46.45,40.48,32.89,26.48,27.87,231.95,8.415,31.4751,23.17,29.5794,8.6583,72.9823,30.13,56.1,30.75,6.578,87.62,5.715
2013-01-08,104.5,36.665,39.385,62.7677,8.486,13.575,13.32,45.695,49.725,33.03,20.1,32.155,76.1,125.63,18.0,132.04,46.48,39.67,32.905,26.515,27.75,231.25,8.39,31.2192,22.28,28.5826,8.6727,73.3503,31.085,56.12,30.925,6.631,87.72,5.85
2013-01-09,105.25,37.1,39.53,62.6013,8.54,13.65,13.55,45.64,49.61,33.38,19.55,32.07,76.2,124.41,17.86,134.87,47.0,40.0,33.2,26.61,28.04,231.8,8.75,30.4283,22.875,28.5734,8.6718,73.4597,32.15,56.2,32.125,6.938,87.75,5.906
2013-01-10,104.2,36.95,39.55,61.976,8.476,13.61,13.43,45.575,49.92,33.5,19.2,31.91,75.5,123.11,17.8475,134.55,46.98,40.425,33.11,26.2,28.48,227.55,8.757,30.4748,22.315,29.5563,8.3786,72.9425,32.7,55.1,32.04,7.093,87.29,6.029
2013-01-11,103.75,37.095,39.485,61.67,8.52,13.755,13.355,45.87,49.6,34.285,19.165,31.72,75.31,124.23,17.4825,134.23,47.5,40.15,33.155,26.36,28.34,229.0,8.731,30.4167,22.81,29.9828,8.3941,73.4099,32.895,55.41,32.295,7.124,87.44,5.962
2013-01-14,104.95,37.235,39.61,61.9361,8.47,13.71,13.625,45.635,49.22,35.15,19.115,31.845,75.64,123.47,17.8125,136.7,47.47,40.87,33.2,26.38,28.36,229.6,8.87,29.6606,22.24,29.2456,8.315,72.5248,34.14,55.05,32.15,7.341,87.9,5.926
2013-01-15,106.0,37.295,39.73,61.3041,8.375,13.56,13.455,44.23,49.835,34.475,18.9,31.355,75.41,125.27,18.035,140.23,48.0,41.59,32.84,26.165,28.5,231.95,8.79,29.9747,22.7,29.2178,8.2388,71.7589,33.49,54.5,32.145,7.435,89.19,5.971
2013-01-16,106.65,37.31,39.895,61.67,8.441,13.47,13.415,44.21,49.95,34.275,19.32,31.65,76.03,126.62,18.05,141.37,47.47,40.815,33.43,26.01,28.88,233.55,8.684,29.8351,22.37,29.445,8.2977,72.2065,32.54,54.55,32.435,7.272,90.0,6.0
2013-01-17,108.25,37.795,39.71,61.6899,8.322,13.705,13.11,45.625,50.05,34.555,20.5,31.845,76.19,128.15,17.82,142.42,47.89,41.78,33.705,26.395,29.0,236.2,8.918,29.963,22.565,29.904,8.5628,72.664,32.78,54.87,33.7,7.45,91.59,6.23
2013-01-18,108.3,37.69,39.31,61.4238,8.281,13.625,13.035,46.235,49.81,34.86,20.22,31.145,75.69,127.48,18.025,143.79,48.9,43.6,33.955,27.2,29.62,242.65,9.005,30.5213,22.745,29.6768,8.6592,71.7092,33.24,54.8,34.6,7.459,91.99,6.272
2013-01-21,109.55,37.96,39.42,62.0824,8.356,13.66,13.085,46.45,50.34,35.365,20.74,31.54,76.25,126.17,18.25,142.06,49.15,43.53,33.74,27.04,30.05,242.8,9.118,31.731,22.88,29.5563,8.8704,72.1071,33.955,54.95,34.31,7.547,91.02,6.25
2013-01-22,108.5,37.865,39.49,62.149,8.306,13.585,13.16,46.295,50.53,35.125,20.79,31.595,76.52,125.54,17.775,140.87,48.865,43.25,33.905,27.3,30.15,241.5,8.71,31.3007,21.95,29.7185,8.8733,71.1821,33.5,55.59,35.0,7.507,90.97,6.208
2013-01-23,109.65,37.78,39.42,62.3086,8.352,13.365,13.335,45.115,51.13,35.375,20.93,31.4,78.0,124.73,17.595,140.32,48.495,42.5,33.94,26.935,30.03,242.15,8.472,31.1844,21.855,29.8947,8.7846,71.6694,32.34,55.68,34.755,7.32,91.31,6.117
2013-01-24,110.25,37.9,39.735,62.4018,8.308,13.455,13.24,46.055,51.8,35.65,21.08,31.6,77.79,125.81,17.3125,141.1,48.885,42.735,33.975,27.08,30.45,243.9,8.502,31.0564,22.195,30.0292,9.069,72.3557,33.12,55.63,34.685,7.41,91.65,6.158
2013-01-25,111.1,38.495,39.825,62.7344,8.429,13.525,13.165,46.665,51.82,36.295,21.455,31.625,77.56,126.94,17.62,142.79,49.155,43.995,34.45,26.995,31.16,243.8,8.448,30.626,21.87,30.2239,9.122,72.6939,33.725,56.3,34.785,7.578,91.98,6.42
2013-01-28,111.5,38.18,39.495,61.803,8.355,13.725,13.145,47.665,51.54,36.88,21.49,31.55,76.67,126.26,17.375,144.98,48.68,44.0,34.635,27.05,29.94,241.9,8.507,30.3701,22.055,31.0909,9.2262,72.7038,34.06,56.93,35.735,7.762,91.02,6.36
2013-01-29,113.15,38.225,40.135,62.1756,8.441,13.835,13.055,47.245,52.0,36.23,21.46,31.14,77.01,126.8,17.47,145.03,48.545,44.565,34.655,26.9,29.22,240.8,8.603,30.6958,22.015,31.5869,9.3187,72.1269,33.585,56.38,35.3,7.554,91.76,6.215
2013-01-30,113.55,37.885,40.62,62.6146,8.213,13.825,13.405,46.205,52.08,36.065,21.26,30.4,76.91,125.72,17.095,145.76,48.645,44.975,34.25,26.96,29.53,240.7,8.547,29.9979,21.32,30.5577,9.1664,72.306,33.02,56.2,34.39,7.394,91.86,6.126
2013-01-31,109.4,37.525,39.93,62.628,8.188,13.64,13.16,46.21,51.04,35.505,20.98,30.37,75.09,125.14,17.1325,144.94,48.255,44.415,33.815,26.515,29.37,239.45,8.362,29.3466,20.91,30.312,9.1558,71.4705,33.275,56.1,34.605,7.28,92.2,6.34
2013-02-01,111.9,37.98,40.16,63.8387,8.284,13.805,13.72,46.755,51.23,36.12,21.06,30.395,76.06,126.04,17.775,149.61,49.175,45.035,34.1,27.235,29.82,245.6,8.37,29.7886,21.34,31.0306,9.1182,71.7092,33.74,56.6,35.19,7.525,94.08,6.642
2013-02-04,108.6,36.225,39.0,61.7897,8.189,13.285,13.785,44.695,50.3,35.28,20.61,29.825,73.62,120.76,17.14,147.36,48.23,43.56,33.25,26.79,29.06,244.0,8.028,28.8115,20.38,30.4557,8.9755,69.3023,32.125,55.25,34.82,7.117,92.8,6.468
2013-02-05,111.0,36.615,39.45,62.1889,8.238,13.385,14.105,45.525,49.96,35.12,20.825,30.19,74.23,121.67,17.2075,147.55,48.335,43.7,33.95,26.885,28.95,245.0,8.028,28.9162,20.655,30.4186,9.0989,70.3069,32.655,55.97,34.935,7.227,92.05,6.359
2013-02-06,109.4,35.405,38.895,61.2043,8.048,13.04,14.115,44.365,49.895,35.4,20.72,29.86,73.38,118.96,17.1575,145.85,48.56,44.39,33.705,26.72,29.31,245.55,7.851,29.2186,20.29,29.8947,9.1731,68.994,31.5,54.9,34.825,6.959,91.9,6.382
2013-02-07,108.1,35.065,38.405,60.3727,8.106,13.005,14.06,43.565,50.21,35.54,20.8,29.925,73.01,117.84,17.2525,143.2,48.36,44.12,33.59,26.52,29.0,244.15,7.888,28.4509,20.215,29.7788,9.2676,66.239,31.055,54.25,35.305,6.874,91.65,6.229
2013-02-08,108.6,35.5,38.38,60.9714,8.18,13.255,14.275,44.595,50.99,35.775,20.86,30.0,73.12,119.95,17.775,147.13,48.775,43.6,33.745,26.57,29.7,246.35,7.886,28.4858,20.48,29.9782,9.3525,68.6757,31.95,54.81,35.045,7.35,91.23,6.357
2013-02-11,107.95,35.4,38.16,60.8384,8.094,13.17,14.525,44.75,50.9,35.61,20.845,29.72,72.91,118.38,18.175,143.79,48.285,43.3,33.4,26.72,29.2,245.0,7.883,28.4626,20.5,30.0616,9.2213,71.013,31.555,54.48,34.765,7.414,90.31,6.304
2013-02-12,112.05,35.915,38.36,60.8783,8.234,13.495,14.45,46.035,50.35,35.84,21.025,29.765,73.38,119.86,17.3875,145.58,48.585,42.9,33.325,26.8,29.7,248.6,7.83,28.5207,20.155,30.2702,9.3602,72.1071,32.665,55.02,34.97,7.636,91.91,6.426
2013-02-13,112.5,35.59,38.505,61.3373,8.275,13.615,14.71,45.845,50.36,36.07,20.75,30.07,73.63,120.36,17.2325,146.86,48.69,43.195,33.44,27.395,29.94,253.15,7.74,28.7417,20.06,30.9147,9.3679,72.9922,31.5,55.24,35.175,7.532,94.05,6.435
2013-02-14,111.1,35.735,37.735,60.386,8.335,13.55,15.025,46.75,50.37,35.775,20.18,30.375,73.64,118.92,16.7275,146.22,49.11,46.5,33.845,27.405,29.63,252.25,7.665,28.4044,19.87,31.1789,8.9485,71.6396,30.405,54.31,34.885,7.391,96.03,6.459
2013-02-15,110.5,35.005,37.3,59.9469,8.406,13.45,15.31,46.005,50.13,35.775,20.0,30.565,72.76,119.86,16.6275,157.38,50.0,48.115,34.215,27.435,30.01,252.35,7.561,28.1718,20.45,30.9703,9.0391,71.5103,29.99,54.49,34.895,7.189,96.44,6.369
