Date,600519 CH Equity,600036 CH Equity,000858 CH Equity,600900 CH Equity,600030 CH Equity,600276 CH Equity,600887 CH Equity,600309 CH Equity,000651 CH Equity,000568 CH Equity,000725 CH Equity,600809 CH Equity,600028 CH Equity,000001 CH Equity,000063 CH Equity,600837 CH Equity,600016 CH Equity,600031 CH Equity,600050 CH Equity,000792 CH Equity,600690 CH Equity,600406 CH Equity,000002 CH Equity,600438 CH Equity,600000 CH Equity,600436 CH Equity,600089 CH Equity,002027 CH Equity,600104 CH Equity,000625 CH Equity,600585 CH Equity,600150 CH Equity,000100 CH Equity,600660 CH Equity,600111 CH Equity,600019 CH Equity,000938 CH Equity,600893 CH Equity,600570 CH Equity,600426 CH Equity,600760 CH Equity,600009 CH Equity,600547 CH Equity,000661 CH Equity,000596 CH Equity,600584 CH Equity,000776 CH Equity,600010 CH Equity,000977 CH Equity,000538 CH Equity,600745 CH Equity,600085 CH Equity,000963 CH Equity,600015 CH Equity,600196 CH Equity,600886 CH Equity,600011 CH Equity,600588 CH Equity,000157 CH Equity,600674 CH Equity,600029 CH Equity,600795 CH Equity,600845 CH Equity,600176 CH Equity,000768 CH Equity,600600 CH Equity,000301 CH Equity,000786 CH Equity,600346 CH Equity,600115 CH Equity,002001 CH Equity,000425 CH Equity,600741 CH Equity,000733 CH Equity,600188 CH Equity,000895 CH Equity,600233 CH Equity,000876 CH Equity,600732 CH Equity,002007 CH Equity,000983 CH Equity,600039 CH Equity,600332 CH Equity,600219 CH Equity,600383 CH Equity,600460 CH Equity,600132 CH Equity,601607 CH Equity,600362 CH Equity,600763 CH Equity,000723 CH Equity,000408 CH Equity,600183 CH Equity,600061 CH Equity,600875 CH Equity,000069 CH Equity,600754 CH Equity,000617 CH Equity,600803 CH Equity,600884 CH Equity,000708 CH Equity,000877 CH Equity,600606 CH Equity,000800 CH Equity,001289 CH Equity
2015-07-21,221.66,18.08,26.71,14.73,23.052,14.016,18.43,17.325,24.21,25.18,4.26,14.021,7.03,11.308,20.84,19.67,8.017,8.06,7.14,14.227,13.18,10.816,14.51,7.175,11.455,47.44,11.359,4.071,24.49,10.275,20.35,41.93,4.936,14.34,16.41,7.33,30.277,54.6,27.752,7.387,9.536,29.93,9.949,64.081,36.73,20.62,20.26,3.664,25.269,53.571,33.35,30.0,19.856,10.692,27.55,15.16,10.83,19.372,6.54,12.21,13.48,5.42,12.9,7.067,35.91,40.49,6.99,18.795,5.196,11.68,7.292,4.423,18.19,21.2,7.633,22.05,9.105,10.375,5.036,15.272,5.454,4.493,33.23,3.122,11.94,8.24,18.16,22.16,16.69,55.18,7.344,16.78,6.159,20.158,17.01,10.04,28.81,8.264,14.937,9.748,8.306,8.91,17.143,17.73,6.74
2015-07-22,217.13,17.85,27.62,14.73,22.637,14.199,18.6,17.675,23.69,25.13,4.21,14.079,6.99,11.267,21.53,19.37,7.958,8.2,7.0,14.667,13.15,10.666,14.7,7.11,11.301,46.573,11.5,4.071,21.92,10.033,19.93,43.47,4.909,14.09,16.2,7.38,31.159,60.06,28.884,7.497,10.097,29.61,9.668,63.406,37.55,20.83,19.91,3.614,25.7,52.25,34.04,29.75,19.856,10.483,27.18,15.16,11.12,21.311,6.54,12.3,13.2,5.47,12.546,7.774,38.07,40.06,6.89,18.795,5.196,11.99,7.782,4.403,18.18,23.32,7.627,21.7,9.105,10.025,5.093,15.801,5.531,4.5,32.8,3.122,12.18,8.48,18.35,22.03,16.77,55.18,7.417,16.68,6.179,19.138,16.74,9.92,28.81,9.093,14.621,9.779,8.306,9.35,16.857,18.82,7.05
2015-07-23,219.54,17.94,27.9,14.73,23.136,14.257,18.63,18.025,24.06,25.61,4.32,14.393,7.02,11.392,21.9,19.79,8.042,8.4,7.41,15.253,13.29,10.909,15.16,7.37,11.49,46.82,11.478,4.071,22.0,10.341,20.87,44.71,5.082,14.39,16.88,7.61,32.103,61.87,29.648,7.701,10.189,30.42,9.888,66.225,38.4,22.11,20.46,3.736,26.823,53.286,34.35,31.16,19.856,10.542,28.0,15.16,11.2,21.848,6.73,12.4,14.27,5.55,12.938,8.061,38.96,41.38,7.2,18.795,5.196,11.99,7.835,4.45,18.38,24.76,7.893,21.86,9.105,10.22,5.35,16.131,5.654,4.564,33.93,3.236,12.4,8.69,19.52,22.49,17.39,55.18,7.778,17.7,6.372,19.191,18.41,10.27,28.81,9.571,15.048,10.272,8.306,9.73,17.567,19.08,7.22
2015-07-24,219.21,17.9,27.7,14.73,22.533,13.781,18.72,18.283,23.39,25.42,4.2,13.971,6.99,11.15,21.37,19.17,7.867,8.1,7.16,14.727,12.91,10.654,15.41,7.195,11.287,45.467,11.047,4.071,21.31,10.077,20.27,44.43,4.955,14.11,16.94,7.43,30.685,61.89,27.856,7.456,10.607,29.74,9.934,65.432,37.14,21.65,19.82,3.65,26.392,55.107,33.3,30.73,19.856,10.225,27.28,15.16,10.96,21.088,6.55,12.5,13.78,5.51,12.803,7.802,39.06,40.54,6.91,18.795,5.196,11.99,7.508,4.333,18.6,26.54,8.04,21.2,9.105,9.85,5.357,15.506,5.554,4.443,33.49,3.163,12.27,8.3,18.75,21.62,17.0,55.18,7.639,17.91,6.083,18.066,17.77,10.02,28.81,9.143,14.343,9.893,8.306,9.47,18.043,18.3,7.17
2015-07-27,201.52,16.7,24.93,14.73,20.28,12.514,16.92,16.458,21.06,22.88,3.78,12.571,6.29,10.367,19.23,17.25,7.292,7.29,6.44,13.253,11.62,9.589,14.2,6.475,10.427,40.92,9.941,4.071,19.2,9.071,18.24,39.99,4.464,12.7,15.25,6.69,27.617,55.7,25.07,6.709,9.546,26.77,8.939,58.888,33.43,19.53,17.84,3.286,23.757,50.429,29.97,27.68,19.856,9.2,24.55,15.16,9.86,18.98,5.9,11.25,12.4,4.96,11.884,7.133,35.15,36.5,6.22,18.795,5.196,11.99,6.757,3.9,16.74,25.08,7.233,19.22,9.105,8.87,5.093,13.955,5.0,4.0,30.14,2.847,11.09,7.47,16.88,19.46,15.3,55.18,6.878,16.12,5.476,16.257,15.99,9.02,28.81,8.229,12.913,8.903,8.306,8.52,16.242,16.47,6.45
2015-07-28,205.83,17.04,25.6,14.73,20.911,13.395,17.04,16.65,22.26,23.36,3.69,12.743,6.15,10.517,19.24,18.46,7.592,7.17,6.08,13.573,11.27,9.213,14.62,6.13,10.657,41.747,9.629,4.071,19.29,9.214,17.95,37.57,4.355,13.11,14.12,6.63,24.854,53.54,22.563,6.741,8.985,27.41,8.918,58.818,34.09,19.93,19.21,3.1,23.749,52.143,26.97,28.29,19.856,9.367,25.33,15.16,10.45,17.082,5.85,11.36,12.68,5.03,11.559,7.352,35.0,37.93,5.8,18.795,5.196,11.54,6.324,3.73,17.15,25.52,6.913,19.85,9.105,9.075,4.836,13.936,4.9,3.879,29.35,2.781,11.68,7.32,16.57,19.61,14.72,55.18,6.189,15.44,5.49,14.632,15.48,8.67,28.81,7.407,12.598,8.752,8.306,8.17,15.255,15.69,6.19
2015-07-29,207.74,17.16,25.73,14.73,20.713,13.908,17.42,17.242,22.59,24.14,3.89,13.507,6.24,10.5,20.62,18.23,7.55,7.82,6.42,14.367,11.71,9.89,14.6,6.39,10.692,43.027,10.149,4.071,19.8,9.423,18.99,41.33,4.582,13.37,14.86,6.92,25.51,58.89,23.409,7.096,9.883,28.5,9.265,60.713,36.58,21.59,19.3,3.271,25.387,52.714,26.35,29.95,19.856,9.333,26.53,15.16,10.8,18.789,6.11,11.82,13.54,5.36,11.971,7.94,38.5,38.47,6.23,18.795,5.196,12.49,6.724,3.867,17.8,26.67,7.28,20.36,9.105,9.65,5.079,14.776,5.131,4.121,30.48,2.917,11.9,7.93,17.74,20.65,15.62,55.18,6.422,16.97,5.8,14.474,16.79,9.17,28.81,7.936,13.08,9.221,8.306,8.85,16.095,17.14,6.53
2015-07-30,205.96,16.98,25.73,14.73,19.686,13.234,16.91,16.675,21.92,23.91,3.71,12.843,6.16,10.217,19.99,17.28,7.542,7.54,6.17,13.493,11.0,9.502,14.08,6.115,10.42,41.467,9.808,4.071,19.11,9.005,18.25,41.84,4.318,13.04,14.26,6.65,24.453,59.56,21.068,6.664,10.117,27.73,8.821,61.924,36.82,20.95,18.33,3.121,25.336,51.564,23.72,29.55,19.856,9.025,25.33,15.16,10.41,18.207,5.87,11.3,12.47,5.12,11.22,7.893,38.5,36.96,5.99,18.795,5.196,11.34,6.373,3.66,17.01,26.11,6.927,19.03,9.105,9.05,4.936,14.006,4.9,3.993,29.0,2.777,11.05,7.68,16.94,19.92,15.04,55.18,6.322,17.02,5.614,14.697,16.46,9.02,28.81,7.764,12.254,8.903,8.306,8.63,15.377,16.25,6.31
2015-07-31,206.83,17.3,25.73,14.73,19.601,13.89,17.26,17.142,22.31,24.82,3.7,13.221,6.0,10.3,19.98,17.2,7.575,7.61,6.19,13.733,11.18,9.688,14.18,6.15,10.538,41.327,9.808,4.071,19.26,9.209,18.66,39.35,4.391,13.27,14.17,6.79,23.196,53.6,21.429,6.65,9.199,28.26,8.918,63.393,38.9,21.1,18.65,3.129,23.968,52.55,23.72,30.05,19.856,9.017,25.84,15.16,10.56,17.829,5.99,11.55,11.69,5.13,10.915,7.404,35.8,37.16,5.8,18.795,5.196,10.37,6.601,3.673,17.03,23.93,7.013,19.47,8.195,9.12,4.764,14.26,4.946,3.943,29.7,2.774,11.71,7.59,17.13,20.44,15.49,55.18,6.472,17.63,5.621,13.566,15.98,9.4,28.81,7.521,12.644,9.031,8.306,9.06,14.675,16.44,6.28
2015-08-03,209.56,18.09,25.73,14.73,19.28,14.659,17.75,18.125,23.09,25.07,3.64,13.75,5.78,10.683,19.0,17.14,7.783,8.07,6.27,14.12,11.34,9.78,14.61,5.765,10.874,41.973,9.911,4.071,19.79,9.56,19.77,35.9,4.518,13.72,14.16,7.23,22.806,48.28,19.445,6.609,8.383,30.09,9.296,65.301,39.89,18.99,19.07,3.193,21.57,53.7,23.72,30.67,19.856,9.25,26.66,15.16,11.08,16.268,6.39,11.89,11.25,5.2,10.404,6.691,32.22,38.07,5.52,18.795,5.196,10.27,6.773,3.817,17.34,21.54,7.513,20.07,7.375,8.77,4.579,14.795,5.254,4.007,30.74,2.763,12.25,7.74,17.87,21.25,15.94,55.18,6.111,15.87,5.51,12.77,14.96,10.0,28.81,6.871,13.535,9.128,8.306,9.45,15.039,16.93,6.51
2015-08-04,211.97,18.15,25.73,14.73,19.818,14.808,17.99,18.45,23.39,25.82,3.81,14.25,5.93,10.717,20.55,17.55,7.875,8.35,6.44,14.713,11.74,10.556,14.79,6.2,10.923,43.333,10.416,4.071,20.08,9.692,20.58,39.49,4.664,13.94,15.07,7.25,25.087,53.11,21.136,7.01,9.219,30.76,9.546,67.323,42.9,20.04,19.34,3.286,23.723,54.25,23.72,31.8,19.856,9.342,27.49,15.16,11.22,17.424,6.54,12.18,12.38,5.39,11.036,7.36,35.44,38.86,6.04,18.795,5.196,11.3,7.132,3.92,17.82,23.69,8.06,20.47,8.005,9.285,4.807,15.394,5.438,4.186,31.57,2.899,12.24,8.24,18.83,21.92,16.5,55.18,6.722,17.46,5.938,14.046,16.22,10.12,28.81,7.493,13.637,9.814,8.306,10.22,15.853,17.82,6.76
