Date,600519 CH Equity,600036 CH Equity,000858 CH Equity,600900 CH Equity,600030 CH Equity,600276 CH Equity,600887 CH Equity,600309 CH Equity,000651 CH Equity,000568 CH Equity,000725 CH Equity,600809 CH Equity,600028 CH Equity,000001 CH Equity,000063 CH Equity,600837 CH Equity,600016 CH Equity,600031 CH Equity,600050 CH Equity,000792 CH Equity,600690 CH Equity,600406 CH Equity,000002 CH Equity,600438 CH Equity,600000 CH Equity,600436 CH Equity,600089 CH Equity,002027 CH Equity,600104 CH Equity,000625 CH Equity,600585 CH Equity,600150 CH Equity,000100 CH Equity,600660 CH Equity,600111 CH Equity,600019 CH Equity,000938 CH Equity,600893 CH Equity,600570 CH Equity,600426 CH Equity,600760 CH Equity,600009 CH Equity,600547 CH Equity,000661 CH Equity,000596 CH Equity,600584 CH Equity,000776 CH Equity,600010 CH Equity,000977 CH Equity,000538 CH Equity,600745 CH Equity,600085 CH Equity,000963 CH Equity,600015 CH Equity,600196 CH Equity,600886 CH Equity,600011 CH Equity,600588 CH Equity,000157 CH Equity,600674 CH Equity,600029 CH Equity,600795 CH Equity,600845 CH Equity,600176 CH Equity,000768 CH Equity,600600 CH Equity,000301 CH Equity,000786 CH Equity,600346 CH Equity,600115 CH Equity,002001 CH Equity,000425 CH Equity,600741 CH Equity,000733 CH Equity,600188 CH Equity,000895 CH Equity,600233 CH Equity,000876 CH Equity,600732 CH Equity,002007 CH Equity,000983 CH Equity,600039 CH Equity,600332 CH Equity,600219 CH Equity,600383 CH Equity,600460 CH Equity,600132 CH Equity,601607 CH Equity,600362 CH Equity,600763 CH Equity,000723 CH Equity,000408 CH Equity,600183 CH Equity,600061 CH Equity,600875 CH Equity,000069 CH Equity,600754 CH Equity,000617 CH Equity,600803 CH Equity,600884 CH Equity,000708 CH Equity,000877 CH Equity,600606 CH Equity,000800 CH Equity,001289 CH Equity
2011-01-17,131.923,12.468,32.85,7.45,11.172,5.809,5.787,11.673,8.19,39.99,2.483,21.2,6.454,5.563,17.278,9.15,3.479,12.8,5.48,38.333,6.195,8.529,8.42,4.815,6.783,14.651,9.552,1.759,15.73,2.833,17.66,31.625,1.627,10.53,14.344,6.53,4.77,13.455,5.364,3.96,6.638,13.24,22.536,21.867,36.395,9.93,21.88,1.311,3.902,27.724,7.33,11.856,8.556,5.924,12.17,2.966,5.21,5.339,9.854,3.911,9.1,2.9,3.589,3.986,11.04,32.01,4.73,6.375,2.826,6.5,6.729,8.662,10.57,9.89,17.74,28.167,6.65,9.68,2.651,14.256,19.715,1.53,20.89,3.302,6.73,7.531,44.44,19.36,37.03,9.325,4.111,11.46,5.623,7.461,30.34,5.248,19.82,14.5,11.576,7.2,8.241,15.989,5.069,15.98,13.65
2011-01-18,137.16,12.429,33.49,7.44,11.153,5.817,5.878,11.75,8.12,41.3,2.5,21.657,6.508,5.548,17.194,9.19,3.465,12.627,5.41,37.8,6.325,8.734,8.35,4.85,6.826,14.762,9.385,1.777,15.69,2.851,18.227,32.591,1.7,10.66,14.487,6.53,4.81,13.57,5.452,3.978,6.577,12.98,23.117,21.854,39.1,10.03,22.38,1.3,3.908,28.195,7.36,11.98,8.556,5.967,12.13,2.966,5.2,5.366,9.792,3.917,8.88,2.89,3.617,3.907,11.02,32.21,4.73,6.4,3.025,6.45,6.645,8.4,10.75,9.97,17.267,28.233,6.67,9.68,2.687,14.554,19.346,1.538,21.29,3.291,6.75,7.558,44.37,20.17,37.65,9.465,4.164,11.36,5.623,7.592,30.33,5.35,19.84,15.629,11.697,7.224,8.276,16.333,5.069,15.8,13.36
2011-01-19,137.363,12.527,34.09,7.55,11.323,5.955,5.945,12.135,8.29,42.73,2.533,21.957,6.654,5.603,17.368,9.31,3.479,13.06,5.51,38.847,6.433,8.854,8.54,4.795,6.896,15.759,9.589,1.848,15.76,2.888,18.553,34.082,1.727,10.82,14.833,6.59,4.865,13.895,5.573,4.048,6.745,13.41,23.633,23.462,39.975,10.21,22.94,1.332,4.031,28.286,7.52,12.192,8.661,6.026,12.24,3.024,5.27,5.41,10.215,4.0,9.09,2.91,3.697,4.047,11.17,32.34,4.79,6.465,3.189,6.58,6.808,8.632,11.09,10.12,17.96,28.497,6.885,9.86,2.726,14.606,20.423,1.562,22.01,3.365,7.03,7.808,45.85,20.33,39.27,9.665,4.222,11.53,5.761,7.803,31.39,5.47,20.32,15.829,11.808,7.438,8.535,16.839,5.127,15.99,13.78
2011-01-20,135.289,12.282,32.81,7.43,10.937,5.802,5.817,11.769,8.065,41.53,2.425,21.204,6.485,5.396,16.632,9.0,3.431,12.753,5.48,36.98,6.225,9.042,8.14,4.42,6.713,15.211,9.245,1.795,15.0,2.784,17.56,33.577,1.65,10.66,13.938,6.4,4.585,13.215,5.556,3.905,6.949,13.13,22.526,22.434,40.0,9.72,21.84,1.293,3.876,27.476,7.03,11.588,8.672,5.785,11.62,2.949,5.27,5.316,9.715,3.903,8.41,2.91,3.493,3.942,10.54,30.85,4.54,6.12,3.121,6.23,6.637,8.417,10.49,9.64,16.987,27.503,6.655,9.695,2.655,14.115,19.308,1.498,19.89,3.365,6.75,7.462,44.96,19.5,36.96,9.425,3.986,10.97,5.385,7.671,30.04,5.188,19.81,14.793,11.734,6.955,8.247,16.311,4.983,15.58,12.88
2011-01-21,132.149,12.468,32.3,7.5,11.191,5.66,5.718,11.968,8.1,40.45,2.467,20.85,6.692,5.48,16.451,9.18,3.472,12.88,5.69,36.007,6.243,9.24,8.38,4.465,6.859,14.745,9.31,1.801,16.03,2.882,17.847,34.639,1.714,10.91,13.767,6.56,4.636,13.41,5.498,3.936,7.24,13.6,22.255,22.791,39.855,9.8,22.42,1.307,3.923,26.657,7.16,11.66,8.297,5.892,11.81,3.048,5.34,5.229,9.877,3.961,8.37,2.94,3.514,3.957,10.65,30.6,4.54,6.185,3.068,6.31,6.623,8.323,11.05,9.72,17.013,27.57,6.7,9.495,2.69,13.779,19.646,1.53,19.47,3.383,7.19,7.508,46.67,19.52,36.7,9.35,4.008,10.96,5.363,7.776,30.36,5.376,19.73,15.257,11.846,7.128,8.4,16.856,5.055,15.98,13.09
2011-01-24,128.866,12.34,32.0,7.5,11.012,5.533,5.793,12.154,8.07,39.48,2.492,19.775,6.769,5.443,16.944,9.16,3.451,12.707,5.78,34.387,6.13,9.031,8.45,4.38,6.853,13.917,9.385,1.759,15.94,2.811,18.6,34.519,1.818,10.9,13.124,6.63,4.665,13.055,5.293,3.772,6.974,13.4,22.036,22.434,37.625,9.52,21.505,1.307,3.71,26.229,7.12,11.34,7.586,5.839,11.95,3.048,5.33,5.268,9.823,3.981,8.1,2.89,3.434,3.778,10.54,30.57,4.45,6.055,2.86,6.27,6.43,7.903,11.12,9.55,16.047,26.67,6.55,9.005,2.683,13.388,18.846,1.502,17.9,3.332,7.27,7.065,47.64,18.63,35.72,8.485,3.906,10.41,5.279,7.322,30.42,5.453,19.6,14.493,11.613,6.9,8.276,17.278,5.005,15.77,12.54
2011-01-25,128.249,12.389,31.58,7.61,11.153,5.529,5.825,12.109,8.23,39.73,2.467,19.282,6.669,5.487,16.618,9.21,3.451,12.773,5.71,33.2,6.248,9.219,8.49,4.275,6.923,14.021,9.514,1.768,16.17,2.848,18.233,32.428,1.818,10.58,12.664,6.76,4.628,12.615,5.342,3.814,6.556,13.55,21.286,21.427,34.98,9.29,20.85,1.318,3.697,27.086,7.15,11.308,7.722,5.919,11.77,2.867,5.32,5.255,9.808,4.036,8.16,2.91,3.404,3.771,10.32,30.72,4.44,6.0,2.957,6.3,6.55,7.963,10.97,9.41,15.6,26.767,6.525,9.05,2.647,13.301,18.538,1.48,17.61,3.328,7.21,6.908,46.82,18.92,36.56,8.605,3.947,9.89,5.268,7.158,28.99,5.457,19.24,13.657,11.224,6.683,8.588,17.206,4.976,15.72,12.43
2011-01-26,129.331,12.468,31.89,7.66,11.229,5.543,5.865,12.288,8.37,39.73,2.492,19.371,6.692,5.519,16.944,9.27,3.465,13.06,5.81,33.2,6.188,9.364,8.51,4.33,6.928,14.11,9.535,1.786,16.26,2.885,18.833,34.524,1.818,10.8,12.751,6.86,5.091,12.74,5.485,3.878,7.071,13.57,21.408,21.754,36.025,9.61,21.25,1.329,3.866,26.805,7.22,11.684,7.908,6.026,11.78,2.904,5.38,5.276,10.031,4.075,8.45,2.95,3.455,3.91,10.53,31.21,4.5,6.12,3.012,6.45,6.58,7.963,11.1,9.61,15.927,26.667,6.6,9.5,2.683,13.301,19.0,1.528,18.0,3.372,7.23,7.104,48.89,19.34,36.57,8.665,3.969,9.8,5.374,7.329,30.31,5.449,19.51,14.443,11.586,6.834,8.882,17.789,5.041,16.05,12.6
2011-01-27,130.023,12.468,32.31,7.75,11.644,5.858,5.813,12.622,8.524,40.45,2.508,19.643,6.785,5.545,17.535,9.46,3.479,13.52,5.98,36.513,6.123,9.535,8.3,4.395,6.902,14.405,10.057,1.795,16.72,2.955,19.347,35.442,1.818,11.19,13.011,6.86,5.12,12.74,5.647,3.951,7.112,13.84,21.959,22.277,36.2,9.92,22.49,1.339,3.919,27.348,7.22,12.036,7.958,6.047,11.78,2.904,5.4,5.371,10.262,4.061,8.48,2.95,3.525,4.12,10.87,31.21,4.53,6.155,3.307,6.49,6.629,8.52,11.78,9.71,16.4,27.17,6.69,9.875,2.675,13.474,19.708,1.554,18.81,3.405,6.98,7.254,49.76,19.5,37.96,8.875,4.022,9.87,5.432,7.572,33.34,5.231,19.76,14.814,11.623,6.99,9.318,17.789,5.005,16.36,12.91
2011-01-28,130.233,12.35,32.78,7.84,11.757,5.883,5.858,12.782,8.569,40.5,2.492,20.271,6.723,5.498,17.757,9.42,3.465,14.433,6.11,37.287,6.158,9.624,8.26,4.415,6.826,14.41,10.084,1.807,17.33,2.995,19.76,35.904,1.818,11.28,13.304,6.8,5.066,14.015,5.797,3.972,7.383,13.67,21.842,22.708,36.6,10.05,22.265,1.361,4.009,27.162,7.34,12.0,8.375,5.94,12.04,2.9,5.36,5.532,10.638,4.117,8.49,2.93,3.529,4.069,11.26,31.18,4.54,6.27,3.348,6.46,6.672,8.623,12.02,9.91,16.42,27.593,6.745,10.175,2.897,13.667,19.915,1.581,19.26,3.398,6.96,7.512,54.11,19.69,38.55,9.165,4.028,10.12,5.438,7.724,33.26,5.124,19.9,15.071,11.604,7.152,9.335,18.161,5.062,17.05,13.0
2011-01-31,133.727,12.389,32.85,7.85,11.823,5.885,5.94,12.801,8.609,41.25,2.483,20.264,6.923,5.537,18.319,9.44,3.493,14.88,6.1,37.267,6.158,9.75,8.2,4.495,6.842,15.023,10.288,1.818,17.38,2.988,19.893,37.49,1.809,11.31,13.344,6.91,5.077,15.195,5.846,4.018,7.582,14.04,23.474,22.874,36.03,10.06,22.275,1.379,4.02,26.881,7.36,12.156,8.403,5.956,12.03,2.925,5.39,5.558,10.7,4.181,8.59,2.94,3.544,4.146,11.37,32.5,4.59,6.3,3.435,6.52,6.724,8.677,12.46,10.0,16.853,28.967,7.0,10.165,2.825,13.526,19.938,1.595,19.09,3.416,6.85,7.496,54.97,19.92,39.17,9.365,4.106,10.3,5.496,7.849,33.58,5.192,20.1,15.529,11.669,7.2,9.829,18.05,5.076,17.16,13.23
2011-02-01,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-02,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-03,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-04,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-07,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-08,135.447,12.458,33.06,7.79,11.662,5.885,5.883,12.615,8.514,40.65,2.475,20.332,6.938,5.584,18.076,9.43,3.521,14.567,6.07,37.433,6.298,9.706,8.18,4.485,6.864,15.008,10.277,1.818,16.95,2.918,19.873,36.976,1.795,11.22,14.113,6.86,5.215,14.975,5.813,4.008,7.393,14.21,23.449,22.482,35.875,10.09,22.75,1.379,4.05,26.99,7.39,12.26,8.522,5.978,11.95,2.92,5.38,5.658,10.485,4.114,8.44,2.94,3.587,4.135,11.28,32.79,4.59,6.215,3.335,6.48,6.727,8.455,12.22,10.0,17.433,29.163,6.965,10.125,2.802,13.545,20.254,1.583,19.18,3.456,6.75,7.658,57.3,20.31,39.77,9.34,4.103,10.33,5.549,7.796,33.69,5.171,20.09,15.493,11.716,7.359,9.676,17.45,5.134,16.83,13.27
2011-02-09,133.704,12.36,32.41,7.77,11.578,5.765,5.985,12.923,8.674,40.26,2.467,20.207,6.869,5.516,18.819,9.26,3.493,14.68,6.21,38.667,6.375,9.23,8.02,4.565,6.794,15.22,10.347,1.815,16.7,2.897,19.84,36.995,1.814,11.23,13.802,6.82,5.736,15.015,5.82,4.139,7.893,13.89,22.949,22.085,36.2,10.06,21.695,1.354,4.455,27.052,7.22,12.076,8.581,5.94,11.94,2.883,5.32,5.51,10.262,4.089,8.23,2.91,3.57,4.109,11.57,32.1,4.55,6.665,3.425,6.37,6.612,8.117,11.92,9.93,16.593,28.997,6.81,10.275,2.754,13.891,18.992,1.579,18.62,3.394,6.53,7.527,56.17,20.36,38.13,9.18,4.008,10.18,5.475,7.539,34.14,5.111,19.96,16.021,11.576,7.197,9.388,17.339,5.105,16.59,12.85
2011-02-10,139.016,12.468,33.93,7.81,11.917,5.905,6.225,13.891,9.169,42.3,2.517,21.314,6.869,5.588,19.097,9.46,3.556,14.893,6.22,39.007,6.85,9.516,8.18,4.69,6.869,15.57,10.514,1.863,18.37,3.04,20.033,36.447,1.827,12.07,14.058,6.9,6.308,15.415,5.917,4.3,8.235,14.04,23.133,23.357,36.985,10.44,22.1,1.371,4.455,28.157,7.74,12.5,8.661,6.042,12.3,2.916,5.37,5.566,10.415,4.172,8.52,2.94,3.704,4.22,11.7,32.29,4.64,6.74,3.416,6.5,6.746,8.522,12.79,10.2,17.287,28.967,7.03,10.275,2.81,14.74,19.538,1.607,20.48,3.471,6.79,7.723,56.24,20.75,39.17,9.425,4.117,10.39,5.645,7.664,34.3,5.205,20.37,17.079,11.873,7.372,9.694,17.65,5.227,18.01,13.29
2011-02-11,138.941,12.468,34.1,7.77,11.851,5.997,6.212,13.821,9.189,42.47,2.525,21.8,6.838,5.606,19.347,9.48,3.549,15.373,6.08,39.347,6.953,9.693,8.26,4.64,6.859,15.563,10.438,1.881,18.45,3.043,20.8,37.048,1.791,12.03,14.122,6.99,6.308,15.34,6.011,4.266,8.138,13.95,23.128,23.597,37.41,10.55,22.22,1.379,4.455,28.095,7.9,12.48,8.886,6.058,12.43,2.962,5.45,5.529,10.569,4.256,8.65,3.0,3.675,4.216,11.82,32.28,4.67,6.75,3.394,6.55,6.914,8.635,12.81,10.27,17.46,28.903,7.02,10.615,2.849,14.76,19.3,1.615,21.99,3.482,6.88,7.773,56.12,20.59,38.79,9.625,4.167,10.35,5.676,7.829,34.49,5.415,20.6,16.914,12.031,7.424,10.059,18.783,5.543,17.83,13.32
2011-02-14,140.579,13.007,34.67,7.92,13.039,6.146,6.21,14.224,9.494,43.5,2.558,22.1,6.992,5.787,19.986,10.37,3.625,15.66,6.17,39.353,7.088,9.959,8.6,4.7,7.068,15.619,10.514,1.899,18.45,3.117,22.513,37.087,1.845,12.24,14.627,7.23,6.571,15.62,6.229,4.342,8.066,14.49,23.689,23.832,37.8,10.66,24.44,1.418,4.613,28.257,7.9,12.688,8.75,6.25,12.55,2.962,5.55,5.64,10.946,4.278,8.99,3.05,3.732,4.47,12.04,33.06,4.74,7.055,3.509,6.75,7.108,9.19,12.81,10.38,18.433,28.663,7.125,10.65,2.869,14.865,20.5,1.649,22.55,3.563,7.1,8.015,61.73,20.9,41.01,9.845,4.272,10.55,5.841,7.961,35.02,5.564,20.83,16.857,12.18,7.528,10.147,20.111,5.514,18.5,13.78
2011-02-15,139.174,12.939,34.28,7.98,13.039,6.115,6.273,14.0,9.534,43.86,2.55,21.714,7.069,5.722,19.688,10.19,3.597,15.48,6.11,38.667,7.075,9.996,8.58,4.75,7.009,15.686,10.385,1.887,18.45,3.077,22.607,36.644,1.845,12.13,15.571,7.18,6.633,15.3,6.184,4.318,7.949,14.61,23.913,23.819,38.065,10.81,24.475,1.432,5.076,28.333,8.69,12.816,8.592,6.165,12.49,2.995,5.54,5.771,10.846,4.228,9.16,3.03,3.776,4.509,11.94,32.86,4.78,7.0,3.435,6.84,7.032,9.117,12.81,10.45,18.4,29.313,7.07,10.795,2.873,14.744,20.438,1.635,22.17,3.919,7.01,7.969,62.08,20.85,42.34,9.61,4.244,10.57,5.772,7.921,34.38,5.53,20.94,16.936,12.235,7.548,9.906,19.878,5.449,18.32,13.76
2011-02-16,138.002,12.87,34.19,7.96,13.19,6.083,6.257,14.25,9.629,43.6,2.617,21.539,7.131,5.744,20.16,10.3,3.569,16.08,5.99,39.273,7.155,9.93,8.53,4.75,6.971,15.732,10.61,1.914,18.45,3.12,22.94,36.966,1.982,12.29,16.36,7.38,6.56,15.465,6.233,4.491,8.622,14.81,24.286,23.924,38.025,10.98,24.375,1.471,5.141,28.714,9.0,12.616,8.558,6.165,12.9,3.007,5.55,5.8,11.577,4.372,9.3,3.04,3.796,4.673,11.97,32.68,4.8,7.095,3.534,6.93,7.108,9.433,12.81,10.62,18.947,28.883,7.155,11.1,2.913,14.631,21.092,1.647,22.42,3.985,6.98,8.142,63.36,20.64,43.79,9.675,4.3,10.88,5.984,8.138,34.72,5.509,21.35,17.486,12.421,7.724,10.229,20.639,5.521,18.61,14.04
2011-02-17,136.183,12.87,33.74,7.93,12.982,6.177,6.057,14.167,9.494,42.47,2.583,21.511,7.131,5.78,20.139,10.15,3.576,15.993,6.01,40.513,7.265,10.312,8.37,4.72,7.036,15.544,10.734,1.917,18.45,3.12,22.773,38.442,1.923,12.04,16.649,7.36,6.552,16.825,6.109,4.546,8.454,14.77,24.444,23.898,37.68,10.97,23.71,1.618,5.268,28.095,9.07,12.424,8.467,6.277,12.88,3.007,5.54,5.75,11.554,4.35,9.28,3.01,3.761,4.652,12.35,32.33,4.77,7.29,3.64,6.94,7.38,9.417,12.81,10.84,18.713,28.667,7.155,10.94,2.885,14.647,20.877,1.688,22.35,3.944,6.82,8.0,62.0,20.34,42.93,9.71,4.258,10.93,6.149,8.092,35.98,5.466,22.31,17.036,12.328,8.069,10.459,20.706,5.464,18.35,13.88
2011-02-18,136.724,12.86,34.47,7.8,12.926,6.136,5.972,13.795,9.249,43.7,2.558,22.632,7.031,5.78,19.833,10.2,3.576,15.493,6.06,38.513,7.085,10.141,8.35,4.735,7.015,15.261,10.401,1.896,18.45,3.089,22.347,38.442,1.891,11.72,16.442,7.17,6.115,16.505,5.933,4.509,8.464,14.34,24.551,23.758,38.815,10.67,23.375,1.711,5.061,27.971,8.78,12.308,8.506,6.234,12.6,3.024,5.49,5.582,11.208,4.414,9.2,2.98,3.695,4.708,12.22,32.33,4.72,7.065,3.547,6.94,7.277,9.417,12.81,10.62,18.713,28.75,7.085,10.71,2.885,14.769,20.423,1.681,22.85,3.875,6.83,7.877,63.98,20.41,41.77,9.505,4.236,11.01,6.011,8.138,34.66,5.487,22.04,16.386,12.857,7.834,10.394,20.6,5.528,17.89,13.56
2011-02-21,137.851,12.831,34.52,7.87,13.36,6.129,6.085,14.506,9.834,44.65,2.592,23.036,7.131,5.776,21.819,10.34,3.597,15.88,6.04,38.513,7.418,10.14,8.4,4.8,6.998,15.686,10.643,1.926,18.45,3.126,22.52,38.442,2.005,12.12,16.638,7.27,6.232,16.5,6.226,4.725,8.582,14.42,24.745,24.42,38.75,10.95,23.7,1.711,5.107,27.99,8.75,12.584,8.506,6.229,12.76,3.094,5.56,5.674,11.492,4.619,9.19,3.03,3.738,4.997,12.92,32.75,4.85,7.19,3.602,6.89,7.274,9.543,12.81,10.85,18.84,28.57,7.555,11.005,2.933,14.667,20.931,1.706,23.55,3.955,6.81,8.538,70.38,20.58,42.28,9.585,4.328,11.13,6.244,8.217,35.2,5.577,22.75,17.164,12.913,8.066,11.047,21.011,5.607,18.21,13.83
2011-02-22,136.649,12.478,33.39,7.72,12.756,6.115,5.998,14.923,9.759,43.35,2.525,21.796,6.723,5.595,21.736,9.95,3.542,15.433,5.83,38.513,7.168,9.794,8.12,4.78,6.805,15.394,10.713,1.869,18.45,3.007,21.907,38.442,1.991,11.73,16.451,6.99,6.122,15.52,6.054,4.825,8.459,13.8,24.776,23.649,37.455,10.53,22.45,1.711,5.131,27.886,8.2,13.112,8.306,6.015,12.4,2.995,5.49,5.811,11.154,4.486,8.71,2.97,3.65,4.877,12.6,32.03,4.68,7.165,3.581,6.55,6.966,9.05,12.81,10.63,18.073,28.0,7.22,11.35,2.885,14.33,20.238,1.663,21.41,3.794,6.43,8.381,69.23,20.06,40.13,9.06,4.222,11.57,6.048,7.993,34.06,5.252,21.71,16.436,12.848,7.683,10.788,19.606,5.378,17.5,13.53
2011-02-23,137.31,12.438,33.0,7.72,12.747,6.195,6.17,15.692,9.679,43.55,2.542,21.604,6.585,5.635,22.208,9.97,3.542,15.3,5.83,38.513,7.128,9.794,8.15,4.7,6.783,15.648,11.25,1.914,18.45,2.973,21.12,38.442,2.036,11.78,16.207,6.97,6.272,15.615,6.138,4.992,8.296,14.01,26.056,24.529,37.6,10.9,22.4,1.711,5.268,28.186,8.25,14.056,8.569,6.074,12.52,3.019,5.51,5.808,11.062,4.564,8.63,2.96,3.691,5.03,12.61,32.22,4.82,7.355,3.478,6.51,7.007,8.937,12.81,10.72,18.127,27.4,7.25,11.09,3.044,14.423,20.169,1.683,21.76,3.775,6.43,8.388,69.61,20.53,40.25,9.1,4.358,11.63,6.111,7.868,34.33,5.248,21.73,16.629,12.857,7.738,10.576,19.494,5.406,17.56,13.49
2011-02-24,136.852,12.438,32.88,7.74,13.171,6.31,6.263,15.378,9.809,43.43,2.533,21.375,6.577,5.628,21.507,10.25,3.535,15.253,5.83,38.513,7.135,9.988,8.17,4.74,6.778,16.082,11.137,1.952,18.45,2.985,21.513,38.442,1.991,11.76,16.231,6.94,6.144,15.87,6.047,5.004,8.306,14.1,25.74,24.873,37.615,10.85,23.22,1.711,5.122,28.029,8.29,13.904,8.414,6.068,12.62,3.003,5.54,5.611,11.031,4.544,8.77,2.96,3.73,5.059,12.79,32.03,4.83,7.325,3.497,6.55,6.985,9.03,12.81,10.87,18.32,27.303,7.365,10.73,3.135,14.397,20.377,1.744,21.6,3.827,6.47,8.377,72.08,21.03,40.33,10.01,4.436,11.38,6.011,7.921,34.23,5.269,21.82,16.529,13.535,7.779,10.676,19.767,5.492,17.65,13.69
2011-02-25,134.951,12.507,32.97,7.77,13.482,6.328,6.313,15.41,10.058,43.1,2.542,21.425,6.515,5.747,21.326,10.25,3.535,15.48,5.82,38.513,7.255,10.112,8.13,4.845,6.805,15.882,10.971,1.958,18.45,2.976,22.853,38.442,1.991,11.92,16.111,6.85,6.283,15.79,6.236,4.949,7.99,14.32,25.311,24.516,37.595,11.41,22.64,1.711,5.202,28.024,8.25,13.788,8.256,6.074,12.68,3.003,5.53,5.669,11.169,4.503,8.68,2.98,3.783,5.05,12.65,32.07,4.85,7.41,3.432,6.49,6.991,9.217,12.81,11.02,18.173,28.36,7.445,10.765,3.06,14.365,20.454,1.738,21.67,3.904,6.41,8.423,64.87,21.06,41.19,9.985,4.583,11.12,5.963,7.875,34.05,5.265,21.53,16.279,13.554,7.979,10.535,20.75,5.442,17.5,13.67
