Date,OR FP Equity,DG FP Equity,STLAP FP Equity,TTE FP Equity,AI FP Equity,DSY FP Equity,CS FP Equity,ERF FP Equity,BNP FP Equity,BN FP Equity,CAP FP Equity,CA FP Equity,SGO FP Equity,EL FP Equity,MC FP Equity,ML FP Equity,EDEN FP Equity,KER FP Equity,PUB FP Equity,RNO FP Equity,SAF FP Equity,HO FP Equity,TEP FP Equity,RMS FP Equity,ENGI FP Equity,ORA FP Equity,MT NA Equity,EN FP Equity,ALO FP Equity,VIE FP Equity,SAN FP Equity,GLE FP Equity,SU FP Equity,AIR FP Equity,LR FP Equity,URW FP Equity,ACA FP Equity,RI FP Equity,STMPA FP Equity,WLN FP Equity
09-04-2015,175.95,55.27,#N/A N/A,47.965,89.6078,12.698,24.355,26.125,57.93,64.96,79.2,32.14,43.06,111.45,170.8,23.8825,24.2,166.67,74.63,88.3,66.88,53.97,66.3,342.3,19.275,15.5,20.7043,37.53,27.2567,17.9239,96.6334,46.565,73.37,61.27,52.72,254.55,14.25,113.8,8.654,17.95
10-04-2015,178.95,55.04,#N/A N/A,48.52,89.7176,12.746,24.475,26.755,57.25,64.95,79.5,32.795,42.02,113.05,172.4,24.03,24.39,164.07,75.48,89.44,68.15,54.66,67.41,345.35,19.265,15.45,20.9997,37.765,27.5951,18.1505,98.2148,46.185,73.62,61.91,52.67,256.8,14.185,113.95,8.904,17.95
13-04-2015,178.65,56.56,#N/A N/A,48.76,89.4615,12.778,24.415,26.5,57.62,65.11,79.62,32.74,42.335,113.15,172.55,23.9675,24.295,163.41,74.84,89.32,68.27,54.95,66.14,341.5,19.245,15.955,20.6647,37.875,27.7667,18.1553,98.4435,46.625,73.28,62.79,52.88,253.7,14.15,113.4,9.037,17.9
14-04-2015,177.6,56.45,#N/A N/A,48.73,89.2053,12.78,24.16,26.295,56.8,64.82,79.56,32.56,41.7,112.85,168.25,23.625,24.21,162.16,73.72,89.13,67.64,54.38,65.24,339.7,19.145,15.87,21.3533,37.74,27.5673,18.0204,97.3893,45.73,72.11,61.13,52.48,255.05,13.98,113.3,8.873,17.89
15-04-2015,178.1,56.67,#N/A N/A,49.74,89.681,12.678,24.27,26.33,57.14,66.31,78.82,32.58,41.75,112.75,171.2,24.105,24.75,162.44,73.9,89.59,68.24,54.4,65.72,338.65,19.365,15.825,21.9675,38.075,27.762,18.3192,97.7274,46.045,72.48,62.73,52.77,254.25,14.215,115,8.833,18.92
16-04-2015,178.75,56.7,#N/A N/A,49.31,88.9126,12.56,23.995,26.56,56.33,66.8,79.3,32.38,41.225,112.1,169.05,24.1725,25.01,163.55,73.55,92.22,67.89,53.87,67.1,339.25,19.47,15.835,21.3975,37.74,27.1129,18.3144,96.4942,45.6,70.97,63.97,51.91,252.55,13.79,114.75,8.835,19
17-04-2015,176.3,55.8,#N/A N/A,48.87,87.7052,12.47,23.435,25.9,55.11,66.08,77.09,32.015,40.61,109.25,165.45,23.9675,24.53,163,72.81,90.41,67.21,53.73,62.26,335.1,19.315,15.405,20.7275,37,26.8997,18.3096,95.1316,44.83,69.62,62.18,50.88,249.9,13.4,112.5,8.509,19.18
20-04-2015,177.2,56.27,#N/A N/A,49.38,88.5467,12.746,23.77,26.17,56.07,66.09,78.29,32.2,41.225,111.25,165,24.115,24.32,164.39,72.34,90.74,67.56,54.48,65.89,340.1,19.385,15.535,20.8694,37.495,26.7189,18.3964,95.6388,45.93,70.18,63.11,51.49,253.65,13.565,112.8,8.64,19.25
21-04-2015,178.15,57.09,#N/A N/A,48.695,90.1567,13.356,23.5,26.38,55.59,66.22,78.77,31.93,41.365,111.7,164.1,23.94,24.83,165.46,76.81,94.45,68.98,54.64,69.79,345.15,19.3,15.325,20.5531,37.89,26.5798,18.488,95.3902,45.24,70.47,64.54,52.7,254.3,13.425,113,8.977,19.335
22-04-2015,177.1,56.77,#N/A N/A,48.425,89.864,13.128,23.485,26.275,58.01,66.8,80.14,31.64,41.27,113.6,160.85,23.9475,24.49,159.05,78.3,94.3,70,54.89,69.88,338.95,19.095,15.53,20.8555,38.2,26.487,18.3867,95.967,45.75,70.68,65.8,52.21,255.8,13.69,113.6,9.274,19.57
23-04-2015,175,56.27,#N/A N/A,48.415,88.6199,13.814,23.11,26.22,58.01,66.79,78.73,31.48,40.415,112.95,159.3,25.5,24.4,157.09,77.61,93.59,69.11,55.09,69.4,337.75,18.92,15.35,21.1463,38.34,26.538,18.3337,94.8332,45.105,69.39,65.64,51.26,252.25,13.695,116.3,8.855,19.8
24-04-2015,175.75,56.69,#N/A N/A,48.005,87.3027,13.866,22.87,26.575,58.99,66.98,78.37,31.415,41.07,114,161.05,25.4625,24.455,156.07,77.86,97.08,68.83,55.05,69.21,338.3,19.29,15.49,22.2303,38.7,27.1825,18.864,95.3404,45.835,69.4,65.14,52.36,251.75,14.115,117.25,8.705,19.43
27-04-2015,179.25,56.27,#N/A N/A,49.17,88.8029,14.222,23.325,26.455,59.17,67.48,84.54,31.615,41.675,114.9,162.65,25.625,24.305,158.63,78.13,97.04,68.28,55.83,70.68,337.65,19.51,15.62,22.9841,39.045,27.303,18.9219,96.8025,46.755,70.65,65.75,53.51,255.65,14.34,116.9,8.839,19.75
28-04-2015,174,56.22,#N/A N/A,49.68,87.3027,13.89,22.5,25.685,58.61,66.37,81.49,31.575,40.495,111.85,158.85,25.1375,24.045,157.88,76.21,95.22,68.03,54.72,69.93,335.95,19.315,14.89,23.2749,37.27,26.5844,18.8447,93.6397,46.215,69.17,62.9,52.13,252.8,14.225,114.75,8.512,20.01
29-04-2015,169.2,54.77,#N/A N/A,48.435,84.8878,13.516,22.245,24.89,57.35,64.38,78.38,30.88,40,108.05,155.75,24.545,23.685,157.56,73.95,92.23,65.23,53.06,68.12,339.65,18.735,14.495,22.2722,37.07,26.195,18.2228,91.0637,45.21,66.88,60.58,51.17,247.95,14.01,110.4,8.211,19.97
30-04-2015,170.45,54.82,#N/A N/A,48.485,85.4732,13.76,22.615,25.17,56.44,64.51,79.5,30.79,40.7,108.75,156.6,24.9175,23.905,153.42,74.86,94.1,65.25,54.24,66.95,337.05,18.205,14.74,22.1396,36.93,25.9956,18.2421,90.7057,44.705,66.84,62,51.64,246.5,13.905,111,7.12,19.98
01-05-2015,170.45,54.82,#N/A N/A,48.485,85.4732,13.76,22.615,25.17,56.44,64.51,79.5,30.79,40.7,108.75,156.6,24.9175,23.905,153.42,74.86,94.1,65.25,54.24,66.95,337.05,18.205,14.74,22.1396,36.93,25.9956,18.2421,90.7057,44.705,66.84,62,51.64,246.5,13.905,111,7.12,19.98
04-05-2015,173.35,54.6,#N/A N/A,48.13,86.7904,13.828,22.735,25.37,56.75,64.97,79.99,30.935,41.14,110.3,159.5,24.96,24.355,156.58,75.5,93.5,65.15,54.43,69.08,346.4,18.035,14.9,22.4723,36.69,26.4268,18.8495,91.7898,45.325,67.38,61.6,51.98,249.1,13.965,114,7.004,19.71
