Date,9988 HK Equity,6690 HK Equity,857 HK Equity,101 HK Equity,1088 HK Equity,688 HK Equity,267 HK Equity,3692 HK Equity,11 HK Equity,2899 HK Equity,881 HK Equity,3 HK Equity,1099 HK Equity,992 HK Equity,66 HK Equity,1299 HK Equity,2628 HK Equity,968 HK Equity,27 HK Equity,939 HK Equity,6098 HK Equity,3988 HK Equity,316 HK Equity,1398 HK Equity,3968 HK Equity,388 HK Equity,2313 HK Equity,1038 HK Equity,9961 HK Equity,9618 HK Equity,2319 HK Equity,669 HK Equity,700 HK Equity,2318 HK Equity,960 HK Equity,941 HK Equity,6862 HK Equity,1876 HK Equity,2382 HK Equity,1044 HK Equity,386 HK Equity,9888 HK Equity,1113 HK Equity,241 HK Equity,883 HK Equity,5 HK Equity,1211 HK Equity,2388 HK Equity,1177 HK Equity,6618 HK Equity,9999 HK Equity,2020 HK Equity,9633 HK Equity,981 HK Equity,1209 HK Equity,322 HK Equity,291 HK Equity,3690 HK Equity,836 HK Equity,1109 HK Equity,823 HK Equity,2269 HK Equity,868 HK Equity,762 HK Equity,1928 HK Equity,1810 HK Equity,1929 HK Equity,1378 HK Equity,1997 HK Equity,1093 HK Equity,2 HK Equity,2688 HK Equity,175 HK Equity,1 HK Equity,16 HK Equity,17 HK Equity,2331 HK Equity,288 HK Equity,6 HK Equity,12 HK Equity
21-09-2018,#N/A N/A,#N/A N/A,6.1,15.28,18.5,26.15,11.3,#N/A N/A,210,3,20.65,12.847,38,5.36,41.25,67.8,17.94,2.38,54.85,6.9,14.02,3.52,51.8,5.74,31.7,229,98,61.65,#N/A N/A,#N/A N/A,25.85,49.65,308.241,78.9,22.95,76.25,#N/A N/A,#N/A N/A,92.7,71.75,7.65,#N/A N/A,60.75,7.77,14.14,69.75,54.8,37.2,5.147,#N/A N/A,#N/A N/A,37.2,#N/A N/A,8.51,#N/A N/A,14.74,32.55,72.1,14.16,29.5,72.011,26.1,10.22,9.54,36.85,16.76,8.03,5.7,53.2,8.948,92.35,76.15,16.58,90.6,116.9,43.84,7.37,5.68,55.25,36.455
24-09-2018,#N/A N/A,#N/A N/A,5.98,15.14,17.98,25.3,11.12,#N/A N/A,206.6,3.02,20.3,12.814,36.85,5.27,40.8,66.9,17.56,2.36,52.7,6.78,13.46,3.46,50.9,5.64,31.05,224,96.3,61.75,#N/A N/A,#N/A N/A,24.75,48.35,302.158,78.45,22.15,75.5,#N/A N/A,#N/A N/A,89.05,70.4,7.56,#N/A N/A,59.6,7.68,14.22,68.95,54.75,36.4,5.027,#N/A N/A,#N/A N/A,35.95,#N/A N/A,8.45,#N/A N/A,14.06,31.9,69,13.76,27.95,71.622,26.017,10.18,9.15,36.15,16.5,7.98,5.56,51.65,8.677,91.65,71.45,15.92,89.9,116,42.96,7.18,5.49,55,36
25-09-2018,#N/A N/A,#N/A N/A,5.98,15.14,17.98,25.3,11.12,#N/A N/A,206.6,3.02,20.3,12.814,36.85,5.27,40.8,66.9,17.56,2.36,52.7,6.78,13.46,3.46,50.9,5.64,31.05,224,96.3,61.75,#N/A N/A,#N/A N/A,24.75,48.35,302.158,78.45,22.15,75.5,17.115,#N/A N/A,89.05,70.4,7.56,#N/A N/A,59.6,7.68,14.22,68.95,54.75,36.4,5.027,#N/A N/A,#N/A N/A,35.95,#N/A N/A,8.45,#N/A N/A,14.06,31.9,69,13.76,27.95,71.622,26.017,10.18,9.15,36.15,16.5,7.98,5.56,51.65,8.677,91.65,71.45,15.92,89.9,116,42.96,7.18,5.49,55,36
26-09-2018,#N/A N/A,#N/A N/A,6.27,15.24,18.38,25.15,11.2,#N/A N/A,209,2.94,19.32,12.847,37.35,5.33,40.75,68.1,17.7,2.4,52.65,6.85,13.68,3.49,52,5.73,31.7,227,98.9,61.75,#N/A N/A,#N/A N/A,25.3,49.7,304.186,79.15,21.3,75.7,17.135,#N/A N/A,90.9,72,7.74,#N/A N/A,59.8,7.6,14.84,69.65,55.45,37.3,5.053,#N/A N/A,#N/A N/A,36.05,#N/A N/A,8.47,#N/A N/A,14.3,32.2,68.8,13.68,28.5,74.489,25.8,9.76,9.18,35.7,16.36,7.98,5.36,52.2,8.917,91.05,71.15,15.92,90.45,115.9,43.2,7.03,5.63,55.05,36.273
27-09-2018,#N/A N/A,#N/A N/A,6.23,15.26,18.16,24.85,11.38,#N/A N/A,213.4,2.96,18.7,12.83,37.75,5.57,41.35,69,17.7,2.44,50.3,6.79,13.82,3.49,51.3,5.7,31.9,226.2,98.35,61.95,#N/A N/A,#N/A N/A,25.45,49.65,299.945,78.85,20.65,76,16.269,#N/A N/A,90.1,71.3,7.69,#N/A N/A,60,7.57,14.94,69.4,54.45,37.2,4.967,#N/A N/A,#N/A N/A,36.5,#N/A N/A,8.36,#N/A N/A,14.26,31.3,67,13.8,27.4,74.44,26.45,9.86,9.2,35.3,15.96,8,5.16,51.9,8.781,91.05,72.35,15.66,89.85,115.1,42.8,7.15,5.5,54.95,35.955
28-09-2018,#N/A N/A,#N/A N/A,6.34,15.3,17.88,24.5,11.66,#N/A N/A,212.6,3.01,19.06,12.814,38.3,5.72,41.2,69.9,17.78,2.41,49.65,6.84,13.3,3.48,51.4,5.72,31.8,224,100.4,62,#N/A N/A,#N/A N/A,26.05,50,297.917,79.5,20.2,77.15,17.115,#N/A N/A,90.3,72.2,7.84,#N/A N/A,58.75,7.67,15.5,69.2,56.2,37.2,4.867,#N/A N/A,#N/A N/A,37.55,#N/A N/A,8.44,#N/A N/A,14.38,31.45,68.75,13.84,27.4,74.878,26.383,9.89,9.22,35.45,15.5,8.05,5.2,50.5,8.656,91.65,68,15.6,90.2,114,42.72,7.4,5.51,54.5,35.773
01-10-2018,#N/A N/A,#N/A N/A,6.34,15.3,17.88,24.5,11.66,#N/A N/A,212.6,3.01,19.06,12.814,38.3,5.72,41.2,69.9,17.78,2.41,49.65,6.84,13.3,3.48,51.4,5.72,31.8,224,100.4,62,#N/A N/A,#N/A N/A,26.05,50,297.917,79.5,20.2,77.15,17.115,#N/A N/A,90.3,72.2,7.84,#N/A N/A,58.75,7.67,15.5,69.2,56.2,37.2,4.867,#N/A N/A,#N/A N/A,37.55,#N/A N/A,8.44,#N/A N/A,14.38,31.45,68.75,13.84,27.4,74.878,26.383,9.89,9.22,35.45,15.5,8.05,5.2,50.5,8.656,91.65,68,15.6,90.2,114,42.72,7.4,5.51,54.5,35.773
02-10-2018,#N/A N/A,#N/A N/A,6.33,15,17.72,23.8,11.62,#N/A N/A,209.2,2.97,18.94,12.517,37.15,5.76,40.8,67.55,17.38,2.4,47.3,6.62,12.6,3.4,49.7,5.53,30.85,218.6,99.75,61.85,#N/A N/A,#N/A N/A,25.5,49.4,292.202,77.3,19.92,75.45,16.75,#N/A N/A,87.7,71.05,7.63,#N/A N/A,57.4,7.68,15.64,67.75,53.55,36.15,4.74,#N/A N/A,#N/A N/A,36.05,#N/A N/A,8.41,#N/A N/A,14.1,30.2,66.7,13.68,26.4,72.399,26.3,9.78,9.06,34.05,15,7.89,5.15,49.55,8.531,90.45,58.25,14.94,87.2,111.4,41.68,6.93,5.56,54,35.091
03-10-2018,#N/A N/A,#N/A N/A,6.46,15.1,18,23.9,11.86,#N/A N/A,210,3.07,18.4,12.451,37.7,5.96,40.85,65.8,17.48,2.38,48,6.61,12.48,3.39,49.75,5.51,31.05,217.4,98.05,62.2,#N/A N/A,#N/A N/A,25.05,49.5,291.281,77.3,19.9,75.85,17.077,#N/A N/A,88.85,71.3,7.62,#N/A N/A,57.35,7.54,15.58,67.95,53.95,36.1,4.633,#N/A N/A,#N/A N/A,35.05,#N/A N/A,8.39,#N/A N/A,14.58,29.4,65.05,13.74,26.25,72.788,25.483,9.9,9.08,34.95,14.88,7.8,5.37,51.3,8.427,91.4,59.9,14.84,86.4,111.1,41.52,6.9,5.62,54.4,35.455
04-10-2018,#N/A N/A,#N/A N/A,6.29,15,17.32,23.25,11.58,#N/A N/A,207.8,3.03,18.48,12.303,36.65,5.96,40.35,63.95,17.16,2.38,48.85,6.45,12.66,3.33,49.45,5.38,30.25,214.4,96,61,#N/A N/A,#N/A N/A,24.65,48.5,284.275,76.55,19.6,75.65,16.981,#N/A N/A,84,71.1,7.26,#N/A N/A,56.55,7.14,15.04,68.05,51.95,35.75,4.5,#N/A N/A,#N/A N/A,34.6,#N/A N/A,8.26,#N/A N/A,14.28,28.8,65.05,13.48,25.6,71.039,25.867,9.82,9.07,35.6,14.5,7.94,5.64,51.05,8.01,88.5,61.8,14.22,85.55,109.6,41.36,6.89,5.81,53.85,35.091
05-10-2018,#N/A N/A,#N/A N/A,6.23,14.88,17.44,23.5,11.72,#N/A N/A,209.6,2.95,17.46,12.303,37.25,5.06,40.25,63.75,17.08,2.36,48.45,6.38,12.48,3.33,48.55,5.34,30.05,213.8,93.9,61,#N/A N/A,#N/A N/A,24.15,47.75,281.141,76.5,19.26,77.55,17.019,#N/A N/A,81.9,71,7.29,#N/A N/A,56.5,6.97,14.82,68.45,52.1,35.7,4.513,#N/A N/A,#N/A N/A,34.5,#N/A N/A,7.93,#N/A N/A,14.14,28.5,67.9,13.38,25.75,68.95,24.267,9.88,9.06,36.2,14.28,8.14,5.57,51.35,8.156,87.1,61.95,14.38,85.15,109.6,41.76,7.01,5.93,53.5,35.227
08-10-2018,#N/A N/A,#N/A N/A,6.12,14.78,17.2,23.05,11.8,#N/A N/A,210.2,2.86,17.02,12.286,37.1,4.96,40.4,63.55,16.98,2.35,45.25,6.27,11.54,3.31,48.5,5.28,29.7,210.6,90.3,60.85,#N/A N/A,#N/A N/A,23.25,46.65,275.611,74.75,18.52,78.05,16.75,#N/A N/A,76.7,68.9,6.96,#N/A N/A,56,6.61,14.4,68.05,51.5,35.45,4.34,#N/A N/A,#N/A N/A,34.1,#N/A N/A,7.7,#N/A N/A,13.54,28.25,68.45,13.22,25.15,67.881,22.867,9.36,8.97,34.8,13.58,7.84,5.08,52.1,7.906,87.3,61.25,14.14,83.25,108.9,41.44,6.89,5.75,53.25,35.136
09-10-2018,#N/A N/A,#N/A N/A,6.22,14.94,17.58,23,11.9,#N/A N/A,210.2,2.86,16.98,12.286,37.65,4.92,40.05,63,17.04,2.34,44.8,6.3,11.4,3.33,49,5.32,29.85,210.6,89.7,61,#N/A N/A,#N/A N/A,23.3,46.6,270.817,74.6,18.14,78.4,16.654,#N/A N/A,75.5,66.7,6.88,#N/A N/A,56.6,6.76,14.7,67.65,50.9,35.25,4.367,#N/A N/A,#N/A N/A,30.5,#N/A N/A,7.79,#N/A N/A,13.28,28.4,68.95,13.5,25.3,68.609,23.167,9.29,8.88,34.65,13.58,7.9,5.3,53.15,7.969,87.9,64.8,13.4,83.3,109.5,42.08,6.53,5.81,53.6,35.364
10-10-2018,#N/A N/A,#N/A N/A,6.23,14.82,18.3,23.7,11.92,#N/A N/A,210.4,2.84,16.98,12.385,37.1,4.8,39.95,63.2,17.14,2.35,44.95,6.28,11.6,3.34,49.05,5.32,29.8,208.8,85.35,62.25,#N/A N/A,#N/A N/A,22.75,46.3,263.996,74.75,17.86,80.75,16.962,#N/A N/A,76,66.8,6.81,#N/A N/A,56.15,6.67,14.84,68.1,49.95,35.15,4.367,#N/A N/A,#N/A N/A,31.15,#N/A N/A,7.49,#N/A N/A,13.3,28.5,69,13.56,25.45,70.359,22.65,9.36,9.11,34.55,13.76,7.81,5.45,51.9,8.146,88.9,65.9,13.76,83.65,108.4,40.96,6.79,5.91,54.15,34.727
11-10-2018,#N/A N/A,#N/A N/A,5.99,14.08,17.82,22.6,11.5,#N/A N/A,204.6,2.75,15.6,12.22,36.75,4.67,39.3,60.5,16.66,2.27,42.8,6.09,10.98,3.27,47.5,5.16,28.6,196.7,84,60.65,#N/A N/A,#N/A N/A,22.7,44.75,246.114,72.1,17.2,78.5,16.346,#N/A N/A,71.3,65.3,6.72,#N/A N/A,54.45,6.16,14.28,66.05,47.5,34.1,4.127,#N/A N/A,#N/A N/A,30.35,#N/A N/A,6.92,#N/A N/A,12.46,27.3,62,13.28,24.2,69.533,20.8,8.83,8.81,33.15,12.66,7.52,5.35,49.1,7.854,88,65.8,12.9,81.9,105.4,39.8,6.43,5.84,53.3,33.773
12-10-2018,#N/A N/A,#N/A N/A,5.96,14.42,18.48,23.2,11.56,#N/A N/A,204.6,2.9,16.56,12.22,36.45,4.76,39.2,62.95,17.12,2.29,45.65,6.21,11.54,3.31,48.1,5.27,29.25,201,86.75,61,#N/A N/A,#N/A N/A,23,44.5,265.84,73.7,17.38,78,17.096,#N/A N/A,78.95,64.75,6.81,#N/A N/A,54.65,6.27,14.5,66.05,50.05,34.35,4.34,#N/A N/A,#N/A N/A,31.7,#N/A N/A,7.18,#N/A N/A,13.12,28.55,59.3,13.12,25.6,69.921,21.667,9.2,8.83,34.35,13.06,7.63,5.54,48.7,8.125,87.95,64.95,14.08,81.3,104.7,39.68,6.75,5.97,53.1,33.955
15-10-2018,#N/A N/A,#N/A N/A,6,14.58,18.3,22.7,11.36,#N/A N/A,203.2,2.93,16.02,12.138,35.95,4.88,38.8,62.4,16.86,2.28,44.55,6.07,11.1,3.25,47.2,5.16,28.9,199.4,83.45,59.35,#N/A N/A,#N/A N/A,22.45,43.75,260.678,73.25,16.74,76.6,16.981,#N/A N/A,79.1,62.7,6.75,#N/A N/A,54.9,6.1,14.58,64.75,50.1,33.8,4.487,#N/A N/A,#N/A N/A,30.7,#N/A N/A,6.9,#N/A N/A,12.44,28,55.45,13.08,24.8,70.164,21.667,8.68,8.75,33.85,12.48,7.05,5.32,48,8.156,86.9,63.6,13.84,81.25,103.7,39.24,6.71,5.98,52.55,33.455
16-10-2018,#N/A N/A,#N/A N/A,6.05,14.48,18.54,22.55,11.42,#N/A N/A,203,2.86,15.52,12.138,35.75,5.04,38.6,61.45,17.02,2.29,44.9,6.09,11.18,3.25,47,5.18,29.25,199.8,84,59.6,#N/A N/A,#N/A N/A,22.85,44,259.387,73.3,16.76,77.7,16.962,#N/A N/A,80.95,61.7,6.79,#N/A N/A,54.4,6.4,14.92,64.8,50.05,33.5,4.447,#N/A N/A,#N/A N/A,30.3,#N/A N/A,6.81,#N/A N/A,12.18,27,56,13.12,24.95,69.484,21.317,8.64,8.87,33.3,12.3,6.67,5.35,47.05,8.375,86.7,65.15,14.04,80.75,102.9,39.56,6.64,5.77,52.9,33.409
17-10-2018,#N/A N/A,#N/A N/A,6.05,14.48,18.54,22.55,11.42,#N/A N/A,203,2.86,15.52,12.138,35.75,5.04,38.6,61.45,17.02,2.29,44.9,6.09,11.18,3.25,47,5.18,29.25,199.8,84,59.6,#N/A N/A,#N/A N/A,22.85,44,259.387,73.3,16.76,77.7,16.962,#N/A N/A,80.95,61.7,6.79,#N/A N/A,54.4,6.4,14.92,64.8,50.05,33.5,4.447,#N/A N/A,#N/A N/A,30.3,#N/A N/A,6.81,#N/A N/A,12.18,27,56,13.12,24.95,69.484,21.317,8.64,8.87,33.3,12.3,6.67,5.35,47.05,8.375,86.7,65.15,14.04,80.75,102.9,39.56,6.64,5.77,52.9,33.409
18-10-2018,#N/A N/A,#N/A N/A,5.96,14.24,18.04,22.95,11.48,#N/A N/A,202,2.81,15.22,12.171,35.05,5.21,38.6,61.85,16.98,2.3,45.35,6.08,11,3.23,46.9,5.17,28.75,202.8,84.95,60.5,#N/A N/A,#N/A N/A,23,43.15,259.019,72.7,16.6,78.15,16.019,#N/A N/A,82.8,62.85,6.5,#N/A N/A,54.85,6.5,14.62,64.55,49.8,33.15,4.387,#N/A N/A,#N/A N/A,31.05,#N/A N/A,6.76,#N/A N/A,12.32,27.05,55,13.24,24.75,71.719,21,8.78,8.83,33.7,12.34,6.77,5.46,48.1,8.469,87.5,66.3,13.7,80.75,102.8,39.96,6.73,5.83,53,33.909
19-10-2018,#N/A N/A,#N/A N/A,5.92,14.32,18.06,23.45,11.62,#N/A N/A,201,2.86,15.1,12.385,36,5.13,38.9,62.3,17.24,2.27,45.6,6.2,11.36,3.28,46.95,5.23,29.65,209,82.85,59.5,#N/A N/A,#N/A N/A,23.15,42.7,259.94,74.05,17.1,77.85,16.154,#N/A N/A,83.65,63.1,6.5,#N/A N/A,54.6,6.85,14.08,63.85,49.1,33.5,4.453,#N/A N/A,#N/A N/A,31.3,#N/A N/A,6.68,#N/A N/A,12.2,28.05,55,12.84,25.4,71.088,21.233,8.86,8.69,33.8,12.28,6.77,5.7,47.05,8.51,88.6,67.05,14.02,80.4,103.4,40,6.84,5.9,53,34.273
22-10-2018,#N/A N/A,#N/A N/A,6.03,14.56,18.5,24.3,11.68,#N/A N/A,203.4,2.96,16.34,12.451,36.8,5.08,38.8,64.65,17.82,2.36,47.2,6.35,11.56,3.34,46.5,5.36,30.7,216,86.5,60.9,#N/A N/A,#N/A N/A,24.85,43.15,268.421,76.5,17.4,77.5,17.038,#N/A N/A,85.7,64.6,6.59,#N/A N/A,55.6,7.14,14.54,64.35,53.6,33.8,4.927,#N/A N/A,#N/A N/A,33.3,#N/A N/A,6.83,#N/A N/A,12.82,29.1,58.5,13.04,27.25,71.816,22.467,9,8.92,35.15,12.98,7.06,5.85,47.95,9.01,88.75,68,15.12,81.75,104.1,40.88,7.39,6.07,53.45,34.318
23-10-2018,#N/A N/A,#N/A N/A,5.92,14.24,17.84,23.6,11.42,#N/A N/A,196.9,2.95,15.24,12.187,36.05,4.81,38.15,61.65,17.36,2.4,43.45,6.2,10.98,3.27,46.55,5.24,29.95,209.6,87.9,58.5,#N/A N/A,#N/A N/A,23.9,43.05,256.069,75.9,17.4,74.5,16.519,#N/A N/A,82.3,63.8,6.37,#N/A N/A,54.25,6.89,14.12,62.4,51.6,33.25,4.607,#N/A N/A,#N/A N/A,32.6,#N/A N/A,6.45,#N/A N/A,12.02,28.1,55.05,12.7,25.45,70.262,21,8.71,8.84,33.3,12.32,6.98,5.6,46.9,8.771,85.9,65.25,14.66,79.65,101.7,40.08,7.05,5.72,52.5,33.864
24-10-2018,#N/A N/A,#N/A N/A,5.81,14.28,18.32,23.65,11.5,#N/A N/A,198.6,2.93,15.68,12.22,36.4,4.98,38.45,60.7,17.2,2.37,43.05,6.22,10.8,3.27,46,5.29,30.2,211,87.05,58.75,#N/A N/A,#N/A N/A,23.75,42.75,254.225,75.9,17.32,74.7,16.596,#N/A N/A,78.5,63.6,6.44,#N/A N/A,53.7,6.77,13.58,61.6,53,32.95,4.66,#N/A N/A,#N/A N/A,32.65,#N/A N/A,6.23,#N/A N/A,12.12,28,52.75,12.46,25.65,70.796,20.9,8.69,8.87,33,12.26,6.97,5.6,46.95,8.635,86.1,66.25,14.6,80.2,101,40.08,6.9,5.7,52.8,33.591
25-10-2018,#N/A N/A,#N/A N/A,5.65,14.06,18.5,23.85,11.56,#N/A N/A,194.7,2.98,15.54,12.336,37.35,4.92,38.4,59.35,17.1,2.4,42.45,6.2,10.88,3.27,46.1,5.28,29.7,210.6,85.7,57.55,#N/A N/A,#N/A N/A,23.9,41.15,247.957,75.4,18.36,74.1,15.981,#N/A N/A,72.45,64.5,6.34,#N/A N/A,52.75,6.45,13.18,61.05,53,32.2,4.733,#N/A N/A,#N/A N/A,31.85,#N/A N/A,6.04,#N/A N/A,11.9,28,55,12.56,26,70.407,20.067,8.54,8.78,31.55,12.68,6.9,5.48,46.95,8.719,86.8,66.3,14.46,79.2,100.9,39.6,6.98,5.81,52.55,33.364
26-10-2018,#N/A N/A,#N/A N/A,5.56,14.08,18.22,24,11.46,#N/A N/A,189.6,2.91,15.26,12.27,36.3,4.92,38.1,59.4,15.96,2.37,42.3,6.17,10.46,3.26,46.15,5.26,29.55,208.8,82.9,57.75,#N/A N/A,#N/A N/A,23,38,239.661,74.4,18.26,73.05,15.635,#N/A N/A,64.4,65,6.39,#N/A N/A,52.6,6.31,13.4,60.5,51.1,31.35,4.56,#N/A N/A,#N/A N/A,31.3,#N/A N/A,5.99,#N/A N/A,11.64,27.75,52.75,12.76,26.1,70.845,18.633,8.18,8.73,30.4,12.28,6.74,5.44,47.6,8.438,85.4,64.8,14,78,102.6,39.72,6.96,5.75,51.8,33
29-10-2018,#N/A N/A,#N/A N/A,5.58,14.04,17.5,24.45,11.66,#N/A N/A,189.8,2.94,13.68,12.336,36.85,4.9,37.95,59.55,15.8,2.31,41.8,6.17,9.66,3.27,45.3,5.28,28.7,205.4,83.9,57.75,#N/A N/A,#N/A N/A,22.8,36.4,239.661,72.75,17.96,71.8,15.269,#N/A N/A,63.5,64,6.41,#N/A N/A,52.95,6.3,13.4,63.55,50.1,31.65,4.413,#N/A N/A,#N/A N/A,30.95,#N/A N/A,6,#N/A N/A,11.36,26.5,52.85,13.2,26.4,71.088,17.667,7.89,8.59,30.5,12.02,6.82,5.27,48.25,8.292,87.05,65.9,13.62,78.95,103.8,39.92,6.87,5.6,52.2,33.227
30-10-2018,#N/A N/A,#N/A N/A,5.55,14.1,17.2,24.15,11.74,#N/A N/A,182.1,2.92,14.06,12.286,36.25,4.96,37.55,58.25,15.5,2.33,40.75,6.2,9.89,3.3,45.8,5.28,28.85,204.6,83.1,57.35,#N/A N/A,#N/A N/A,22.15,35.95,232.471,72.55,18.3,71.4,15.269,#N/A N/A,64.25,62.55,6.54,#N/A N/A,52.05,6.17,13.56,63.15,49.1,29.45,4.487,#N/A N/A,#N/A N/A,30.8,#N/A N/A,5.99,#N/A N/A,11.4,26.1,50.15,13.2,26.45,70.067,18.15,7.59,8.17,30.3,11.66,6.81,5.06,47.95,8.302,86.7,67.6,13.94,78.15,101.8,39.6,7.09,5.62,51.7,32.909
31-10-2018,#N/A N/A,#N/A N/A,5.74,14.2,17.76,24.55,11.76,#N/A N/A,183.6,2.91,14.3,12.336,37.8,4.99,38,59.35,15.62,2.45,42.4,6.22,10.12,3.34,46,5.3,30.2,208,86.6,57.3,#N/A N/A,#N/A N/A,23.1,36.7,246.114,73.85,19.04,73.3,15.846,#N/A N/A,68,62.1,6.36,#N/A N/A,50.9,6.34,13.46,64.4,50.8,29.3,4.687,#N/A N/A,#N/A N/A,32.2,#N/A N/A,6.47,#N/A N/A,11.6,27.25,50.7,13.78,26.6,67.54,18.617,7.76,8.14,30.9,12.18,6.87,5.25,48.55,8.615,87.9,66.65,15,78.95,101.9,39.76,7.34,5.49,52.35,33.182
01-11-2018,#N/A N/A,#N/A N/A,5.79,14.28,18.24,25.7,11.8,#N/A N/A,185.2,2.92,14.74,12.253,36.8,5.06,38.1,61.3,15.72,2.52,43.75,6.31,10.64,3.37,47,5.37,30.95,213.6,86.8,57.85,#N/A N/A,#N/A N/A,23.8,39.25,256.069,74.95,20.45,73.95,16.212,#N/A N/A,73,62,6.39,#N/A N/A,52.25,6.62,13.44,65.05,49.25,29.8,4.92,#N/A N/A,#N/A N/A,33.15,#N/A N/A,6.57,#N/A N/A,11.74,27.15,56.35,13.6,27.85,68.755,19.133,8,8.21,31.8,12.34,7.08,5.13,48.65,8.844,86.8,64.85,15.36,79.35,103.9,40.32,7.52,5.28,51.65,33.182
02-11-2018,#N/A N/A,#N/A N/A,5.82,14.68,18.86,26.55,12.06,#N/A N/A,192.3,3.01,16.34,12.484,37.45,5.44,38.9,64.25,16.74,2.62,47.9,6.58,11.22,3.46,48.05,5.56,33.15,227.2,94.3,58.9,#N/A N/A,#N/A N/A,25,43.4,279.851,79.05,21.25,74.05,16.558,#N/A N/A,80.5,63.8,6.59,#N/A N/A,53.7,7.3,13.58,66.4,51.45,30.85,5.46,#N/A N/A,#N/A N/A,35.25,#N/A N/A,7.27,#N/A N/A,12.6,28.85,61.35,13.94,28.5,70.262,21.367,8.54,8.54,35.2,13.48,7.21,5.27,49.95,9.51,87.65,67.45,17.16,81.9,106.9,41.36,7.93,6,53.05,34.409
05-11-2018,#N/A N/A,#N/A N/A,5.8,14.62,18.56,25.7,11.94,#N/A N/A,186.6,2.98,15.92,12.319,37.75,5.36,38.15,62.2,16.38,2.89,46.55,6.49,11.1,3.41,48,5.44,33,221,91.8,57.8,#N/A N/A,#N/A N/A,24.95,41.5,269.527,78,20.85,72.75,16.288,#N/A N/A,78.5,62.4,6.66,#N/A N/A,52.95,7.21,13.52,65.5,51.65,30.2,5.287,#N/A N/A,#N/A N/A,35,#N/A N/A,7.13,#N/A N/A,12.82,27.75,62.15,13.72,27.35,68.804,20.683,8.38,8.4,33.95,13.08,7.07,5.18,47.9,9.479,86.3,66.95,16.68,80.05,105.2,40.64,7.76,5.79,52.2,33.955
06-11-2018,#N/A N/A,#N/A N/A,5.93,14.68,18.74,25.7,12.12,#N/A N/A,185.4,3.02,15.96,12.352,38.45,5.5,38.6,62.5,16.44,2.97,45.8,6.54,11.18,3.42,48,5.45,33.1,221.8,92.6,58.25,#N/A N/A,#N/A N/A,25.4,41,269.158,78.65,20.95,73.8,16.462,#N/A N/A,75.5,62.7,6.78,#N/A N/A,54.15,7.24,13.9,66.05,51.05,30,5.473,#N/A N/A,#N/A N/A,34.7,#N/A N/A,6.94,#N/A N/A,12.94,28.35,62.8,13.84,28,69.97,20.933,8.55,8.57,33.5,13.24,7.12,5.2,48.2,9.708,86.9,66.7,16.2,81.25,107.5,41.52,7.65,5.86,52.65,34.545
07-11-2018,#N/A N/A,#N/A N/A,5.97,15.02,19.1,25.65,12.14,#N/A N/A,183.1,2.99,15.26,12.237,38.95,5.58,38.55,63.6,16.42,2.97,46,6.53,11.28,3.43,46.5,5.47,33.1,224.4,94.45,57.9,#N/A N/A,#N/A N/A,25.5,42.6,270.449,78.55,20.95,72.85,16.404,#N/A N/A,75,63.5,6.76,#N/A N/A,54.45,7.24,13.86,65.95,51.1,29.8,5.46,#N/A N/A,#N/A N/A,35.25,#N/A N/A,6.88,#N/A N/A,13.06,28.35,62.05,13.6,28.15,70.602,21.667,8.62,8.5,33.75,13.3,7.17,5.23,48.5,9.781,85.75,67.55,15.4,80.55,107.2,41.52,7.98,5.96,52.55,34.409
08-11-2018,#N/A N/A,#N/A N/A,6.05,14.98,19.12,25.85,12.3,#N/A N/A,183.2,2.97,15.3,12.303,39,5.55,38.9,63.35,16.54,2.97,44.25,6.59,11.3,3.44,46.1,5.49,33.6,227,95.8,57.85,#N/A N/A,#N/A N/A,25.05,41.85,270.633,78.7,20.9,74.85,16.404,#N/A N/A,73.25,63.5,6.81,#N/A N/A,55,7.09,14.16,65.9,52.85,29.65,5.4,#N/A N/A,#N/A N/A,35.2,#N/A N/A,6.56,#N/A N/A,12.38,27.7,59.8,14.08,28.05,70.504,21.767,8.6,8.65,32.6,13.72,7.19,5.27,48.95,9.573,86.8,70.55,15.08,80.5,107.6,41.84,8.15,6.1,52.85,34.5
09-11-2018,#N/A N/A,#N/A N/A,5.91,14.68,18.6,25.2,12.12,#N/A N/A,177.9,2.93,14.92,12.22,39.15,5.8,38.3,62.65,16.28,2.9,42.9,6.43,11,3.35,46.8,5.34,31.75,221.4,92.15,57.45,#N/A N/A,#N/A N/A,24.5,41,257.359,77.15,20.35,72.9,16.442,#N/A N/A,72.3,62.85,6.71,#N/A N/A,53.25,7.23,13.54,64.65,53.3,29.05,5.26,#N/A N/A,#N/A N/A,34.45,#N/A N/A,6.35,#N/A N/A,12.5,27.3,56.3,13.86,27.15,69.97,21.183,8.37,8.41,31.7,13.2,7.06,5.13,47.3,9.531,85.7,68.75,14.56,79,106,40.96,8.03,6.1,52.3,33.955
