Date,UNH UN Equity,GS UN Equity,MSFT UQ Equity,HD UN Equity,CAT UN Equity,AMGN UQ Equity,MCD UN Equity,V UN Equity,CRM UN Equity,BA UN Equity,HON UQ Equity,AAPL UQ Equity,CVX UN Equity,TRV UN Equity,WMT UN Equity,JNJ UN Equity,AXP UN Equity,PG UN Equity,JPM UN Equity,IBM UN Equity,MRK UN Equity,NKE UN Equity,MMM UN Equity,DIS UN Equity,KO UN Equity,CSCO UQ Equity,DOW UN Equity,INTC UQ Equity,VZ UN Equity,WBA UQ Equity
05-05-2020,293.04,178.3,180.76,225.61,108.91,236.36,179.24,178.44,163.25,125.4,#N/A N/A,74.39,92.89,96.85,124.73,149.5,86.74,116.01,92,117.084,74.3846,87.2,147.43,101.06,45.4,41.46,33.37,58.75,56.51,42.02
06-05-2020,288.77,176.92,182.54,223.92,107.67,236.59,176.97,178.78,163.67,121.86,#N/A N/A,75.158,90.05,93.29,123.3,148.08,84,113.1,90.27,117.6475,73.5359,88.44,146.2,100.88,44.75,41.15,31.96,59.18,55.64,41.2
07-05-2020,285,182.32,183.6,229.45,107.29,233.33,181.12,182.72,169.9,128.65,#N/A N/A,75.935,92.64,95.8,121.89,147.59,86.73,112.17,91.21,115.7945,72.0866,88.56,145.74,105.57,44.6,41.37,32.85,59.17,55.58,40.66
08-05-2020,287,185.39,184.68,234.43,112.11,234.82,181.23,185.09,175.9,133.44,#N/A N/A,77.533,95.47,97.34,122.94,148.7,89.5,115.95,92.7,117.4756,72.8494,90.46,148.51,109.16,46.11,42.99,34.33,59.67,57,41.67
11-05-2020,288.69,183.16,186.74,236.56,108.61,242.74,180.88,183.56,182.67,128.91,#N/A N/A,78.753,93.37,95.51,123.67,149.11,85.33,115.31,89.97,117.0936,74.2892,90.93,145.73,107.77,45.54,43.32,33.9,60.13,56.4,41.71
12-05-2020,287.7,177.21,182.51,232.9,105,237.21,176.54,179.47,177.54,125.22,#N/A N/A,77.853,91.1,93.96,123.78,147.14,83.14,114.55,87.03,114.868,73.6027,88.26,141.52,104.56,44.82,43.22,33.79,58.39,55.46,40.53
13-05-2020,278,171.8,179.75,230.1,104.48,236.83,172.82,177.09,169.64,121.5,#N/A N/A,76.913,88.7,89.86,123.71,147.13,78.03,113.92,84.03,110.5411,74.2701,86.02,136.12,102.92,43.94,41.95,32.35,57.74,54.85,38.35
14-05-2020,290.61,174.45,180.53,234.48,106.19,237.98,175.41,180.9,167,122.52,#N/A N/A,77.385,90.05,90.22,123.42,147.64,83.81,113.81,87.52,111.7064,76.3298,86.55,135.99,105.91,43.7,43.85,33.51,59.08,54.91,38.85
15-05-2020,290.96,171.87,183.16,239.33,107.92,240.2,173.81,183.49,171.33,120,#N/A N/A,76.928,89.16,90.31,125.94,150.44,82.22,114.61,85.9,111.7351,76.0723,86.99,138.69,109.05,43.26,44.27,33.56,58.28,54.71,38.4
18-05-2020,293.36,181.88,184.91,245.35,115.02,233.19,179.83,191.38,172.5,135.44,#N/A N/A,78.74,92.55,95.3,127.66,150.52,88.41,116.21,90.45,116.1097,76.0151,91.04,149.27,116.85,44.97,45.06,36.74,59.92,55.72,40.86
19-05-2020,289.05,177.83,183.63,238.1,112.08,227.43,179.57,189.36,176.04,130.44,#N/A N/A,78.285,89.62,93.27,124.95,149.02,87.26,112.44,88.67,114.8967,73.9459,91.51,148.38,114.37,44.54,44.605,35.64,60.29,54.38,39.77
20-05-2020,287.99,181.44,185.66,238.19,115.69,227.87,184.1,193.86,176.93,133.32,#N/A N/A,79.808,93,95.54,125.45,147.68,90.73,113.28,91.33,115.9378,73.3166,92.95,149.68,119.92,45.89,45.44,36.18,63.1,54.26,40.14
21-05-2020,286.91,180.1,183.43,240.88,114.06,224.78,185.08,190.62,175.26,139,#N/A N/A,79.213,92.04,99.17,124.99,146.71,89.83,111.62,90.17,113.7791,72.9924,94.26,145.81,117.83,45.17,44.64,35.82,61.98,53.97,39.75
22-05-2020,289.94,179.93,183.51,241.88,112.47,226.43,184.41,190.86,177.85,137.53,#N/A N/A,79.723,90.28,100.1,124.33,144.37,89.33,112.6,89.47,113.0819,72.8208,93.75,146.44,118.02,45.03,44.9,36.12,62.255,54.1,39.6
25-05-2020,289.94,179.93,183.51,241.88,112.47,226.43,184.41,190.86,177.85,137.53,#N/A N/A,79.723,90.28,100.1,124.33,144.37,89.33,112.6,89.47,113.0819,72.8208,93.75,146.44,118.02,45.03,44.9,36.12,62.255,54.1,39.6
26-05-2020,294.89,196.06,181.57,242.48,117.41,222.4,184.84,193.22,176.52,144.73,#N/A N/A,79.183,93.3,103.36,123.86,144.56,94.32,112.03,95.82,116.3008,73.6694,96.62,152.08,120.95,46.09,44.84,38.79,62.34,54.3,42.16
27-05-2020,303.77,209.66,181.81,247.36,122.42,224.81,187.72,192.82,176.6,149.52,#N/A N/A,79.528,93.9,106.82,122.48,144.89,101.23,113.89,101.37,119.9113,73.9459,99.87,158.15,121.53,46.73,45.96,39.82,63.56,55.14,42.97
28-05-2020,303.97,201.22,181.4,245.14,120.74,224.13,188.73,194.26,181.1,149.82,#N/A N/A,79.563,90.87,107.59,123.69,146.97,98.06,116.06,99.86,118.9466,75.3667,98.46,156.82,116.75,47.09,45.595,38.71,61.7,55.72,41.83
29-05-2020,304.85,196.49,183.25,248.48,120.13,229.7,186.32,195.24,174.79,145.85,#N/A N/A,79.485,91.7,106.98,124.06,148.75,95.07,115.92,97.31,119.3,76.9686,98.58,156.44,117.3,46.68,47.82,38.6,62.93,57.38,42.94
