Date,UNH UN Equity,GS UN Equity,MSFT UQ Equity,HD UN Equity,CAT UN Equity,AMGN UQ Equity,MCD UN Equity,V UN Equity,CRM UN Equity,BA UN Equity,HON UQ Equity,AAPL UQ Equity,CVX UN Equity,TRV UN Equity,WMT UN Equity,JNJ UN Equity,AXP UN Equity,PG UN Equity,JPM UN Equity,IBM UN Equity,MRK UN Equity,NKE UN Equity,MMM UN Equity,DIS UN Equity,KO UN Equity,CSCO UQ Equity,DOW UN Equity,INTC UQ Equity,VZ UN Equity,WBA UQ Equity
15-07-2008,22.33,157.8,26.15,21.46,67.04,52.66,58.56,17.105,15.8475,63.88,#N/A N/A,6.059,89.42,41.49,56.24,67.7,37.02,64.35,31.02,117.6762,34.88,14.41,67.69,29.43,25.895,21.04,#N/A N/A,20.71,32.741,#N/A N/A
16-07-2008,22.53,172.86,27.25,22.68,70.53,52.41,60.16,18.0575,16.75,65.58,#N/A N/A,6.172,86.39,43.7,56.96,68.19,39.67,63.89,35.94,120.2934,34.9277,14.54,68.64,30.43,26.17,21.08,#N/A N/A,20.91,33.0587,#N/A N/A
17-07-2008,23.58,181.24,27.52,23.38,71.83,53.19,60.37,18.765,17.405,66.92,#N/A N/A,6.136,85.67,43.24,57.68,67.83,41.79,63.89,40.8,120.8473,35.2423,14.64,69.45,31.2,25.17,21.52,#N/A N/A,21.99,33.1054,#N/A N/A
18-07-2008,23.9,182.84,25.86,23.44,70.89,52.56,60.44,18.35,17.685,68.14,#N/A N/A,5.898,86.05,43.95,57.92,67.82,42.19,63.67,40.02,124.0663,35.9289,14.55,68.94,30.9,25.015,21.66,#N/A N/A,22.09,33.1241,#N/A N/A
21-07-2008,23.83,180.78,25.64,23.12,73.23,53.16,59.75,17.975,17.345,68.24,#N/A N/A,5.939,86.91,43.08,57.31,67.11,40.9,63.64,38.65,122.8914,33.6881,14.3775,68.73,30.49,24.8,21.84,#N/A N/A,22.09,32.8438,#N/A N/A
22-07-2008,26.21,188.04,25.8,23.95,74.98,54.6,60.12,18.5125,16.42,69.26,#N/A N/A,5.786,85.63,44.66,59.06,67.99,37.99,64.1,40.86,124.1713,29.874,14.6675,70.3,30.41,25.675,21.9,#N/A N/A,22.09,32.4046,#N/A N/A
23-07-2008,27.76,187.87,26.43,25.03,72.42,53.92,59.66,18.3125,16.1475,66.72,#N/A N/A,5.938,82.65,45.6,58.09,68.27,39.34,64.7,41.96,123.7128,30.2935,14.8,70.8,31.15,26.25,22.17,#N/A N/A,22.3,33.4885,#N/A N/A
24-07-2008,27.02,180.26,25.44,24.02,69.78,53.84,58.37,17.52,15.8625,62.53,#N/A N/A,5.68,82,42.88,56.97,68.66,36.41,64.51,39.14,124.1713,30.7226,14.5325,71.05,31.02,25.93,21.76,#N/A N/A,21.67,32.7877,#N/A N/A
25-07-2008,27.45,178.66,26.16,23.8,70.48,53.92,58.65,17.99,15.9375,63.83,#N/A N/A,5.79,82.56,42.33,56.83,69.03,36.62,64.46,39.52,122.7672,31.1612,14.5425,70.95,31.1,26.03,22.43,#N/A N/A,22.01,32.1897,#N/A N/A
28-07-2008,26.78,172.9,25.5,23.16,69.19,60.48,57.79,17.6375,15.6625,62.34,#N/A N/A,5.514,82.49,42.1,56.02,68.48,35.37,63.83,37.66,120.5895,30.57,14.31,69.63,30.5,25.575,21.98,#N/A N/A,21.67,31.3955,#N/A N/A
29-07-2008,27.53,181.63,26.11,24.33,70.99,62.28,59.7,18.9925,15.93,63.21,#N/A N/A,5.61,82.84,43.3,57.45,68.48,37.52,65.54,40.75,121.9362,30.9038,14.765,70.49,30.92,25.785,22.42,#N/A N/A,22.23,31.8907,#N/A N/A
30-07-2008,27.28,186.17,26.23,23.74,72.07,62.3,60.45,19.6125,16.2325,63.82,#N/A N/A,5.71,87.26,44.46,58.56,68.08,37.54,66.57,41.57,123.0824,31.4378,14.92,71.3,31.67,25.655,22.17,#N/A N/A,22.23,32.087,#N/A N/A
31-07-2008,28.08,184.04,25.72,23.83,69.52,62.63,59.79,18.265,15.9475,61.11,#N/A N/A,5.677,84.56,44.12,58.62,68.47,37.12,65.48,40.63,122.2419,31.371,14.67,70.39,30.35,25.75,21.99,#N/A N/A,22.19,31.8066,#N/A N/A
01-08-2008,28.13,182,25.44,23.9,68.14,62.78,59.77,17.9325,16.0725,62.01,#N/A N/A,5.595,84.31,44.06,57.75,68.1,37.19,64.95,40.76,120.962,31.7143,14.85,70.15,30.08,26.57,21.99,#N/A N/A,22.35,31.7693,#N/A N/A
04-08-2008,28.96,177.86,25.28,23.89,67.43,63.67,60.55,18.125,16.2625,61.36,#N/A N/A,5.472,82.8,44.36,58.43,68.98,36.85,65.82,40.14,121.8407,31.8478,14.945,69.75,30.37,26.95,21.99,#N/A N/A,22.52,31.6104,#N/A N/A
05-08-2008,30.45,180.77,26.21,24.89,68.18,63.69,62.33,18.4,17.0525,65.2,#N/A N/A,5.737,82.49,44.84,60.34,70.45,38.72,67.97,41.89,123.092,33.0874,15.395,71.88,31.31,27.455,22.65,#N/A N/A,23.02,32.2832,#N/A N/A
06-08-2008,29.86,179.55,27.02,24.9,70.51,63.49,62.14,17.87,17.14,65.4,#N/A N/A,5.864,84.56,44.46,60.76,71.07,37.99,67.77,41.39,123.369,33.6595,15.5475,71.81,31.42,27.68,23.93,#N/A N/A,22.8,31.9935,#N/A N/A
07-08-2008,29.16,172.33,27.39,24.48,68.93,62.04,61.86,17.375,16.905,64.69,#N/A N/A,5.842,83.43,43.1,56.96,70.65,36.4,67.48,39.81,123.2639,33.259,15.2125,71.18,30.92,27.005,23.58,#N/A N/A,23.67,31.4889,#N/A N/A
08-08-2008,31,175.95,28.13,26.37,70.9,63.8,65.67,18.15,17.3975,67.86,#N/A N/A,6.055,84.4,44.39,57.86,71.55,37.81,69.63,41.07,123.0347,34.2793,15.7375,73.48,32.03,27.705,24.25,#N/A N/A,24.23,32.3206,#N/A N/A
11-08-2008,31.25,178,27.9,27.51,70.8,64.01,65.95,18.6975,17.6075,66.62,#N/A N/A,6.199,84.08,44.14,58.56,71.66,39.17,69.43,41.89,120.9238,34.2411,15.8175,74.38,32.8,27.675,24.62,#N/A N/A,24.38,32.984,#N/A N/A
12-08-2008,31.48,167.3,28.12,27.48,71.81,63.55,63.94,18.2,17.58,65.93,#N/A N/A,6.312,83.56,43.52,59.25,71.7,38.05,70.34,37.92,119.6056,34.489,15.525,73.6,32.16,27.395,24.5,#N/A N/A,24.52,32.5355,#N/A N/A
13-08-2008,31.61,164.9,27.91,26.52,69.83,63.49,62.78,18.4825,17.2875,64.26,#N/A N/A,6.404,86.24,43.12,57.88,71.2,36.89,69.64,36.91,120.1596,34.079,15.4925,72.96,31.74,27.605,24.31,#N/A N/A,24.12,32.0963,#N/A N/A
14-08-2008,31.89,166.59,27.91,27.17,70.29,64.24,63.6,18.945,16.805,64.77,#N/A N/A,6.404,86.58,43.52,58.1,71.19,38.2,69.71,37.81,121.2485,34.2697,15.5,73.04,32.33,27.51,24.67,#N/A N/A,24.36,32.414,#N/A N/A
15-08-2008,33.01,163.18,27.81,27.53,70.35,65.06,63.63,18.9475,16.5775,64.45,#N/A N/A,6.276,84.25,44.46,59.37,71.33,39.07,71.6,38.07,120.6945,34.4795,15.5725,73.49,32.5,27.53,24.91,#N/A N/A,24.26,32.6663,#N/A N/A
18-08-2008,32.13,160.04,27.69,26.96,69.22,64.5,63.29,18.735,16.16,63.64,#N/A N/A,6.264,83.19,43.23,58.83,71.09,37.99,71.27,36.74,119.0039,34.0504,15.4125,72.45,32.08,27.165,24.49,#N/A N/A,24.01,32.4607,#N/A N/A
19-08-2008,30.97,158,27.32,25.96,68.69,63.94,62.46,18.435,16.37,62.95,#N/A N/A,6.198,84.71,42.72,58.25,71.15,36.73,70.72,35.58,117.0649,33.6118,15.2575,71.31,31.75,27.165,24.24,#N/A N/A,23.59,31.9561,#N/A N/A
20-08-2008,30.24,158.25,27.29,25.97,68.8,63.57,62.43,18.6425,16.325,63.21,#N/A N/A,6.28,86.46,42.88,58.36,71.08,37.43,70.3,37,117.0171,33.3162,15.165,70.69,31.82,27.175,24.23,#N/A N/A,23.39,32.1897,#N/A N/A
21-08-2008,30.3,156.42,27.18,26.57,68.7,63.81,62.31,18.595,13.3125,63.55,#N/A N/A,6.224,88.52,42.74,58.5,71.28,37.01,69.9,36.26,117.4756,33.2018,15.1475,70.91,31.83,26.755,24.23,#N/A N/A,23.05,32.3019,#N/A N/A
22-08-2008,30.61,159.81,27.84,27.11,70.27,64.01,63.42,18.5225,13.9925,65.55,#N/A N/A,6.314,88.1,44.31,59.44,71.42,38.79,71.61,37.67,119.3286,33.6309,15.2775,72.28,32.2,27.185,24.71,#N/A N/A,23.49,32.9746,#N/A N/A
25-08-2008,29.31,155.71,27.66,26.56,68.56,63.96,62.08,18.33,14.1325,64.07,#N/A N/A,6.163,85.51,43.79,58.55,70.8,37.81,70.13,36.13,117.3514,33.3734,14.9275,70.73,31.6,26.785,24.21,#N/A N/A,22.97,32.1991,#N/A N/A
26-08-2008,29.46,155.91,27.27,27.02,68.68,63.93,62.13,18.335,14.14,63.46,#N/A N/A,6.201,85.79,43.24,59,70.71,38.05,69.84,36.61,117.0076,33.7739,14.73,70.72,31.71,26.76,24.11,#N/A N/A,23.15,31.9935,#N/A N/A
27-08-2008,29.43,155.48,27.56,27.17,69.56,63.71,62.08,18.6125,14.2525,64.52,#N/A N/A,6.238,86.62,43.63,59.29,71.21,38.82,70.06,37.14,117.8481,34.0695,14.9175,70.72,31.76,26.895,24.37,#N/A N/A,23.41,32.4327,#N/A N/A
28-08-2008,30.06,161.83,27.94,27.42,71.68,64.08,62.89,18.9125,14.425,66.34,#N/A N/A,6.205,87.18,44.55,59.88,71.41,40.39,71.01,38.88,118.9943,34.7083,15.305,72.5,32.59,26.56,24.66,#N/A N/A,23.59,33.1428,#N/A N/A
29-08-2008,30.45,163.97,27.29,27.12,70.73,62.85,62,18.975,14.005,65.56,#N/A N/A,6.055,86.32,44.16,59.07,70.43,39.68,69.77,38.49,116.2721,34.0123,15.1525,71.6,32.35,26.035,24.05,#N/A N/A,22.87,32.8158,#N/A N/A
01-09-2008,30.45,163.97,27.29,27.12,70.73,62.85,62,18.975,14.005,65.56,#N/A N/A,6.055,86.32,44.16,59.07,70.43,39.68,69.77,38.49,116.2721,34.0123,15.1525,71.6,32.35,26.035,24.05,#N/A N/A,22.87,32.8158,#N/A N/A
02-09-2008,29.28,165.32,27.1,28.07,69.08,62.51,62.91,18.7475,13.7875,65.87,#N/A N/A,5.935,83.29,44.53,59.65,71.73,40.63,70.47,38.99,113.101,33.2113,15.295,71.12,32.44,25.98,23.75,#N/A N/A,22.58,33.4792,#N/A N/A
03-09-2008,29.68,167.61,26.9,29.33,67.73,63.1,61.72,18.2625,13.495,66.07,#N/A N/A,5.963,84.18,44.57,59.79,71.51,40.91,71.42,39.71,113.0341,33.0587,15.4775,70.83,32.51,25.83,23.31,#N/A N/A,21.54,33.3577,#N/A N/A
04-09-2008,28.06,160.9,26.35,28.57,63.94,60.88,60.02,17.625,13.475,63.03,#N/A N/A,5.758,81.22,42.69,59.78,70.45,38.75,70.44,37.91,109.8439,32.582,14.935,69.74,31.54,25.855,22.28,#N/A N/A,20.52,31.9655,#N/A N/A
05-09-2008,27.71,163.24,25.65,28.59,64.07,60.41,60.3,17.94,13.6125,62.89,#N/A N/A,5.721,80.22,43.28,60.74,70.67,39.4,70.78,39.6,109.2039,32.7059,14.705,69.19,31.36,25.965,22.26,#N/A N/A,20.61,31.844,#N/A N/A
08-09-2008,29.16,169.73,26.12,30.16,64.58,59.78,62.42,17.525,13.7125,63.91,#N/A N/A,5.64,81.05,44.7,62,72.22,40.52,72.37,41.55,112.0312,33.8311,15.0825,71.18,32.92,26.69,23.37,#N/A N/A,20.97,32.8158,#N/A N/A
09-09-2008,28.48,161.67,26.08,29.15,61.38,60.48,63.19,16.8725,13.025,64.02,#N/A N/A,5.411,78.79,43.48,61.13,71.34,38.24,71.89,39.47,109.8821,32.7441,15.07,69.45,32.43,26.94,22.95,#N/A N/A,20.32,32.9186,#N/A N/A
10-09-2008,29.31,157.59,26.44,29.1,62.82,62.1,63.2,17.26,14.0225,61.71,#N/A N/A,5.415,81.16,44.2,62.02,71.23,38.16,72.39,39.4,112.7476,31.9622,14.9675,68.68,32.77,26.905,22.99,#N/A N/A,20.16,32.442,#N/A N/A
11-09-2008,29.96,157.03,27.32,29.5,64.81,63.37,64.56,17.7375,14.5,62.57,#N/A N/A,5.452,82.8,44.61,63.17,71.16,38.76,73.08,41.65,113.8555,32.4103,15.2425,69.94,32.94,27.075,23.06,#N/A N/A,20.14,32.4514,#N/A N/A
12-09-2008,29.61,154.21,27.62,28.8,65.46,62.87,64.06,17.9125,14.3,63.3,#N/A N/A,5.319,84.24,45.05,62.41,70.59,38.95,73.15,41.17,113.6359,32.2482,15.48,70.15,33.26,27.25,23.46,#N/A N/A,20.16,32.2271,#N/A N/A
15-09-2008,28.01,135.5,26.81,28.5,63.21,62.19,63.72,17.345,13.7,62.25,#N/A N/A,5.013,80.09,43.7,61.63,69.61,35.48,72.14,37,110.0253,31.1994,15.125,68.88,32.36,27.375,22.38,#N/A N/A,19.34,31.0591,#N/A N/A
16-09-2008,26.78,133.01,25.99,27.58,64.73,65.89,64.29,16.5875,14.06,61.72,#N/A N/A,4.996,81.86,48.86,62.14,69.8,36.07,72,40.74,111.0378,30.7798,15.2975,69.73,32.51,27.425,22.8,#N/A N/A,19.48,30.7414,#N/A N/A
17-09-2008,25.51,114.5,24.57,25.62,63.15,61.73,62.52,16.0225,13.33,57,#N/A N/A,4.565,80.05,45.01,59.64,69.51,33.04,70.94,35.77,106.4721,29.6833,14.89,68.85,32.19,26.33,21.8,#N/A N/A,18.55,29.209,#N/A N/A
18-09-2008,26.57,108,25.26,26.95,65.32,59.99,63.96,16.725,13.8275,58.11,#N/A N/A,4.789,82.88,50.8,61.48,70.64,37.72,72.04,40.3,109.9585,30.4461,16.16,70.5,33.44,26.695,22.8,#N/A N/A,19.26,30.4518,#N/A N/A
19-09-2008,26.79,129.8,25.16,27.37,66.49,59.97,63.98,17.3925,13.9525,59.76,#N/A N/A,5.033,87.8,50.76,59.7,69.99,40.4,70.36,47.05,113.5212,30.3603,15.925,72.68,34.39,26.36,24.29,#N/A N/A,19.23,31.1152,#N/A N/A
22-09-2008,26.52,120.78,25.4,25.62,64.6,57.56,62.57,16.295,13.0925,58.81,#N/A N/A,4.68,87.33,46.53,58.89,68.41,37.29,68.04,40.8,110.9996,29.9884,15.7875,70.7,32.91,25.69,23.11,#N/A N/A,18.5,29.9285,#N/A N/A
23-09-2008,26,125.05,25.44,25.26,63.54,57.57,61.78,16.725,13.0575,57.31,#N/A N/A,4.53,85.46,45.62,58.4,68.15,38.28,67.28,40.56,110.1877,29.3209,15.2075,69,32.53,25.34,22.73,#N/A N/A,18.63,29.0128,#N/A N/A
24-09-2008,25.1,133,25.72,25.02,61.74,58.38,61.43,16.42,12.7475,57.36,#N/A N/A,4.597,85.23,44.18,58.92,68.19,37.5,68.74,40.5,111.2384,30.0075,14.8175,68.57,31.77,25.095,22.8,#N/A N/A,18.7,29.2277,#N/A N/A
25-09-2008,25.5,135.5,26.61,25.8,61.96,59.93,62.27,16.15,13.01,57.42,#N/A N/A,4.712,87.47,45.09,60.12,69.36,37.83,68.51,43.46,114.7247,30.8656,16.2525,69.73,32.47,25.73,23.48,#N/A N/A,18.57,29.9472,#N/A N/A
26-09-2008,25.81,137.99,27.4,26.46,64.13,60.67,63.2,15.51,12.6625,58.32,#N/A N/A,4.58,86.95,44,60.71,69.4,39.5,68.84,48.24,114.0657,30.6273,16.9475,69.45,32.75,26.24,23.82,#N/A N/A,19.2,30.0687,#N/A N/A
29-09-2008,21,120.7,25.01,24.99,59.89,55.5,60.16,14.45,11.19,55.47,#N/A N/A,3.759,77.5,36,58.45,66.9,32.55,66.75,41,109.3281,28.93,16.2625,66.32,29.73,25.515,21.79,#N/A N/A,17.27,28.611,#N/A N/A
30-09-2008,25.39,128,26.69,25.89,59.6,59.27,61.7,15.3475,12.1,57.35,#N/A N/A,4.059,82.48,45.2,59.89,69.28,35.43,69.69,46.7,111.716,30.0933,16.725,68.31,30.69,26.44,22.56,#N/A N/A,18.73,29.9846,#N/A N/A
01-10-2008,25.08,134.5,26.48,25.92,56.95,59.18,63.66,15.3275,11.6025,56.62,#N/A N/A,3.897,82.2,42.99,59.66,67.79,35.34,71.27,49.63,105.1922,30.5986,16.54,67.39,30.68,27.08,21.95,#N/A N/A,18.52,29.3492,#N/A N/A
02-10-2008,24.76,131.54,26.25,24.86,52.22,58.59,61.88,14.3975,11.0475,53.58,#N/A N/A,3.575,79.56,40.47,58.85,67.79,32.14,71.44,49.85,100.0439,29.6547,15.9375,65.6,29.96,26.8,21.2,#N/A N/A,17.2,29.2184,#N/A N/A
03-10-2008,24.11,128,26.32,23.81,51.21,58.89,60.23,14.21,10.3925,53.83,#N/A N/A,3.467,79.38,38.8,59.73,66.16,30.87,71.02,45.9,98.8022,30.3031,15.8125,64.6,29.54,26.285,21.25,#N/A N/A,17.31,29.1903,#N/A N/A
06-10-2008,22.26,124,24.89,22.82,49.2,54.93,57.15,13.845,10.1,51,#N/A N/A,3.484,76.84,39.1,57.9,64.5,30.07,68.58,44,96.1086,28.6439,15.285,63,28.04,25.46,20.39,#N/A N/A,16.9,27.9943,#N/A N/A
07-10-2008,20.52,115,23.23,21.89,47.33,51.69,54.97,12.7875,8.985,49.28,#N/A N/A,3.184,73.35,35.1,54.84,62.49,28.25,66.25,39.32,91.3614,27.576,14.495,59.97,26.57,24.65,18.84,#N/A N/A,16.02,26.9945,#N/A N/A
08-10-2008,19.2,113,23.01,21.17,47.65,52.12,53.41,13.1575,9.125,47.7,#N/A N/A,3.207,73.1,32.67,54.55,62.36,27.12,66.1,39.3,86.4901,27.1946,13.925,57.37,25.68,23.705,18.34,#N/A N/A,16.25,25.9106,#N/A N/A
09-10-2008,17.8,101.35,22.3,19.93,44.8,50.26,52.08,12.4625,8.4925,44.41,#N/A N/A,3.169,64,30.6,51.39,57.58,24,60.88,36.68,85.0096,24.9919,13.27,53.5,23.8,21.65,17.19,#N/A N/A,15.6,24.2287,#N/A N/A
10-10-2008,17.35,88.8,21.5,19.75,43.13,48.58,53.35,13,8.14,41.8,#N/A N/A,3.457,57.83,30.5,50.95,55.85,23.15,59.56,41.64,83.8156,25.011,13.6325,54.26,23.04,20.75,17.23,#N/A N/A,15.19,25.0136,#N/A N/A
13-10-2008,23.38,111,25.48,21.71,49.48,53.85,57.25,14.7175,9.4325,47.08,#N/A N/A,3.943,69.89,35.9,54.5,62.68,27.3,63.29,41.99,88.0757,28.0527,13.9625,59.62,26.72,23.63,19.23,#N/A N/A,17.04,27.0319,#N/A N/A
14-10-2008,22.99,122.9,24.1,21.07,47.49,51.61,56.02,14.4025,8.975,45.07,#N/A N/A,3.717,68.54,36.96,54.44,64,28.19,64.1,40.71,89.4034,27.7762,14.28,59.37,25.68,21.865,18.54,#N/A N/A,15.93,27.0506,#N/A N/A
15-10-2008,21.67,113.15,22.66,19.83,42.06,47.57,51.55,12.4375,7.73,42.33,#N/A N/A,3.5,59.98,33.7,50.05,60.54,24.41,59.82,38.49,84.3314,25.3257,12.59,54.68,23.37,22.105,16.62,#N/A N/A,14.99,24.8921,#N/A N/A
16-10-2008,22.63,112.4,24.19,19.7,42.37,50.8,54.46,13.2675,8.1225,44.79,#N/A N/A,3.639,63.1,33.25,54.62,63.5,23.64,61.77,40.49,87.4166,26.8799,13.9925,57.27,24.27,22.89,17.75,#N/A N/A,15.88,25.6116,#N/A N/A
17-10-2008,24.39,114.3,23.93,20.21,39.32,50.19,53.8,13.055,7.8975,44.55,#N/A N/A,3.479,62.35,34.03,53.77,62.65,23.33,61.74,39.33,86.7098,27.1755,14.37,56.49,24.75,22.1,17.91,#N/A N/A,15.5,25.4061,#N/A N/A
20-10-2008,25.51,121.5,24.72,20.78,40.9,53.35,56.84,13.0025,7.955,46.71,#N/A N/A,3.516,69.61,36.15,54.43,64.44,24.35,63.91,40.66,88.3622,29.5593,14.9375,57.51,26.55,23.23,18.96,#N/A N/A,16.04,27.088,#N/A N/A
21-10-2008,25.25,121.35,23.36,20.52,38.83,52.33,55.13,12.675,7.4975,46.4,#N/A N/A,3.267,66.8,36.33,53.67,63.66,26.39,62.96,39.74,84.8759,28.5772,14.28,60.04,25.31,23.015,17.86,#N/A N/A,15.25,26.1723,#N/A N/A
22-10-2008,24.06,115.06,21.45,19.47,36.52,49.56,54.18,12.1275,6.8825,42.91,#N/A N/A,3.414,61.74,37.02,52.27,61.42,25.02,58.76,37.17,79.8517,26.7083,13.125,58.19,23.05,22.69,17.22,#N/A N/A,14.47,24.0605,#N/A N/A
23-10-2008,23.93,108.58,22.32,19.06,35.36,55.55,55.58,12.08,6.8025,46.52,#N/A N/A,3.508,66.77,41,52.76,62.45,24.53,60.57,37.85,80.5681,27.5092,12.6825,61.54,23.4,21.53,17.24,#N/A N/A,14.51,24.5184,#N/A N/A
24-10-2008,22.91,100.4,21.96,18.51,33.3,57.17,53.06,11.995,6.67,45.24,#N/A N/A,3.442,63.91,41.74,51.4,60.79,24.05,58.87,35.43,78.3903,26.0789,11.9475,59.61,22.61,20.805,16.31,#N/A N/A,14.28,23.4345,#N/A N/A
27-10-2008,20.43,92.88,21.18,18.91,32.78,54.74,51.76,11.6475,6.3275,42.36,#N/A N/A,3.286,61.71,37.61,49.67,60.15,23.08,57.37,34,76.0884,25.5736,11.6375,60.37,21.37,20.505,16.11,#N/A N/A,14.25,25.7985,#N/A N/A
28-10-2008,22.45,93.57,23.13,21.57,34.95,60,56.62,12.4925,7.1425,48.91,#N/A N/A,3.576,70.02,38.79,55.17,64.19,25.47,63.23,37.6,83.3667,28.3102,13.105,64.31,23.91,22.625,18.33,#N/A N/A,15.91,29.5734,#N/A N/A
29-10-2008,21.32,98.99,23.05,21.65,36.14,59.39,57.18,12.6725,7.515,49.8,#N/A N/A,3.754,71,40.35,55.02,61.53,25.21,61.33,35.71,84.2455,27.3471,13.12,62.5,23.97,21.925,17.96,#N/A N/A,14.97,28.4989,#N/A N/A
30-10-2008,22.39,91.11,22.63,22.72,37.37,60.53,57.87,13.5625,7.63,50.7,#N/A N/A,3.966,74.18,41.15,54.75,60.57,26.06,63.08,37.62,86.6238,28.7869,13.9525,62.55,25.33,22.33,17.79,#N/A N/A,16.17,28.4989,#N/A N/A
31-10-2008,23.73,92.5,22.33,23.59,38.17,59.89,57.93,13.8375,7.74,52.27,#N/A N/A,3.843,74.6,42.55,55.81,61.34,27.5,64.54,41.25,88.8016,29.5116,14.4075,64.3,25.9,22.03,17.77,#N/A N/A,16,27.7234,#N/A N/A
03-11-2008,23.49,89.09,22.62,22.22,39.01,61.55,57.03,13.1225,7.6475,52.85,#N/A N/A,3.82,73.69,40.55,55.97,61.16,28.32,64.4,40.73,88.5246,28.5772,13.96,64.11,25.04,22.725,17.2,#N/A N/A,15.64,28.7325,#N/A N/A
04-11-2008,22.82,95,23.53,23.39,42.25,60.57,57.78,14.9525,7.8825,53.62,#N/A N/A,3.964,78.19,42.6,56.13,61.89,29.82,66.07,42.17,89.2123,29.6833,14.055,65.61,26.02,23.015,18.33,#N/A N/A,16.26,30.4705,#N/A N/A
05-11-2008,22.77,87.43,22.08,22.15,40.4,59.42,56,14.1175,7.45,49.55,#N/A N/A,3.689,74.88,40.43,54.13,59.85,27.83,63.81,39.22,85.9075,27.3853,13.195,64.52,24.23,22.365,17.39,#N/A N/A,15.06,28.8166,#N/A N/A
06-11-2008,22.16,80.72,20.88,20.93,37.6,56.56,54.17,12.8825,7.0875,45.72,#N/A N/A,3.539,70.11,37.7,53.49,57.92,24.92,63.35,38.26,81.3322,26.5652,12.66,62.36,22.81,22.245,16.94,#N/A N/A,13.87,27.3309,#N/A N/A
07-11-2008,22.43,77.78,21.5,21.06,38.45,58.87,55.47,13.375,7.14,46.58,#N/A N/A,3.509,73.46,39.61,54.39,60.22,25.31,64.49,37.75,82.402,27.576,12.3525,64.83,23.36,23.125,17.58,#N/A N/A,14.63,28.0784,#N/A N/A
10-11-2008,21.44,71.21,21.3,20.74,37.41,58.78,56.48,12.9975,7.08,46.34,#N/A N/A,3.424,74.34,38.81,55.18,60.01,23.98,64.95,36.41,80.1096,26.6129,11.9925,64.95,22.08,22.95,17.57,#N/A N/A,14.35,28.4896,#N/A N/A
11-11-2008,20.16,74.68,21.2,20.51,36.87,58.43,56.29,13.4475,6.6925,43.97,#N/A N/A,3.385,73.54,40.17,54.75,59.55,22.4,63.82,36.35,79.0303,26.2696,11.4175,62.38,21.78,22.22,17.18,#N/A N/A,13.93,27.7701,#N/A N/A
12-11-2008,18.87,66.79,20.3,19.8,35.08,55.47,54.02,12.9375,6.0825,42.52,#N/A N/A,3.219,67.28,39.03,52.62,57.92,20.05,61.85,34.57,76.1648,25.4782,11.0925,59.44,20.16,21.915,16.55,#N/A N/A,13.52,27.0599,#N/A N/A
13-11-2008,20.84,69.99,21.25,22.23,39.41,59.6,56.25,13.61,6.845,43.16,#N/A N/A,3.444,75.71,43.42,54.93,62.9,20.78,65.05,37.19,80.4344,27.2041,12.215,64.43,21.65,23.14,17.26,#N/A N/A,14.43,29.0969,#N/A N/A
14-11-2008,20.02,66.73,20.06,20.54,36.96,58.23,56.13,13.56,6.6,41.04,#N/A N/A,3.223,72.68,41.88,52.71,60.05,19.99,63.11,34.47,76.7283,26.0599,11.6325,63.06,21.08,22.51,16.62,#N/A N/A,13.32,28.0317,#N/A N/A
17-11-2008,18.89,62.49,19.32,20,35.7,56.09,55.61,13.19,6.3975,41.18,#N/A N/A,3.148,70.78,41.07,51.81,59.27,19.37,62.51,32.77,74.0061,24.7821,11.5775,60.8,19.74,21.985,16.21,#N/A N/A,13,27.3216,#N/A N/A
18-11-2008,19.03,62.03,19.62,20.71,36.19,56.34,56.51,13.66,5.95,39.56,#N/A N/A,3.211,73.4,41.39,52.72,60.89,19.38,64.25,32.14,76.4895,24.9156,11.66,62.17,20.67,21.745,16.45,#N/A N/A,13.11,26.6301,#N/A N/A
19-11-2008,17.73,55.18,18.29,19.76,33.87,53.64,55.44,12.895,5.49,37.48,#N/A N/A,3.082,70.61,37.29,51,58.12,18.74,62.27,28.47,72.5638,24.1337,10.96,58.77,19.94,21.135,15.08,#N/A N/A,12.49,25.1725,#N/A N/A
20-11-2008,16.3,52,17.53,18.52,32.84,50.13,52.91,12.035,5.7075,37.11,#N/A N/A,2.875,64.4,34.84,50.66,55.81,17.23,59.33,23.38,68.5235,22.4651,10.9025,56.79,18.73,20.535,14.47,#N/A N/A,12.23,24.7613,#N/A N/A
21-11-2008,17.15,53.31,19.68,19.29,34.67,54.9,55.15,11.595,5.58,39.58,#N/A N/A,2.949,70.49,38.77,52.92,58.35,18.69,63.09,22.72,71.5227,23.266,11.97,61.3,21.12,22,15.17,#N/A N/A,13.11,26.6021,#N/A N/A
24-11-2008,19.07,67.42,20.69,21.42,36.34,55.99,55.51,12.43,6.6475,40.75,#N/A N/A,3.32,74.3,40.62,52.77,59.11,21.18,64.68,27.58,76.3081,24.2577,12.58,63.26,22.2,22.615,16.4,#N/A N/A,13.63,27.7794,#N/A N/A
25-11-2008,20.73,71.78,19.99,22.25,37.27,54.93,56.81,12.3825,6.4925,40.18,#N/A N/A,3.243,76.53,40.45,54.68,58.7,21.37,63.18,29.77,77.034,24.6105,12.3225,63.64,22.03,22.535,15.42,#N/A N/A,13.13,28.5736,#N/A N/A
